,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,tissue,simuround,subset,marker,manual_annotation,manual_CLname,manual_CLID,manual_broadtype,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_annotation,gpt-4o-2024-08-06_annotation,gpt-4o-mini-2024-07-18_annotation,gpt-4-0613_Clname,gpt-4-0613_CLID,gpt-4-turbo-2024-04-09_Clname,gpt-4-turbo-2024-04-09_CLID,gpt-4o-2024-08-06_Clname,gpt-4o-2024-08-06_CLID,gpt-4o-mini-2024-07-18_Clname,gpt-4o-mini-2024-07-18_CLID,gpt-4-0613_aggrement_modified,gpt-4-turbo-2024-04-09_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified,gpt-4o-mini-2024-07-18_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified_new,gpt-4o-mini-2024-07-18_aggrement_modified_new,gpt-4-0613_aggrement_modified_new,gpt-4-turbo-2024-04-09_aggrement_modified_new
13,1013,1013,1013,Lung,3,0.25,"RSPH1,CAPS",Ciliated,ciliated cell,CL:0000064,ciliated cell,Epithelial cells,Ciliated epithelial cells,Ciliated cells,Ciliated cells,ciliated epithelial cell,CL:0000067,epithelial cell,CL:0000066,ciliated cell,CL:0000064,ciliated cell,CL:0000064,-1,13,0,0,1.0000,1.0000,0.7500,0.5000
14,1014,1014,1014,Lung,3,0.25,"HLA-DPB1,HLA-DQA1",Dendritic,dendritic cell,CL:0000451,dendritic cell,Antigen-presenting cells (dendritic cells),Dendritic cells,Antigen presenting cells,Antigen presenting cells,dendritic cell,CL:0000451,professional antigen presenting cell,CL:0000145,professional antigen presenting cell,CL:0000145,professional antigen presenting cell,CL:0000145,0,1,1,1,0.8000,0.8000,1.0000,0.8000
15,1015,1015,1015,Lung,3,0.25,"C1S,DCN",Fibroblast,fibroblast,CL:0000057,fibroblast,Fibroblasts,Fibroblasts,Fibroblasts,Fibroblasts,fibroblast,CL:0000057,fibroblast,CL:0000057,fibroblast,CL:0000057,fibroblast,CL:0000057,0,0,0,0,1.0000,1.0000,1.0000,1.0000
16,1016,1016,1016,Lung,3,0.25,"TIMP3,TBX1",Lymphatic,,,immune cell,Mesenchymal cells or smooth muscle cells,Heart cells,Endothelial cells,Collagen-producing cells,cardiocyte,CL:0002494,smooth muscle cell,CL:0000192,endothelial cell,CL:0000115,collagen secreting cell,CL:0000667,8,-1,8,-1,0.3333,0.3750,0.3333,0.2500
17,1017,1017,1017,Lung,3,0.25,"C1QB,GPD1",Macrophage,macrophage,CL:0000235,macrophage/monocyte,Macrophages,Phagocytes,Macrophages,Macrophages,phagocyte,CL:0000234,macrophage,CL:0000235,macrophage,CL:0000235,macrophage,CL:0000235,3,0,0,0,1.0000,1.0000,0.5000,1.0000
18,1018,1018,1018,Lung,3,0.25,"SPON2,GNLY",Natural Killer,natural killer cell,CL:0000623,t/nk cell,Cytotoxic cells,Natural killer cells,Natural killer cells,Natural killer cells,natural killer cell,CL:0000623,cytotoxic T cell,CL:0000910,natural killer cell,CL:0000623,natural killer cell,CL:0000623,0,-1,0,0,1.0000,1.0000,1.0000,0.4167
19,1019,1019,1019,Lung,3,0.25,"MANF,TNFRSF17",Plasma,plasma cell,CL:0000786,b cell,Plasma cells,Plasma cells,Plasma cells,Plasma cells,plasma cell,CL:0000786,plasma cell,CL:0000786,plasma cell,CL:0000786,plasma cell,CL:0000786,0,0,0,0,1.0000,1.0000,1.0000,1.0000
20,1020,1020,1020,Lung,3,0.25,"SFTPA1,SFTPB",Alveolar Epithelial Type 2,type II pneumocyte,CL:0002063,epithelial cell,Alveolar epithelial cells,Alveolar cells,Alveolar epithelial type II cells,Type II Alveolar Cells,alveolar macrophage,CL:0000583,pulmonary alveolar epithelial cell,CL:0000322,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 2 cell,CL:0002063,-1,1,0,0,1.0000,1.0000,0.2500,0.8333
21,1021,1021,1021,Lung,3,0.25,"KIT,TPSAB1",Basophil/Mast,"basophil,mast cell","CL:0000767,CL:0000097",granulocyte,Mast cells,Mast cells,Mast cells,Mast Cells,mast cell,CL:0000097,mast cell,CL:0000097,mast cell,CL:0000097,mast cell,CL:0000097,-1,-1,-1,-1,-1,-1,-1,-1
22,1022,1022,1022,Lung,3,0.25,"SAT1,FCN1",CD16+ Monocyte,,,macrophage/monocyte,Monocytes,Neutrophils,Macrophages,Dendritic Cells,neutrophil,CL:0000775,monocyte,CL:0000576,macrophage,CL:0000235,dendritic cell,CL:0000451,-1,2,4,5,0.5000,0.5000,0.4444,0.6667
23,1023,1023,1023,Lung,3,0.25,"CDC42EP1,CDH5",Capillary,,,blood vessel cell,Endothelial cells,Endothelial cells,Endothelial cells,Endothelial Cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,4,4,4,4,-1,-1,-1,-1
24,1024,1024,1024,Lung,3,0.25,"RPS27,RPL34",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,t/nk cell,Ribosomal (not specific to a cell type),Ribosomal cells,Epithelial or Stromal cells,Fibroblasts,cell,CL:0000000,type A enteroendocrine cell,CL:0002067,stromal cell,CL:0000499,fibroblast,CL:0000057,8,-1,-1,-1,0.1818,0.1818,0.1111,0.1667
25,1025,1025,1025,Lung,3,0.25,"WFDC2,CYB5A",Club,club cell,CL:0000158,epithelial cell,Epithelial cells,Ciliated epithelial cells,Secretory cells,Clara Cells,ciliated epithelial cell,CL:0000067,epithelial cell,CL:0000066,secretory cell,CL:0000151,club cell,CL:0000158,6,2,2,0,0.5000,1.0000,0.4286,0.5000
26,1026,1026,1026,Lung,3,0.25,"COL3A1,ITGBL1",Myofibroblast,myofibroblast cell,CL:0000186,myofibroblast cell,Fibroblasts,Fibroblasts,Fibroblasts,Fibroblast-like Cells,fibroblast,CL:0000057,fibroblast,CL:0000057,fibroblast,CL:0000057,alveolar type 1 fibroblast cell,CL:4028004,-1,-1,-1,-1,0.6000,0.4286,0.6000,0.6000
27,1027,1027,1027,Lung,3,0.25,"PLD4,NPC2",Plasmacytoid Dendritic,plasmacytoid dendritic cell,CL:0000784,dendritic cell,Monocytes/Macrophages,Macrophages,Alveolar macrophages,Macrophages,macrophage,CL:0000235,macrophage,CL:0000235,alveolar macrophage,CL:0000583,macrophage,CL:0000235,-1,-1,-1,-1,0.4444,0.5714,0.5714,0.5714
28,1028,1028,1028,Lung,3,0.25,"TYMS,KPNA2",Proliferating Macrophage,,,macrophage/monocyte,Proliferating cells,Proliferating cells,Proliferating cells,Proliferating Cells,cycling B cell,CL:4033068,cycling B cell,CL:4033068,cycling B cell,CL:4033068,cycling B cell,CL:4033068,-1,-1,-1,-1,0.3636,0.3636,0.3636,0.3636
29,1029,1029,1029,Lung,3,0.25,"UBE2C,SMC4",Proliferating NK/T,,,t/nk cell,Mitotic cells,Proliferating cells,Proliferating cells,Proliferating Cells,cycling B cell,CL:4033068,basal cell,CL:0000646,cycling B cell,CL:4033068,cycling B cell,CL:4033068,-1,-1,-1,-1,0.4167,0.4167,0.4167,0.1667
30,1030,1030,1030,Lung,3,0.25,"SPARCL1,SPRY1",Bronchial Vessel,,,bronchial cell,Fibroblasts,Neurons,Epithelial Cells,Fibroblasts,neuron,CL:0000540,fibroblast,CL:0000057,epithelial cell,CL:0000066,fibroblast,CL:0000057,8,10,5,10,0.4286,0.2500,0.2500,0.2500
31,1031,1031,1031,Lung,3,0.25,"SCGB1A1,SCGB3A1",Mucous,,,mucosal cell,Club cells,Club cells,Club Cells,Clara cells,club cell,CL:0000158,club cell,CL:0000158,club cell,CL:0000158,club cell,CL:0000158,"{'CL:0000158': 0, 'GO:0060486': 1, 'UBERON:0002051': 1, 'UBERON:0002341': 1, 'CL:0002638': 2, 'UBERON:0001955': 2, 'UBERON:0001958': 2, 'UBERON:8600001': 2, 'CL:1000351': 3, 'CL:0002206': 3, 'CL:1000332': 3, 'CL:1000350': 3, 'CL:0002205': 3, 'CL:1000333': 3, 'CL:1000352': 3}","{'CL:0000158': 0, 'GO:0060486': 1, 'UBERON:0002051': 1, 'UBERON:0002341': 1, 'CL:0002638': 2, 'UBERON:0001955': 2, 'UBERON:0001958': 2, 'UBERON:8600001': 2, 'CL:1000351': 3, 'CL:0002206': 3, 'CL:1000332': 3, 'CL:1000350': 3, 'CL:0002205': 3, 'CL:1000333': 3, 'CL:1000352': 3}","{'CL:0000158': 0, 'GO:0060486': 1, 'UBERON:0002051': 1, 'UBERON:0002341': 1, 'CL:0002638': 2, 'UBERON:0001955': 2, 'UBERON:0001958': 2, 'UBERON:8600001': 2, 'CL:1000351': 3, 'CL:0002206': 3, 'CL:1000332': 3, 'CL:1000350': 3, 'CL:0002205': 3, 'CL:1000333': 3, 'CL:1000352': 3}","{'CL:0000158': 0, 'GO:0060486': 1, 'UBERON:0002051': 1, 'UBERON:0002341': 1, 'CL:0002638': 2, 'UBERON:0001955': 2, 'UBERON:0001958': 2, 'UBERON:8600001': 2, 'CL:1000351': 3, 'CL:0002206': 3, 'CL:1000332': 3, 'CL:1000350': 3, 'CL:0002205': 3, 'CL:1000333': 3, 'CL:1000352': 3}",-1,-1,-1,-1
32,1032,1032,1032,Lung,3,0.25,"LIFR,PRSS23",Vein,,,blood vessel cell,Epithelial cells,Endometrial cells,Clara Cells,Surfactant-producing cells,endometrial microvascular endothelial cell,CL:2000091,epithelial cell,CL:0000066,club cell,CL:0000158,surfactant secreting cell,CL:0000157,-1,6,-1,-1,-1,-1,-1,-1
33,1033,1033,1033,Lung,3,0.25,"LAMB1,CALD1",Pericyte,pericyte,CL:0000669,pericyte,Epithelial cells,Fibroblasts,Fibroblasts,Endothelial cells,fibroblast,CL:0000057,epithelial cell,CL:0000066,fibroblast,CL:0000057,endothelial cell,CL:0000115,10,10,10,8,0.6000,0.4000,0.6000,0.4000
34,1034,1034,1034,Lung,3,0.25,"MYH11,MYL9",Smooth Muscle,smooth muscle cell,CL:0000192,muscle cell,Smooth Muscle Cells,Smooth Muscle Cells,Smooth Muscle Cells,Smooth muscle cells,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,0,0,0,0,1.0000,1.0000,1.0000,1.0000
35,1035,1035,1035,Lung,3,0.25,"BMX,ARGLU1",Artery,,,blood vessel cell,Endothelial Cells,Endothelial Cells,Basal Cells,Macrophages,endothelial cell,CL:0000115,endothelial cell,CL:0000115,basal cell,CL:0000646,macrophage,CL:0000235,4,4,-1,-1,-1,-1,-1,-1
36,1036,1036,1036,Lung,3,0.25,"SOSTDC1,EMCN",Capillary Aerocyte,,,epithelial cell,Stromal Cells,Endothelial Cells,Endothelial Cells,Mesenchymal cells,endothelial cell,CL:0000115,stromal cell,CL:0000499,endothelial cell,CL:0000115,mesenchymal cell,CL:0008019,4,-1,4,9,0.4286,0.2500,0.4286,0.2222
37,1037,1037,1037,Lung,3,0.25,"IPO7,ACVRL1",Capillary Intermediate,,,blood vessel cell,Endothelial Cells,Endothelial Cells,Pericytes,Vascular cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,pericyte,CL:0000669,vascular leptomeningeal cell,CL:4023051,-1,-1,-1,-1,0.2857,0.2500,0.3333,0.3333
38,1038,1038,1038,Lung,3,0.25,"MEDAG,HAS1",Lipofibroblast,alveolar type 1 fibroblast cell,CL:4028004,fibroblast,Mesenchymal Cells,Fibroblasts,Adipocytes,Adipocytes,fibroblast,CL:0000057,mesenchymal cell,CL:0008019,adipocyte,CL:0000136,adipocyte,CL:0000136,2,8,13,13,0.4286,0.4286,0.6667,0.3333
39,1039,1039,1039,Lung,3,0.25,"ITLN1,MGARP",Mesothelial,mesothelial cell,CL:0000077,epithelial cell,M2 Macrophages,Epithelial Cells,Mesothelial Cells,Mucosal cells,epithelial cell,CL:0000066,alternatively activated macrophage,CL:0000890,mesothelial cell,CL:0000077,mucosal type mast cell,CL:0000485,2,-1,0,-1,1.0000,0.2222,0.6000,0.2222
40,1040,1040,1040,Lung,3,0.25,"TMEM40,GP6",Platelet/Megakaryocyte,"platelet,megakaryocyte","CL:0000233,CL:0000556","platelet,megakaryocyte",Platelets,Platelets,Vascular endothelial cells,"Endothelial cells, Megakaryocytes",platelet,CL:0000233,platelet,CL:0000233,endothelial cell of vascular tree,CL:0002139,megakaryocyte,CL:0000556,-1,-1,-1,-1,-1,-1,-1,-1
41,1041,1041,1041,Lung,3,0.25,"S100A6,GNLY",Natural Killer T,,,t/nk cell,Cytotoxic T Cells,Natural Killer Cells,Natural killer (NK) cells,"T cells, Natural killer cells",natural killer cell,CL:0000623,cytotoxic t cell,CL:0000910,natural killer cell,CL:0000623,natural killer cell,CL:0000623,0,-1,0,0,1.0000,1.0000,1.0000,0.4167
