,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,simuround,tissue,noise,marker,manual_annotation,manual_CLname,manual_CLID,gpt-4o-2024-08-06_annotation,gpt-4o-2024-08-06_CLID,gpt-4o-mini-2024-07-18_annotation,gpt-4o-mini-2024-07-18_CLID,gpt-4-0613_annotation,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_CLID,gpt-4-turbo-2024-04-09_CLID,gpt-4-0613_Clname,gpt-4-turbo-2024-04-09_Clname,gpt-4o-2024-08-06_Clname,gpt-4o-mini-2024-07-18_Clname,gpt-4-0613_aggrement_modified,gpt-4-turbo-2024-04-09_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified,gpt-4o-mini-2024-07-18_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified_new,gpt-4o-mini-2024-07-18_aggrement_modified_new,gpt-4-0613_aggrement_modified_new,gpt-4-turbo-2024-04-09_aggrement_modified_new
10,1510,1510,1510,1510,1510,3,Lung,1.0,"GENE29,FCN1,RNASE2,CD300E,VCAN,FGL2,LILRB2,MPEG1,CORO1A,LILRA1,AIF1",intermediate monocyte,intermediate monocyte,CL:0002393,Monocyte,CL:0000576,Eosinophils,CL:0000771,Monocytes,24. Neutrophil,CL:0000576,CL:0000775,monocyte,neutrophil,monocyte,eosinophil,1,-1,1,-1,0.8000,0.5000,0.8000,0.5000
11,1511,1511,1511,1511,1511,3,Lung,1.0,"ASCL3,CEL,HEPACAM2,ATP6V1G3,CLCNKB,CLNK,LINC01187,TMPRSS11E,PROX1,DGKI,GENE90",pulmonary ionocyte,pulmonary ionocyte,CL:0017000,Ionocyte,CL:0005006,Type II alveolar cells,CL:0002063,Salivary gland cells,25. Taste receptor cell,CL:0009005,CL:0000209,salivary gland cell,taste receptor cell,ionocyte,pulmonary alveolar type 2 cell,-1,-1,1,-1,0.8000,0.6667,0.3333,0.5000
12,1512,1512,1512,1512,1512,4,Lung,0.25,"ARHGEF26,LMO7,AGER,EMP2,GENE37,RTKN2,GPRC5A,SPOCK2,DST,SCEL,GENE20,LAMA3",Alveolar Epithelial Type 1,type I pneumocyte,CL:0002062,Endothelial cell,CL:0000115,Club cells,CL:0000158,Epidermal cells,1. Epithelial cells,CL:0000362,CL:0000066,epidermal cell,epithelial cell,endothelial cell,club cell,-1,3,16,-1,0.2857,0.5455,0.3333,0.5000
13,1513,1513,1513,1513,1513,4,Lung,0.25,"GENE65,MS4A1,LINC00926,BLK,SP140,GENE95,CD79A,BANK1,CD22,VPREB3,CD79B,ADAM28",B,B cell,CL:0000236,B cell,CL:0000236,B cells,CL:0000236,B cells,2. B cells,CL:0000236,CL:0000236,b cell,b cell,b cell,b cell,0,0,0,0,1.0000,1.0000,1.0000,1.0000
14,1514,1514,1514,1514,1514,4,Lung,0.25,"CLDN1,S100A2,GENE51,KRT15,KRT5,FHL2,DST,KRT17,PERP,GENE77,ITGA2,KRT19",Basal,basal cell,CL:0000646,Basal cell,CL:0000646,Basal cells,CL:0000646,Epithelial cells,3. Epithelial cells,CL:0000066,CL:0000066,epithelial cell,epithelial cell,basal cell,basal cell,17,17,0,0,1.0000,1.0000,0.3333,0.3333
15,1515,1515,1515,1515,1515,4,Lung,0.25,"GENE82,CSF3R,S100A9,S100A8,CTSS,METTL9,CD99,VCAN,S100A12,GENE43,FCN1,CD300E",CD14+ Monocyte,CD14-positive monocyte,CL:0001054,Neutrophil,CL:0000775,Neutrophils,CL:0000775,Neutrophils,4. Myeloid cells,CL:0000775,CL:0000763,neutrophil,myeloid cell,neutrophil,neutrophil,-1,3,-1,-1,0.5000,0.5000,0.5000,0.5000
16,1516,1516,1516,1516,1516,4,Lung,0.25,"CD2,MALAT1,BCL11B,CD6,GENE29,CAMK4,LEF1,TRAT1,IL7R,ITK,MAL,GENE14",CD4 T,"CD4-positive, alpha-beta T cell",CL:0000624,T cell,CL:0000084,T cells,CL:0000084,T cells,5. T cells,CL:0000084,CL:0000084,t cell,t cell,t cell,t cell,3,3,3,3,0.6667,0.6667,0.6667,0.6667
17,1517,1517,1517,1517,1517,4,Lung,0.25,"C20orf85,DNAH6,FAM92B,GENE10,GENE70,RSPH1,CCDC170,CAPS,ZMYND10,CDHR3,SNTN,FANK1",Ciliated,ciliated cell,CL:0000064,Ciliated cell,CL:0000064,Ciliated epithelial cells,CL:0000067,Cilia and flagella cells,6. Ciliated cells,CL:0000341,CL:0000064,pigment cell (sensu Nematoda and Protostomia),ciliated cell,ciliated cell,ciliated epithelial cell,-1,0,0,-1,1.0000,0.7500,0.1667,1.0000
18,1518,1518,1518,1518,1518,4,Lung,0.25,"FCGR2B,HLA-DMB,GENE58,HLA-DQA1,CLEC10A,CSF2RA,GPR183,FPR3,HLA-DPB1,RGS1,GENE53,MS4A6A",Dendritic,dendritic cell,CL:0000451,Dendritic cell,CL:0000451,Dendritic cells,CL:0000451,Dendritic cells,7. B cells,CL:0000451,CL:0000236,dendritic cell,b cell,dendritic cell,dendritic cell,0,-1,0,0,1.0000,1.0000,1.0000,0.4444
19,1519,1519,1519,1519,1519,4,Lung,0.25,"C1S,LUM,ABLIM1,CFD,C3,C1R,GENE27,FBLN1,GENE29,DCN,SLIT2,ADH1B",Fibroblast,fibroblast,CL:0000057,Fibroblast,CL:0000057,Macrophages,CL:0000235,Fibroblasts,8. Complement system components,CL:0000057,PR:000002037,fibroblast,complement component C1q receptor,fibroblast,macrophage,0,-1,0,-1,1.0000,0.2857,1.0000,-1
20,1520,1520,1520,1520,1520,4,Lung,0.25,"TFF3,GENE1,TFPI,GENE89,CCL21,IGFBP7,MMRN1,PKHD1L1,PROX1,PPFIBP1,TIMP3,TBX1",Lymphatic,,,Goblet cells,CL:0000160,Clara cells,CL:0000158,Endothelial cells,9. Lymphatic endothelial cells,CL:0000115,CL:0002138,endothelial cell,endothelial cell of lymphatic vessel,goblet cell,club cell,8,-1,-1,-1,0.2857,0.2857,0.3333,0.2500
21,1521,1521,1521,1521,1521,4,Lung,0.25,"APOC1,C1QB,C1QA,VSIG4,SLCO2B1,ACP5,ITGAX,GENE77,GENE2,GPD1,MARCO,OLR1",Macrophage,macrophage,CL:0000235,Alveolar macrophages,CL:0000583,Macrophages,CL:0000235,Macrophages,10. Macrophages,CL:0000235,CL:0000235,macrophage,macrophage,alveolar macrophage,macrophage,0,0,-1,0,0.7143,1.0000,1.0000,1.0000
22,1522,1522,1522,1522,1522,4,Lung,0.25,"KLRF1,GNLY,GZMB,FCGR3A,NKG7,GENE77,GENE42,PYHIN1,KLRD1,SPON2,PRF1,CD247",Natural Killer,natural killer cell,CL:0000623,Natural killer cells,CL:0000623,Natural killer cells,CL:0000623,Natural killer (NK) cells,11. NK cells,CL:0000623,CL:0000623,natural killer cell,natural killer cell,natural killer cell,natural killer cell,0,0,0,0,1.0000,1.0000,1.0000,1.0000
23,1523,1523,1523,1523,1523,4,Lung,0.25,"PRDX4,MANF,SSR4,GENE63,XBP1,POU2AF1,TNFRSF17,HSP90B1,MZB1,DERL3,SEC11C,GENE83",Plasma,plasma cell,CL:0000786,Plasma cells,CL:0000786,B cells,CL:0000236,Plasma cells,12. Plasma cells,CL:0000786,CL:0000786,plasma cell,plasma cell,plasma cell,b cell,0,0,0,4,1.0000,0.6667,1.0000,1.0000
24,1524,1524,1524,1524,1524,4,Lung,0.25,"GENE47,GENE52,SFTPA2,SLC34A2,SFTPC,LAMP3,ABCA3,SFTPA1,SFTPD,SFTPB,NAPSA,LPCAT1",Alveolar Epithelial Type 2,type II pneumocyte,CL:0002063,Alveolar type II cells,CL:0002063,Surfactant-producing cells,CL:0000157,Alveolar cells,13. Alveolar cells,CL:0000583,CL:0000583,alveolar macrophage,alveolar macrophage,pulmonary alveolar type 2 cell,surfactant secreting cell,-1,-1,0,1,1.0000,0.7500,0.2500,0.2500
25,1525,1525,1525,1525,1525,4,Lung,0.25,"GENE82,KIT,VWA5A,CPA3,HPGDS,GRAP2,GENE40,HDC,CD44,MS4A2,TPSAB1,GATA2",Basophil/Mast,"basophil,mast cell","CL:0000767,CL:0000097",Mast cells,CL:0000097,Mast cells,CL:0000097,Mast cells,14. Mast cells,CL:0000097,CL:0000097,mast cell,mast cell,mast cell,mast cell,-1,-1,-1,-1,-1,-1,-1,-1
26,1526,1526,1526,1526,1526,4,Lung,0.25,"LILRB2,GENE58,COTL1,RPS19,LST1,AIF1,FCGR3A,GENE92,SAT1,RHOC,FCN1,IFITM2",CD16+ Monocyte,,,Dendritic cells,CL:0000451,Dendritic cells,CL:0000451,Monocytes,15. Macrophages,CL:0000576,CL:0000235,monocyte,macrophage,dendritic cell,dendritic cell,2,4,5,5,0.5000,0.5000,0.6667,0.5000
27,1527,1527,1527,1527,1527,4,Lung,0.25,"GENE26,CDC42EP1,NOSTRIN,PODXL,CDH5,RAMP3,BTNL9,CD81,FCN3,EPAS1,FLNB,GENE55",Capillary,,,Endothelial cells,CL:0000115,Endothelial cells,CL:0000115,Endothelial cells,16. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,endothelial cell,4,4,4,4,-1,-1,-1,-1
28,1528,1528,1528,1528,1528,4,Lung,0.25,"CD3D,GENE62,GZMH,CD3G,CD8B,CCL5,RPL34,NKG7,CD8A,GZMA,RPS27,GENE4",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,Cytotoxic T cells,CL:0000910,T cells,CL:0000084,Cytotoxic T cells,17. T cytotoxic cells,CL:0000910,CL:0000910,cytotoxic t cell,cytotoxic T cell,cytotoxic t cell,t cell,-1,-1,-1,3,0.6364,0.6667,0.6364,0.6364
29,1529,1529,1529,1529,1529,4,Lung,0.25,"SCGB3A2,GENE89,DSTN,CYB5A,CEACAM6,GENE42,PIGR,CTSE,SFTPB,WFDC2,C16orf89,KIAA1324",Club,club cell,CL:0000158,Club cells,CL:0000158,Goblet cells,CL:0000160,Club cells,18. Club cells,CL:0000158,CL:0000158,club cell,club cell,club cell,goblet cell,0,0,0,-1,1.0000,0.4286,1.0000,1.0000
30,1530,1530,1530,1530,1530,4,Lung,0.25,"CALD1,ASPN,COL6A3,POSTN,LTBP1,BGN,COL3A1,COL1A1,COL1A2,GENE29,GENE49,ITGBL1",Myofibroblast,myofibroblast cell,CL:0000186,Fibroblasts,CL:0000057,Fibroblast,CL:0000057,Fibroblasts,19. Fibroblasts,CL:0000057,CL:0000057,fibroblast,fibroblast,fibroblast,fibroblast,-1,-1,-1,-1,0.6000,0.6000,0.6000,0.6000
31,1531,1531,1531,1531,1531,4,Lung,0.25,"PTPRE,GZMB,IRF7,TYROBP,GENE67,GENE80,PLD4,NPC2,PPP1R14B,IL3RA,IRF4,SEC61B",Plasmacytoid Dendritic,plasmacytoid dendritic cell,CL:0000784,Immune cells,CL:0000738,Cytotoxic T cell,CL:0000910,Dendritic cells,20. Plasmacytoid dendritic cells,CL:0000451,CL:0000784,dendritic cell,plasmacytoid dendritic cell,leukocyte,cytotoxic t cell,1,0,3,-1,0.5000,0.3333,0.8333,1.0000
32,1532,1532,1532,1532,1532,4,Lung,0.25,"TPX2,BIRC5,GENE7,NUSAP1,STMN1,UBE2C,TYMS,ANLN,KPNA2,CDK1,H2AFZ,GENE53",Proliferating Macrophage,,,Proliferating cells,CL:4033068,Proliferating cell,CL:4033068,Cancer cells,21. Mitotic cells,CL:0001064,CL:0000646,malignant cell,basal cell,cycling B cell,cycling B cell,-1,-1,-1,-1,0.3636,0.3636,0.1250,0.2500
33,1533,1533,1533,1533,1533,4,Lung,0.25,"BIRC5,GENE62,NUSAP1,KIF2C,SMC4,UBE2C,GENE95,H2AFV,AURKB,CENPF,HMGB2,TOP2A",Proliferating NK/T,,,Proliferating cells,CL:4033068,Proliferating cell,CL:4033068,Cancer cells,22. Mitotic cells,CL:0001064,CL:0000646,malignant cell,basal cell,cycling B cell,cycling B cell,-1,-1,-1,-1,0.4167,0.4167,0.0833,0.1667
34,1534,1534,1534,1534,1534,4,Lung,0.25,"POSTN,GENE89,VWF,COL15A1,ZNF385D,ENPP2,PLVAP,EMCN,GENE2,INHBB,SPARCL1,SPRY1",Bronchial Vessel,,,Endothelial cells,CL:0000115,Endothelial cell,CL:0000115,Endothelial cells,23. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,endothelial cell,13,13,13,13,0.2857,0.2857,0.2857,0.2857
