,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,tissue,simuround,subset,marker,manual_annotation,manual_CLname,manual_CLID,manual_broadtype,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_annotation,gpt-4o-2024-08-06_annotation,gpt-4o-mini-2024-07-18_annotation,gpt-4o-2024-08-06_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified_new,gpt-4o-mini-2024-07-18_aggrement_modified,gpt-4o-mini-2024-07-18_aggrement_modified_new,gpt-4-0613_aggrement_modified,gpt-4-0613_aggrement_modified_new,gpt-4-turbo-2024-04-09_aggrement_modified,gpt-4-turbo-2024-04-09_aggrement_modified_new
10,2010,2010,2010,2010,Lung,4,1.0,"PLPPR4,MKRN9P,RSPO1,FABP7,GPR1,LRRC38,AC005821.1,KCTD8,LINC01902,SYT4",myofibroblast cell,myofibroblast cell,CL:0000186,myofibroblast cell,Alveolar Fibroblast,Alveolar Fibroblast,Alveolar Fibroblast,unknown,-1,0.4286,-1,0.4000,-1,0.4286,-1,0.4286
11,2011,2011,2011,2011,Lung,4,1.0,"TPM2,RGN,HIGD1B,COX4I2,BGN,NDUFA4L2,INMT,KCNK3,PDGFRB,PPP1R14A",pericyte cell,pericyte,CL:0000669,pericyte,Pericyte,"Pericyte, Vascular Smooth Muscle",Basal,Pericyte,-1,0.4000,0,1.0000,-1,0.2857,0,1.0000
12,2012,2012,2012,2012,Lung,4,1.0,"SYT4,BNC1,VIPR2,PRG4,HAS1,BCHE,ROR2,CPB1,RSPO1,ITLN1",mesothelial cell,mesothelial cell,CL:0000077,epithelial cell,Mesothelial,"Neuroendocrine, Mesothelial",Neuroendocrine,Alveolar Fibroblast,-1,0.3750,-1,0.2500,-1,0.2500,-1,0.2500
13,2013,2013,2013,2013,Lung,4,1.0,"CACNA1C,AC009269.2,SGIP1,AL135910.1,TARID,COL1A2,ABCA6,SCN7A,BMP5,CARMN",fibroblast,fibroblast,CL:0000057,fibroblast,Pericyte,Pericyte,Pericyte,unknown,-1,0.6000,-1,0.4000,-1,0.6000,-1,0.6000
14,2014,2014,2014,2014,Lung,4,1.0,"AIF1,LILRB2,LILRA1,CD300E,VCAN,RNASE2,CORO1A,FGL2,MPEG1,FCN1",intermediate monocyte,intermediate monocyte,CL:0002393,macrophage/monocyte,Monocyte,"EREG+ Dendritic, Classical Monocyte, OLR1+ Classical Monocyte, Nonclassical Monocyte, Intermediate Monocyte",Monocyte,Monocyte,1,0.8000,1,0.8000,1,0.6667,1,0.8000
15,2015,2015,2015,2015,Lung,4,1.0,"CLCNKB,PROX1,TMPRSS11E,LINC01187,ASCL3,CLNK,DGKI,CEL,ATP6V1G3,HEPACAM2",pulmonary ionocyte,pulmonary ionocyte,CL:0017000,epithelial cell,Ionocyte,Ionocyte,Ionocyte,Ionocyte,1,0.8000,1,0.8000,1,0.8000,1,0.8000
16,2016,2016,2016,2016,Lung,5,0.25,"SCEL,AGER",Alveolar Epithelial Type 1,type I pneumocyte,CL:0002062,epithelial cell,Alveolar Epithelial Type 1,Alveolar Epithelial Type 1,Alveolar Epithelial Type 1,Alveolar Epithelial Type 1,0,1.0000,0,1.0000,0,1.0000,0,1.0000
17,2017,2017,2017,2017,Lung,5,0.25,"CD79A,LINC00926",B,B cell,CL:0000236,b cell,B,"B, Plasma",B,B,0,1.0000,0,1.0000,-1,0.5000,0,1.0000
18,2018,2018,2018,2018,Lung,5,0.25,"ITGA2,PERP",Basal,basal cell,CL:0000646,stem cell,Proximal Basal,"Basal, Proximal Basal, Alveolar Epithelial Type 1, Capillary, Alveolar Fibroblast",Basal,Basal,0,1.0000,0,1.0000,-1,0.2500,-1,0.2500
19,2019,2019,2019,2019,Lung,5,0.25,"CD300E,S100A9",CD14+ Monocyte,CD14-positive monocyte,CL:0001054,macrophage/monocyte,Classical Monocyte,"EREG+ Dendritic, Classical Monocyte, OLR1+ Classical Monocyte, Nonclassical Monocyte, Intermediate Monocyte, Basal, Mucous",Classical Monocyte,Monocyte,-1,0.6667,1,0.8000,-1,0.6667,-1,0.6667
20,2020,2020,2020,2020,Lung,5,0.25,"LEF1,CD2",CD4 T,"CD4-positive, alpha-beta T cell",CL:0000624,t/nk cell,"CD4+ Memory/Effector T, CD4+ Naive T","CD4+ Memory/Effector T, CD4+ Naive T, CD8+ Memory/Effector T, CD8+ Naive T, Natural Killer T",CD4+ Memory/Effector T,"CD4+ Naive T, CD4+ Memory/Effector T",-1,0.6923,-1,0.6923,-1,0.5714,-1,0.6923
21,2021,2021,2021,2021,Lung,5,0.25,"FANK1,FAM92B",Ciliated,ciliated cell,CL:0000064,ciliated cell,"Ciliated, Proximal Ciliated","Ciliated, Proximal Ciliated, Platelet/Megakaryocyte",Ciliated,"Ciliated, Platelet/Megakaryocyte",0,-1,-1,-1,-1,-1,-1,-1
22,2022,2022,2022,2022,Lung,5,0.25,"HLA-DPB1,GPR183",Dendritic,dendritic cell,CL:0000451,dendritic cell,"B, Macrophage, Proliferating Macrophage, Myeloid Dendritic Type 1, Myeloid Dendritic Type 2, IGSF21+ Dendritic, EREG+ Dendritic, TREM2+ Dendritic","Club, Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Capillary Aerocyte, Capillary Intermediate 2, Lipofibroblast, Mesothelial, B, Macrophage, Proliferating Macrophage, Myeloid Dendritic Type 1, Myeloid Dendritic Type 2, IGSF21+ Dendritic, EREG+ Dendritic, TREM2+ Dendritic, Intermediate Monocyte, Ionocyte, CD4+ Memory/Effector T, Plasmacytoid Dendritic, OLR1+ Classical Monocyte",Macrophage,"Alveolar Epithelial Type 2, Myeloid Dendritic Type 1",-1,-1,-1,-1,-1,-1,-1,-1
23,2023,2023,2023,2023,Lung,5,0.25,"SLIT2,DCN",Fibroblast,fibroblast,CL:0000057,fibroblast,"Adventitial Fibroblast, Alveolar Fibroblast","Signaling Alveolar Epithelial Type 2, Adventitial Fibroblast, Alveolar Fibroblast, Basal, Adventitial Fibroblast, Alveolar Fibroblast",Alveolar Fibroblast,"Adventitial Fibroblast, Basal, Alveolar Fibroblast",-1,0.6667,-1,0.6667,-1,0.6667,-1,0.6667
24,2024,2024,2024,2024,Lung,5,0.25,"TIMP3,TBX1",Lymphatic,,,immune cell,Lymphatic,"Alveolar Epithelial Type 1, Vein, Capillary, Capillary Intermediate 1, Alveolar Fibroblast, Basophil/Mast 1, Basophil/Mast 2, Lymphatic",Alveolar Fibroblast,"Proliferating Macrophage, Macrophage",-1,0.5714,-1,0.2500,-1,0.2000,0,1.0000
25,2025,2025,2025,2025,Lung,5,0.25,"C1QB,VSIG4",Macrophage,macrophage,CL:0000235,macrophage/monocyte,"Macrophage, Proliferating Macrophage, Myeloid Dendritic Type 2, IGSF21+ Dendritic, EREG+ Dendritic, TREM2+ Dendritic","Mesothelial, Macrophage, Proliferating Macrophage, IGSF21+ Dendritic, TREM2+ Dendritic, Macrophage, Proliferating Macrophage, Myeloid Dendritic Type 2, IGSF21+ Dendritic, EREG+ Dendritic, TREM2+ Dendritic",Macrophage,"CD8+ Naive T, CD8+ Memory/Effector T, Natural Killer T",0,1.0000,-1,0.3077,4,0.5000,4,0.5000
26,2026,2026,2026,2026,Lung,5,0.25,"KLRD1,PYHIN1",Natural Killer,natural killer cell,CL:0000623,t/nk cell,"CD8+ Memory/Effector T, CD8+ Naive T, Natural Killer, Proliferating NK/T","CD8+ Memory/Effector T, CD8+ Naive T, Natural Killer T, Natural Killer, Proliferating NK/T, CD8+ Memory/Effector T, CD8+ Naive T, Natural Killer, Proliferating NK/T",Natural Killer,"Plasma, Macrophage",0,1.0000,-1,0.4000,-1,0.3571,-1,0.3571
27,2027,2027,2027,2027,Lung,5,0.25,"TNFRSF17,MZB1",Plasma,plasma cell,CL:0000786,b cell,"Plasma, Plasmacytoid Dendritic","Plasma, Plasmacytoid Dendritic",Plasma,"Natural Killer, Proliferating NK/T, Alveolar Epithelial Type 2",0,1.0000,-1,0.4167,-1,0.3636,-1,0.3636
28,2028,2028,2028,2028,Lung,5,0.25,"LPCAT1,SFTPB",Alveolar Epithelial Type 2,type II pneumocyte,CL:0002063,epithelial cell,"Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2","Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Natural Killer, Proliferating NK/T, Club, Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Plasma, Platelet/Megakaryocyte",Alveolar Epithelial Type 2,"Basophil/Mast 1, Basophil/Mast 2",0,1.0000,-1,0.3333,1,0.8333,0,1.0000
29,2029,2029,2029,2029,Lung,5,0.25,"KIT,CPA3",Basophil/Mast,"basophil,mast cell","CL:0000767,CL:0000097",granulocyte,"Basophil/Mast 1, Basophil/Mast 2","Ionocyte, Basophil/Mast 1, Basophil/Mast 2, Basophil/Mast 1, Basophil/Mast 2",Basophil/Mast,"Basophil/Mast 1, Basophil/Mast 2",0,1.0000,0,1.0000,0,1.0000,0,1.0000
30,2030,2030,2030,2030,Lung,5,0.25,"IFITM2,FCGR3A",CD16+ Monocyte,,,macrophage/monocyte,"Nonclassical Monocyte, Intermediate Monocyte","Natural Killer, Proliferating NK/T, Macrophage, Proliferating Macrophage, Nonclassical Monocyte, Intermediate Monocyte, Basal, Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Capillary Intermediate 2, CD8+ Naive T, Natural Killer T, Nonclassical Monocyte, Intermediate Monocyte","Alveolar Epithelial Type 2, Nonclassical Monocyte, Natural Killer",Natural Killer,-1,0.3333,-1,0.3333,2,0.5714,2,0.5714
31,2031,2031,2031,2031,Lung,5,0.25,"CD81,CDC42EP1",Capillary,,,blood vessel cell,Alveolar Epithelial Type 2,"Alveolar Epithelial Type 1, Signaling Alveolar Epithelial Type 2, Vein, Capillary, Macrophage, Proliferating Macrophage, IGSF21+ Dendritic, TREM2+ Dendritic, Alveolar Epithelial Type 2, Bronchial Vessel 2","Macrophage, Vein",Alveolar Epithelial Type 1,-1,-1,-1,-1,-1,-1,-1,-1
32,2032,2032,2032,2032,Lung,5,0.25,"RPL34,NKG7",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,t/nk cell,Natural Killer,"Club, Basal, Proximal Basal, Differentiating Basal, Signaling Alveolar Epithelial Type 2, Capillary Intermediate 2, Bronchial Vessel 1, Lymphatic, Airway Smooth Muscle, Lipofibroblast, Mesothelial, B, CD4+ Naive T, Basophil/Mast 1, Basophil/Mast 2, CD8+ Memory/Effector T, CD8+ Naive T, Natural Killer T, Natural Killer, Proliferating NK/T","Natural Killer, Bronchial Vessel 1",CD8+ Naive T,-1,0.4167,-1,0.7000,-1,0.7000,-1,0.4167
33,2033,2033,2033,2033,Lung,5,0.25,"C16orf89,CTSE",Club,club cell,CL:0000158,epithelial cell,"Club, Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2","Club, Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Myofibroblast, Fibromyocyte, Adventitial Fibroblast, Club, Alveolar Epithelial Type 1, Signaling Alveolar Epithelial Type 2","Alveolar Epithelial Type 2, Club",Alveolar Epithelial Type 2,-1,0.5455,-1,0.5455,-1,0.2857,-1,0.5455
34,2034,2034,2034,2034,Lung,5,0.25,"COL6A3,LTBP1",Myofibroblast,myofibroblast cell,CL:0000186,myofibroblast cell,"Myofibroblast, Adventitial Fibroblast, Alveolar Fibroblast, Lipofibroblast","Myofibroblast, Adventitial Fibroblast, Alveolar Fibroblast, Lipofibroblast, Artery, Vein, Myofibroblast, Fibromyocyte, Platelet/Megakaryocyte","Myofibroblast, Adventitial Fibroblast",Myofibroblast,-1,0.4286,0,1.0000,-1,0.4286,-1,0.4286
35,2035,2035,2035,2035,Lung,5,0.25,"SEC61B,PPP1R14B",Plasmacytoid Dendritic,plasmacytoid dendritic cell,CL:0000784,dendritic cell,Plasmacytoid Dendritic,"Serous, Lymphatic, Mesothelial, Plasma, Plasmacytoid Dendritic, Myeloid Dendritic Type 1, OLR1+ Classical Monocyte, Proliferating Basal, Goblet, Ionocyte, Neuroendocrine, Lymphatic, Mesothelial, Plasmacytoid Dendritic","Plasmacytoid Dendritic, Lymphatic",Lymphatic,0,1.0000,-1,0.2222,0,1.0000,0,1.0000
36,2036,2036,2036,2036,Lung,5,0.25,"CDK1,TPX2",Proliferating Macrophage,,,macrophage/monocyte,"Proliferating Basal, Proliferating NK/T, Proliferating Macrophage","Proliferating Basal, Goblet, Proliferating NK/T, Proliferating Macrophage, Proliferating Basal, Ionocyte, Proliferating NK/T, Proliferating Macrophage","Proliferating NK/T, Proliferating Macrophage",Proliferating Basal,0,1.0000,-1,0.2222,-1,-1,-1,-1
37,2037,2037,2037,2037,Lung,5,0.25,"HMGB2,TOP2A",Proliferating NK/T,,,t/nk cell,"Proliferating Basal, Proliferating NK/T, Proliferating Macrophage","Ciliated, Proximal Ciliated, Proliferating Basal, Ionocyte, Natural Killer T, Proliferating NK/T, Proliferating Macrophage, Classical Monocyte, Proliferating Basal, Proliferating NK/T, Proliferating Macrophage","Proliferating Basal, Proliferating NK/T",Proliferating NK/T,-1,0.1538,0,1.0000,-1,-1,-1,-1
38,2038,2038,2038,2038,Lung,5,0.25,"SPRY1,ZNF385D",Bronchial Vessel,,,bronchial cell,"Bronchial Vessel 1, Bronchial Vessel 2, Pericyte","Proximal Basal, Proliferating Basal, Bronchial Vessel 1, Bronchial Vessel 2, Pericyte, Bronchial Vessel 1, Fibromyocyte",Bronchial Vessel 1,Ciliated,0,1.0000,-1,-1,0,1.0000,0,1.0000
