,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,simuround,tissue,noise,marker,manual_annotation,manual_CLname,manual_CLID,gpt-4o-2024-08-06_annotation,gpt-4o-2024-08-06_CLID,gpt-4o-mini-2024-07-18_annotation,gpt-4o-mini-2024-07-18_CLID,gpt-4-0613_annotation,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_CLID,gpt-4-turbo-2024-04-09_CLID,gpt-4-0613_Clname,gpt-4-turbo-2024-04-09_Clname,gpt-4o-2024-08-06_Clname,gpt-4o-mini-2024-07-18_Clname,gpt-4-0613_aggrement_modified,gpt-4-turbo-2024-04-09_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified,gpt-4o-mini-2024-07-18_aggrement_modified
1518,1518,1518,1518,1518,4,Lung,0.25,"FCGR2B,HLA-DMB,GENE58,HLA-DQA1,CLEC10A,CSF2RA,GPR183,FPR3,HLA-DPB1,RGS1,GENE53,MS4A6A",Dendritic,dendritic cell,CL:0000451,Dendritic cell,CL:0000451,Dendritic cells,CL:0000451,Dendritic cells,7. B cells,CL:0000451,CL:0000236,dendritic cell,b cell,dendritic cell,dendritic cell,0,-1,0,0
1519,1519,1519,1519,1519,4,Lung,0.25,"C1S,LUM,ABLIM1,CFD,C3,C1R,GENE27,FBLN1,GENE29,DCN,SLIT2,ADH1B",Fibroblast,fibroblast,CL:0000057,Fibroblast,CL:0000057,Macrophages,CL:0000235,Fibroblasts,8. Complement system components,CL:0000057,PR:000002037,fibroblast,complement component C1q receptor,fibroblast,macrophage,0,-1,0,-1
1520,1520,1520,1520,1520,4,Lung,0.25,"TFF3,GENE1,TFPI,GENE89,CCL21,IGFBP7,MMRN1,PKHD1L1,PROX1,PPFIBP1,TIMP3,TBX1",Lymphatic,,,Goblet cells,CL:0000160,Clara cells,CL:0000158,Endothelial cells,9. Lymphatic endothelial cells,CL:0000115,CL:0002138,endothelial cell,endothelial cell of lymphatic vessel,goblet cell,club cell,-1,-1,-1,-1
1521,1521,1521,1521,1521,4,Lung,0.25,"APOC1,C1QB,C1QA,VSIG4,SLCO2B1,ACP5,ITGAX,GENE77,GENE2,GPD1,MARCO,OLR1",Macrophage,macrophage,CL:0000235,Alveolar macrophages,CL:0000583,Macrophages,CL:0000235,Macrophages,10. Macrophages,CL:0000235,CL:0000235,macrophage,macrophage,alveolar macrophage,macrophage,0,0,-1,0
1522,1522,1522,1522,1522,4,Lung,0.25,"KLRF1,GNLY,GZMB,FCGR3A,NKG7,GENE77,GENE42,PYHIN1,KLRD1,SPON2,PRF1,CD247",Natural Killer,natural killer cell,CL:0000623,Natural killer cells,CL:0000623,Natural killer cells,CL:0000623,Natural killer (NK) cells,11. NK cells,CL:0000623,CL:0000623,natural killer cell,natural killer cell,natural killer cell,natural killer cell,0,0,0,0
1523,1523,1523,1523,1523,4,Lung,0.25,"PRDX4,MANF,SSR4,GENE63,XBP1,POU2AF1,TNFRSF17,HSP90B1,MZB1,DERL3,SEC11C,GENE83",Plasma,plasma cell,CL:0000786,Plasma cells,CL:0000786,B cells,CL:0000236,Plasma cells,12. Plasma cells,CL:0000786,CL:0000786,plasma cell,plasma cell,plasma cell,b cell,0,0,0,4
1524,1524,1524,1524,1524,4,Lung,0.25,"GENE47,GENE52,SFTPA2,SLC34A2,SFTPC,LAMP3,ABCA3,SFTPA1,SFTPD,SFTPB,NAPSA,LPCAT1",Alveolar Epithelial Type 2,type II pneumocyte,CL:0002063,Alveolar type II cells,CL:0002063,Surfactant-producing cells,CL:0000157,Alveolar cells,13. Alveolar cells,CL:0000583,CL:0000583,alveolar macrophage,alveolar macrophage,pulmonary alveolar type 2 cell,surfactant secreting cell,-1,-1,0,1
1525,1525,1525,1525,1525,4,Lung,0.25,"GENE82,KIT,VWA5A,CPA3,HPGDS,GRAP2,GENE40,HDC,CD44,MS4A2,TPSAB1,GATA2",Basophil/Mast,"basophil,mast cell","CL:0000767,CL:0000097",Mast cells,CL:0000097,Mast cells,CL:0000097,Mast cells,14. Mast cells,CL:0000097,CL:0000097,mast cell,mast cell,mast cell,mast cell,-1,-1,-1,-1
1526,1526,1526,1526,1526,4,Lung,0.25,"LILRB2,GENE58,COTL1,RPS19,LST1,AIF1,FCGR3A,GENE92,SAT1,RHOC,FCN1,IFITM2",CD16+ Monocyte,,,Dendritic cells,CL:0000451,Dendritic cells,CL:0000451,Monocytes,15. Macrophages,CL:0000576,CL:0000235,monocyte,macrophage,dendritic cell,dendritic cell,-1,-1,-1,-1
1527,1527,1527,1527,1527,4,Lung,0.25,"GENE26,CDC42EP1,NOSTRIN,PODXL,CDH5,RAMP3,BTNL9,CD81,FCN3,EPAS1,FLNB,GENE55",Capillary,,,Endothelial cells,CL:0000115,Endothelial cells,CL:0000115,Endothelial cells,16. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,endothelial cell,-1,-1,-1,-1
1528,1528,1528,1528,1528,4,Lung,0.25,"CD3D,GENE62,GZMH,CD3G,CD8B,CCL5,RPL34,NKG7,CD8A,GZMA,RPS27,GENE4",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,Cytotoxic T cells,CL:0000910,T cells,CL:0000084,Cytotoxic T cells,17. T cytotoxic cells,CL:0000910,CL:0000910,cytotoxic t cell,cytotoxic T cell,cytotoxic t cell,t cell,-1,-1,-1,3
1529,1529,1529,1529,1529,4,Lung,0.25,"SCGB3A2,GENE89,DSTN,CYB5A,CEACAM6,GENE42,PIGR,CTSE,SFTPB,WFDC2,C16orf89,KIAA1324",Club,club cell,CL:0000158,Club cells,CL:0000158,Goblet cells,CL:0000160,Club cells,18. Club cells,CL:0000158,CL:0000158,club cell,club cell,club cell,goblet cell,0,0,0,-1
1530,1530,1530,1530,1530,4,Lung,0.25,"CALD1,ASPN,COL6A3,POSTN,LTBP1,BGN,COL3A1,COL1A1,COL1A2,GENE29,GENE49,ITGBL1",Myofibroblast,myofibroblast cell,CL:0000186,Fibroblasts,CL:0000057,Fibroblast,CL:0000057,Fibroblasts,19. Fibroblasts,CL:0000057,CL:0000057,fibroblast,fibroblast,fibroblast,fibroblast,-1,-1,-1,-1
1531,1531,1531,1531,1531,4,Lung,0.25,"PTPRE,GZMB,IRF7,TYROBP,GENE67,GENE80,PLD4,NPC2,PPP1R14B,IL3RA,IRF4,SEC61B",Plasmacytoid Dendritic,plasmacytoid dendritic cell,CL:0000784,Immune cells,CL:0000738,Cytotoxic T cell,CL:0000910,Dendritic cells,20. Plasmacytoid dendritic cells,CL:0000451,CL:0000784,dendritic cell,plasmacytoid dendritic cell,leukocyte,cytotoxic t cell,1,0,3,-1
1532,1532,1532,1532,1532,4,Lung,0.25,"TPX2,BIRC5,GENE7,NUSAP1,STMN1,UBE2C,TYMS,ANLN,KPNA2,CDK1,H2AFZ,GENE53",Proliferating Macrophage,,,Proliferating cells,CL:4033068,Proliferating cell,CL:4033068,Cancer cells,21. Mitotic cells,CL:0001064,CL:0000646,malignant cell,basal cell,cycling B cell,cycling B cell,-1,-1,-1,-1
1533,1533,1533,1533,1533,4,Lung,0.25,"BIRC5,GENE62,NUSAP1,KIF2C,SMC4,UBE2C,GENE95,H2AFV,AURKB,CENPF,HMGB2,TOP2A",Proliferating NK/T,,,Proliferating cells,CL:4033068,Proliferating cell,CL:4033068,Cancer cells,22. Mitotic cells,CL:0001064,CL:0000646,malignant cell,basal cell,cycling B cell,cycling B cell,-1,-1,-1,-1
1534,1534,1534,1534,1534,4,Lung,0.25,"POSTN,GENE89,VWF,COL15A1,ZNF385D,ENPP2,PLVAP,EMCN,GENE2,INHBB,SPARCL1,SPRY1",Bronchial Vessel,,,Endothelial cells,CL:0000115,Endothelial cell,CL:0000115,Endothelial cells,23. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,endothelial cell,-1,-1,-1,-1
1535,1535,1535,1535,1535,4,Lung,0.25,"GENE82,GENE50,BPIFB1,SAA1,SCGB1A1,RARRES1,MSMB,SCGB3A1,SLPI,LCN2,WFDC2,MUC5B",Mucous,,,Epithelial cells,CL:0000066,Secretory cell,CL:0000151,Club cells,24. Club cells,CL:0000158,CL:0000158,club cell,club cell,epithelial cell,secretory cell,-1,-1,-1,-1
1536,1536,1536,1536,1536,4,Lung,0.25,"PTPRB,PRSS23,GENE86,GENE87,TGM2,VWF,LIFR,SELP,PLA1A,CPE,SRPX,SLCO2A1",Vein,,,Endothelial cells,CL:0000115,Endothelial cell,CL:0000115,Endothelial cells,25. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,endothelial cell,-1,-1,-1,-1
1537,1537,1537,1537,1537,4,Lung,0.25,"CHN1,CALD1,COL4A2,GENE93,NID1,COL4A1,LAMB1,COX4I2,TACC1,PDGFRB,GENE51,LAMC3",Pericyte,pericyte,CL:0000669,Fibroblasts,CL:0000057,Fibroblast,CL:0000057,Neurons and astrocytes,26. Smooth muscle cells,CL:0000127,CL:0000192,astrocyte,smooth muscle cell,fibroblast,fibroblast,-1,-1,10,10
1538,1538,1538,1538,1538,4,Lung,0.25,"CALD1,TPM2,PLN,DSTN,GENE5,GENE60,CSRP1,ACTA2,CNN1,DES,MYH11,MYL9",Smooth Muscle,smooth muscle cell,CL:0000192,Vascular smooth muscle cells,CL:0000359,Fibroblast,CL:0000057,Smooth Muscle Cells,1. Smooth muscle cells,CL:0000192,CL:0000192,smooth muscle cell,smooth muscle cell,vascular associated smooth muscle cell,fibroblast,0,0,-1,-1
1539,1539,1539,1539,1539,4,Lung,0.25,"PTPRB,DKK2,HEY1,GENE79,GJA5,FBLN5,SEMA3G,EFNB2,BMX,GENE74,EPAS1,ARGLU1",Artery,,,Endothelial cells,CL:0000115,Fibroblast,CL:0000057,Endothelial Cells,2. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,fibroblast,-1,-1,-1,-1
1540,1540,1540,1540,1540,4,Lung,0.25,"GENE73,HPGD,CYP3A5,CLDN5,GENE6,APP,STXBP6,TBX2,EMCN,SOSTDC1,ESAM,EDNRB",Capillary Aerocyte,,,Endothelial cells,CL:0000115,Type II Alveolar Cells,CL:0002063,Endothelial Cells,3. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,pulmonary alveolar type 2 cell,-1,-1,-1,-1
1541,1541,1541,1541,1541,4,Lung,0.25,"GENE26,IPO7,SH3BP5,RALA,GALNT18,GENE23,SRSF11,PECAM1,ACVRL1,EPAS1,VAT1,WWTR1",Capillary Intermediate,,,Epithelial cells,CL:0000066,Bronchial Epithelial Cells,CL:0002328,Endothelial Cells,4. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,epithelial cell,bronchial epithelial cell,-1,-1,-1,-1
1542,1542,1542,1542,1542,4,Lung,0.25,"C7,GENE9,FGF7,C3,WT1,MEDAG,STEAP1,OSR1,CCDC71L,CPXM1,HAS1,GENE81",Lipofibroblast,alveolar type 1 fibroblast cell,CL:4028004,Mesothelial cells,CL:0000077,Fibroblasts,CL:0000057,Kidney Cells,5. Renal epithelial cells,CL:1000497,CL:0002584,kidney cell,renal cortical epithelial cell,mesothelial cell,fibroblast,-1,-1,7,2
1543,1543,1543,1543,1543,4,Lung,0.25,"ALDH1A3,GENE9,PRG4,GALNT9,C3,DSC3,ITLN1,MGARP,WT1,DMKN,GENE33,SLPI",Mesothelial,mesothelial cell,CL:0000077,Goblet cells,CL:0000160,Secretory Cells,CL:0000151,Secretory Cells,6. Renal epithelial cells,CL:0000151,CL:0002584,secretory cell,renal cortical epithelial cell,goblet cell,secretory cell,-1,-1,-1,-1
1544,1544,1544,1544,1544,4,Lung,0.25,"CMTM5,TUBB1,GRAP2,GENE27,ITGA2B,GENE44,CABP5,PF4,ACRBP,GP6,TMEM40,GP9",Platelet/Megakaryocyte,"platelet,megakaryocyte","CL:0000233,CL:0000556",Platelets,CL:0000233,Endothelial Cells,CL:0000115,Platelets,7. Platelets,CL:0000233,CL:0000233,platelet,platelet,platelet,endothelial cell,-1,-1,-1,-1
1545,1545,1545,1545,1545,4,Lung,0.25,"CD2,GNLY,CTSW,S100A6,GENE98,CCL5,GENE88,CEBPB,CXCR4,CD7,LGALS1,ZFP36L2",Natural Killer T,,,Natural killer cells,CL:0000623,T Cells,CL:0000084,T Cells,8. T cells,CL:0000084,CL:0000084,t cell,t cell,natural killer cell,t cell,-1,-1,-1,-1
1546,1546,1546,1546,1546,4,Lung,0.25,"CLU,CST5,GENE63,MET,FAM150A,HSPB3,RAMP1,CSRP1,IGF1,SCX,GENE49,CNN1",Fibromyocyte,,,Mesenchymal cells,CL:0008019,Macrophages,CL:0000235,Tenocytes,9. Smooth muscle cells,CL:0000388,CL:0000192,tendon cell,smooth muscle cell,mesenchymal cell,macrophage,-1,-1,-1,-1
1547,1547,1547,1547,1547,4,Lung,0.25,"CXCL17,GENE55,S100P,PSCA,COX5A,TXN,AGR2,GENE77,FAM3D,GABRP,CLIC1,WFDC2",Goblet,goblet cell,CL:0000160,Alveolar macrophages,CL:0000583,Pulmonary Neuroendocrine Cells,CL:1000223,Glandular Cells,10. Epithelial cells,CL:0000150,CL:0000066,glandular epithelial cell,epithelial cell,alveolar macrophage,lung neuroendocrine cell,-1,1,-1,-1
1548,1548,1548,1548,1548,4,Lung,0.25,"TFF3,GENE22,TMPRSS11E,PHGR1,BSND,GENE66,FOXI1,HEPACAM2,ATP6V1B1,STAC2,MFSD6L,ASCL3",Ionocyte,ionocyte,CL:0005006,Club cells,CL:0000158,Mucous Cells,CL:0000319,Salivary Gland Cells,11. Epithelial cells,CL:0009005,CL:0000066,salivary gland cell,epithelial cell,club cell,mucus secreting cell,-1,1,-1,-1
1549,1549,1549,1549,1549,4,Lung,0.25,"GENE82,PCSK1N,EGR1,GENE61,FAM46A,PRDX2,CHGA,SEC11C,SCGN,CPE,BEX1,NENF",Neuroendocrine,neuroendocrine cell,CL:0000165,Fibroblasts,CL:0000057,Club Cells,CL:0000158,Neuroendocrine Cells,12. Endocrine cells,CL:0000165,CL:0000163,neuroendocrine cell,endocrine cell,fibroblast,club cell,0,1,-1,-1
1550,1550,1550,1550,1550,4,Lung,0.25,"TCN1,LPO,PHB,LYZ,GENE54,GENE12,TESC,ZG16B,PRR4,PRB3,PRH2,PRB4",Serous,serous secreting cell,CL:0000313,Mucous cells,CL:0000319,Alveolar epithelial cells,CL:0000322,Salivary Gland Cells,13. Salivary gland cells,CL:0009005,CL:0009005,salivary gland cell,salivary gland cell,mucus secreting cell,pulmonary alveolar epithelial cell,-1,-1,-1,-1
1551,1551,1551,1551,1551,4,Lung,0.25,"C1QB,LYZ,FCER1G,C1QA,LAPTM5,AIF1,GENE85,C1QC,HLA-DRB1,GENE75,CTSZ,CTSL",Macrophages,macrophage,CL:0000235,Macrophages,CL:0000235,Macrophages,CL:0000235,Monocytes,14. Macrophages,CL:0000576,CL:0000235,monocyte,macrophage,macrophage,macrophage,1,0,0,0
1552,1552,1552,1552,1552,4,Lung,0.25,"GENE21,GNLY,GZMB,GENE52,CTSW,CST7,CD7,CCL5,NKG7,GZMA,CCL4,PRF1",Innate lymphoid cell NK,natural killer cell,CL:0000623,Natural Killer (NK) cells,CL:0000623,Cytotoxic T cells,CL:0000910,Cytotoxic T Cells,15. Natural killer cells,CL:0000910,CL:0000623,cytotoxic t cell,natural killer cell,natural killer cell,cytotoxic t cell,-1,0,0,-1
1553,1553,1553,1553,1553,4,Lung,0.25,"GENE82,S100A14,SLC34A2,CYB5A,SLC39A8,SFTA2,GENE37,SFTPD,NAPSA,MUC1,SFTA3,PEBP4",AT2,type II pneumocyte,CL:0002063,Epithelial cells,CL:0000066,Type 2 alveolar cells,CL:0002063,Alveolar Type II Cells,16. Alveolar cells,CL:0002063,CL:0000583,pulmonary alveolar type 2 cell,alveolar macrophage,epithelial cell,pulmonary alveolar type 2 cell,0,-1,3,0
1554,1554,1554,1554,1554,4,Lung,0.25,"GENE58,CLEC14A,ACKR1,MGP,RAMP3,RAMP2,IGFBP7,VWF,GNG11,GENE6,PECAM1,SPARCL1",EC venous,vein endothelial cell,CL:0002543,Endothelial cells,CL:0000115,Endothelial cells,CL:0000115,Endothelial Cells,17. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,endothelial cell,3,3,3,3
1555,1555,1555,1555,1555,4,Lung,0.25,"CD2,GENE26,CD3D,IL32,CD69,CCL5,TRAC,CXCR4,CD3E,TRBC2,GENE99,CORO1A",T cell lineage,T cell,CL:0000084,T cells,CL:0000084,CD4+ T cells and Th17 cells,CL:0000899,T Cells,18. T cells,CL:0000084,CL:0000084,t cell,t cell,t cell,T-helper 17 cell,0,0,0,-1
1556,1556,1556,1556,1556,4,Lung,0.25,"CLEC14A,TM4SF1,CLDN5,GENE68,GENE80,IFI27,SOX17,A2M,CRIP2,PECAM1,SPARCL1,GIMAP7",EC arterial,endothelial cell of artery,CL:1000413,Endothelial cells,CL:0000115,Fibroblasts,CL:0000057,Endothelial Cells,19. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,fibroblast,3,3,3,7
1557,1557,1557,1557,1557,4,Lung,0.25,"CALD1,LUM,C1S,BGN,MGP,IGFBP7,GENE5,COL6A1,DCN,COL1A2,GENE28,SPARC",Fibroblasts,fibroblast,CL:0000057,Fibroblasts,CL:0000057,Clara cells,CL:0000158,Fibroblasts,20. Fibroblasts,CL:0000057,CL:0000057,fibroblast,fibroblast,fibroblast,club cell,0,0,0,-1
1558,1558,1558,1558,1558,4,Lung,0.25,"GENE30,GENE54,AGER,EMP2,FXYD3,SFTA2,CEACAM6,ADIRF,CAV1,KRT7,HOPX,TSPAN13",AT1,type I pneumocyte,CL:0002062,Alveolar epithelial cells,CL:0000322,Surfactant-producing cells,CL:0000157,Alveolar Type II Cells,21. Lung epithelial cells,CL:0002063,CL:0000082,pulmonary alveolar type 2 cell,epithelial cell of lung,pulmonary alveolar epithelial cell,surfactant secreting cell,-1,2,1,-1
1559,1559,1559,1559,1559,4,Lung,0.25,"RP11-356K23.1,GENE52,C12orf75,GSTA1,CD24,FAM229B,GENE25,TMEM231,RP11-295M3.4,C11orf97,C5orf49,SNTN",Multiciliated lineage,multi-ciliated epithelial cell,CL:0005012,Hepatocytes,CL:0000182,Immune cells including T cells and B cells,CL:0002125,Neurons,22. Epithelial cells,CL:0000540,CL:0000066,neuron,epithelial cell,hepatocyte,CD27-negative gamma-delta T cell,11,2,-1,-1
1560,1560,1560,1560,1560,4,Lung,0.25,"LTB,MS4A1,IGHA1,GENE18,IGLC2,CD79A,TSC22D3,IGKC,GENE64,CORO1A,CD37,ISG20",B cell lineage,B cell,CL:0000236,B cell,CL:0000236,Lymphocytes,CL:0000542,B Cells,23. B cells,CL:0000236,CL:0000236,b cell,b cell,b cell,lymphocyte,0,0,0,2
