,Unnamed: 0.1,Unnamed: 0,tissue,simuround,subset,marker,manual_annotation,manual_CLname,manual_CLID,manual_broadtype,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_annotation,gpt-4o-2024-08-06_annotation,gpt-4o-mini-2024-07-18_annotation,gpt-4-0613_Clname,gpt-4-0613_CLID,gpt-4-turbo-2024-04-09_Clname,gpt-4-turbo-2024-04-09_CLID,gpt-4o-2024-08-06_Clname,gpt-4o-2024-08-06_CLID,gpt-4o-mini-2024-07-18_Clname,gpt-4o-mini-2024-07-18_CLID,gpt-4-0613_aggrement_modified,gpt-4-turbo-2024-04-09_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified,gpt-4o-mini-2024-07-18_aggrement_modified
516,516,516,Lung,2,0.25,"ABCA3,SFTPB",Alveolar Epithelial Type 2,type II pneumocyte,CL:0002063,epithelial cell,Alveolar type II cells,Alveolar Type II Cells,Alveolar Epithelial Cells Type II,Alveolar type II cells,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 2 cell,CL:0002063,fetal pre-type II pulmonary alveolar epithelial cell,CL:4040003,pulmonary alveolar type 2 cell,CL:0002063,0,0,1,0
517,517,517,Lung,2,0.25,"KIT,TPSAB1",Basophil/Mast,"basophil,mast cell","CL:0000767,CL:0000097",granulocyte,Mast cells,Mast Cells,Mast Cells,Mast cells,mast cell,CL:0000097,mast cell,CL:0000097,mast cell,CL:0000097,mast cell,CL:0000097,-1,-1,-1,-1
518,518,518,Lung,2,0.25,"FCN1,LST1",CD16+ Monocyte,,,macrophage/monocyte,Monocytes,Monocytes,Macrophages,Dendritic cells,monocyte,CL:0000576,monocyte,CL:0000576,macrophage,CL:0000235,dendritic cell,CL:0000451,-1,-1,-1,-1
519,519,519,Lung,2,0.25,"FLNB,PODXL",Capillary,,,blood vessel cell,Mesenchymal Stem Cells,Podocytes,Mesenchymal Cells,Epithelial cells,podocyte,CL:0000653,mesenchymal stem cell,CL:0000134,mesenchymal cell,CL:0008019,epithelial cell,CL:0000066,-1,-1,-1,-1
520,520,520,Lung,2,0.25,"CD8A,RPL34",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,t/nk cell,Cytotoxic T cells,Effector T Cells,Cytotoxic T cells,CD8+ T cells,effector t cell,CL:0000911,cytotoxic t cell,CL:0000910,cytotoxic t cell,CL:0000910,"CD8-positive, alpha-beta T cell",CL:0000625,-1,-1,-1,0
521,521,521,Lung,2,0.25,"KIAA1324,SFTPB",Club,club cell,CL:0000158,epithelial cell,Alveolar type II cells,Alveolar Type II Cells,Alveolar type II cells,Alveolar type II cells,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 2 cell,CL:0002063,-1,-1,-1,-1
522,522,522,Lung,2,0.25,"LTBP1,POSTN",Myofibroblast,myofibroblast cell,CL:0000186,myofibroblast cell,Fibroblasts,Fibroblasts,Fibroblasts,Fibroblasts,fibroblast,CL:0000057,fibroblast,CL:0000057,fibroblast,CL:0000057,fibroblast,CL:0000057,-1,-1,-1,-1
523,523,523,Lung,2,0.25,"IRF7,SEC61B",Plasmacytoid Dendritic,plasmacytoid dendritic cell,CL:0000784,dendritic cell,Dendritic cells,Plasmacytoid Dendritic Cells,Dendritic cells,Dendritic cells,plasmacytoid dendritic cell,CL:0000784,dendritic cell,CL:0000451,dendritic cell,CL:0000451,dendritic cell,CL:0000451,0,1,1,1
524,524,524,Lung,2,0.25,"H2AFZ,TYMS",Proliferating Macrophage,,,macrophage/monocyte,"Proliferating cells (e.g., cancer cells)",Proliferating Cells,Proliferating cells,Proliferating epithelial cells,cycling B cell,CL:4033068,multinucleate cell,CL:0000228,cycling B cell,CL:4033068,epithelial cell,CL:0000066,-1,-1,-1,-1
525,525,525,Lung,2,0.25,"BIRC5,SMC4",Proliferating NK/T,,,t/nk cell,"Proliferating cells (e.g., cancer cells)",Cancer Cells,Proliferating cells,Proliferating tumor cells,malignant cell,CL:0001064,multinucleate cell,CL:0000228,cycling B cell,CL:4033068,cycling B cell,CL:4033068,-1,-1,-1,-1
526,526,526,Lung,2,0.25,"SPRY1,ENPP2",Bronchial Vessel,,,bronchial cell,Fibroblasts or preadipocytes,Fibroblasts,Fibroblasts,"Clara cells, Goblet cells",fibroblast,CL:0000057,preadipocyte,CL:0002334,fibroblast,CL:0000057,respiratory goblet cell,CL:0002370,-1,-1,-1,-1
527,527,527,Lung,2,0.25,"SCGB3A1,MUC5B",Mucous,,,mucosal cell,Club cells,Club Cells,Club cells,Endothelial cells,club cell,CL:0000158,club cell,CL:0000158,club cell,CL:0000158,endothelial cell,CL:0000115,-1,-1,-1,-1
528,528,528,Lung,2,0.25,"VWF,PTPRB",Vein,,,blood vessel cell,Endothelial cells,Endothelial Cells,Endothelial cells,"Type I cells, Smooth muscle cells",endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,type I muscle cell,CL:0002211,-1,-1,-1,-1
529,529,529,Lung,2,0.25,"COX4I2,CALD1",Pericyte,pericyte,CL:0000669,pericyte,Smooth muscle cells,Cardiomyocytes,Vascular smooth muscle cells,Respiratory epithelial cells,fetal cardiomyocyte,CL:0002495,smooth muscle cell,CL:0000192,vascular associated smooth muscle cell,CL:0000359,respiratory epithelial cell,CL:0002368,-1,-1,-1,-1
530,530,530,Lung,2,0.25,"DSTN,CNN1",Smooth Muscle,smooth muscle cell,CL:0000192,muscle cell,Smooth Muscle Cells,Smooth muscle cells,Smooth Muscle,Smooth muscle cells,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,0,0,0,0
531,531,531,Lung,2,0.25,"ARGLU1,EFNB2",Artery,,,blood vessel cell,Endothelial Cells,Endothelial cells,Endothelial,Endothelial cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,-1,-1,-1,-1
532,532,532,Lung,2,0.25,"EDNRB,EMCN",Capillary Aerocyte,,,epithelial cell,Endothelial Cells,Endothelial cells,Endothelial,Endothelial cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,-1,-1,-1,-1
533,533,533,Lung,2,0.25,"SH3BP5,SRSF11",Capillary Intermediate,,,blood vessel cell,Neurons,Neuronal cells,Epithelial,Fibroblasts,neuronal receptor cell,CL:0000006,neuron,CL:0000540,epithelial cell,CL:0000066,fibroblast,CL:0000057,-1,-1,-1,-1
534,534,534,Lung,2,0.25,"FGF7,STEAP1",Lipofibroblast,alveolar type 1 fibroblast cell,CL:4028004,fibroblast,Prostate Epithelial Cells,Prostate epithelial cells,Epithelial,Fibroblasts,epithelial cell of prostate,CL:0002231,epithelial cell of prostate,CL:0002231,epithelial cell,CL:0000066,fibroblast,CL:0000057,-1,-1,6,2
535,535,535,Lung,2,0.25,"C3,MGARP",Mesothelial,mesothelial cell,CL:0000077,epithelial cell,Macrophages,Monocytes/macrophages,Macrophages,Macrophages,macrophage,CL:0000235,macrophage,CL:0000235,macrophage,CL:0000235,macrophage,CL:0000235,-1,-1,-1,-1
536,536,536,Lung,2,0.25,"TUBB1,ITGA2B",Platelet/Megakaryocyte,"platelet,megakaryocyte","CL:0000233,CL:0000556","platelet,megakaryocyte",Megakaryocytes,Megakaryocytes,Megakaryocyte,T cells,megakaryocyte,CL:0000556,megakaryocyte,CL:0000556,megakaryocyte,CL:0000556,t cell,CL:0000084,-1,-1,-1,-1
537,537,537,Lung,2,0.25,"CCL5,GNLY",Natural Killer T,,,t/nk cell,Cytotoxic T cells,Cytotoxic T cells,NK Cells,Epithelial cells,cytotoxic t cell,CL:0000910,cytotoxic t cell,CL:0000910,natural killer cell,CL:0000623,epithelial cell,CL:0000066,-1,-1,-1,-1
538,538,538,Lung,2,0.25,"CST5,RAMP1",Fibromyocyte,,,muscle cell,Endothelial Cells of Choroid Plexus,Pituitary gland cells,Neuroendocrine Cells,Epithelial cells,pituitary gland cell,CL:2000004,fibroblast of choroid plexus,CL:0002549,neuroendocrine cell,CL:0000165,epithelial cell,CL:0000066,-1,-1,-1,-1
539,539,539,Lung,2,0.25,"WFDC2,GABRP",Goblet,goblet cell,CL:0000160,epithelial cell,Epithelial Cells,Ovarian cancer cells,Epithelial,Neuroendocrine cells,ovarian surface epithelial cell,CL:2000064,epithelial cell,CL:0000066,epithelial cell,CL:0000066,neuroendocrine cell,CL:0000165,-1,1,1,-1
540,540,540,Lung,2,0.25,"TFF3,PHGR1",Ionocyte,ionocyte,CL:0005006,epithelial cell,Epithelial Cells,Goblet cells,Club Cell,"Clara cells, Club cells",goblet cell,CL:0000160,epithelial cell,CL:0000066,club cell,CL:0000158,club cell,CL:0000158,-1,1,-1,-1
541,541,541,Lung,2,0.25,"EGR1,SCGN",Neuroendocrine,neuroendocrine cell,CL:0000165,epithelial cell,Neurons,Neuronal cells,Neuroendocrine Cell,Neuroendocrine cells,neuronal receptor cell,CL:0000006,neuron,CL:0000540,neuroendocrine cell,CL:0000165,neuroendocrine cell,CL:0000165,-1,2,0,0
542,542,542,Lung,2,0.25,"PRB3,PRR4",Serous,serous secreting cell,CL:0000313,secretory cell,Salivary Gland Duct Cells,Salivary gland cells,Mucous Cell,Goblet cells,salivary gland cell,CL:0009005,intercalated cell of salivary gland,CL:4052048,mucus secreting cell,CL:0000319,goblet cell,CL:0000160,-1,-1,-1,-1
543,543,543,Lung,2,0.25,"C1QA,FCER1G",Macrophages,macrophage,CL:0000235,macrophage/monocyte,Macrophages,Monocytes/macrophages,Alveolar Macrophage,"Macrophages, Mast cells",macrophage,CL:0000235,macrophage,CL:0000235,alveolar macrophage,CL:0000583,mast cell,CL:0000097,0,0,-1,-1
544,544,544,Lung,2,0.25,"CCL5,CD7",Innate lymphoid cell NK,natural killer cell,CL:0000623,t/nk cell,T cells,T cells,Cytotoxic T Cell,T cells,t cell,CL:0000084,t cell,CL:0000084,cytotoxic t cell,CL:0000910,t cell,CL:0000084,-1,-1,-1,-1
545,545,545,Lung,2,0.25,"SLC34A2,S100A14",AT2,type II pneumocyte,CL:0002063,epithelial cell,Alveolar Epithelial Type II Cells,Lung epithelial cells,Type II Alveolar Cell,Alveolar type II cells,epithelial cell of lung,CL:0000082,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 2 cell,CL:0002063,2,0,0,0
546,546,546,Lung,2,0.25,"VWF,SPARCL1",EC venous,vein endothelial cell,CL:0002543,endothelial cell,Endothelial Cells,Endothelial cells,Pulmonary Endothelial Cell,Endothelial cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,pulmonary artery endothelial cell,CL:1001568,endothelial cell,CL:0000115,3,3,-1,3
547,547,547,Lung,2,0.25,"TRBC2,CD3D",T cell lineage,T cell,CL:0000084,t/nk cell,T cells,T cells,T Cell,T cells,t cell,CL:0000084,t cell,CL:0000084,t cell,CL:0000084,t cell,CL:0000084,0,0,0,0
548,548,548,Lung,2,0.25,"GIMAP7,A2M",EC arterial,endothelial cell of artery,CL:1000413,endothelial cell,Macrophages,Lymphocytes,B Cell,"B cells, Plasma cells",lymphocyte,CL:0000542,macrophage,CL:0000235,b cell,CL:0000236,plasma cell,CL:0000786,-1,-1,-1,-1
549,549,549,Lung,2,0.25,"CALD1,C1S",Fibroblasts,fibroblast,CL:0000057,fibroblast,Fibroblasts,Fibroblasts/Smooth muscle cells,Fibroblast,"Smooth muscle cells, Fibroblasts",smooth muscle cell,CL:0000192,fibroblast,CL:0000057,fibroblast,CL:0000057,muscle fibroblast,CL:1001609,-1,0,0,-1
550,550,550,Lung,2,0.25,"CEACAM6,CAV1",AT1,type I pneumocyte,CL:0002062,epithelial cell,Epithelial Cells,Epithelial cells,Epithelial cells,"Type II alveolar cells, Tumor cells",epithelial cell,CL:0000066,epithelial cell,CL:0000066,epithelial cell,CL:0000066,pulmonary alveolar type 2 cell,CL:0002063,3,3,3,-1
551,551,551,Lung,2,0.25,"GSTA1,RP11-356K23.1",Multiciliated lineage,multi-ciliated epithelial cell,CL:0005012,epithelial cell,Hepatocytes,Hepatocytes,Club cells,"Clara cells, Type II alveolar cells",hepatocyte,CL:0000182,hepatocyte,CL:0000182,club cell,CL:0000158,pulmonary alveolar type 2 cell,CL:0002063,-1,-1,-1,-1
552,552,552,Lung,2,0.25,"CD79A,MS4A1",B cell lineage,B cell,CL:0000236,b cell,B cells,B cells,B cells,"B cells, Plasmablasts",b cell,CL:0000236,b cell,CL:0000236,b cell,CL:0000236,plasmablast,CL:0000980,0,0,0,-1
553,553,553,Lung,2,0.25,"TACSTD2,CP",Secretory,secretory cell,CL:0000151,secretory cell,Epithelial Cells,Breast cancer cells,Epithelial cells,"Carcinoma cells, Epithelial cells",adipocyte of breast,CL:0002617,epithelial cell,CL:0000066,epithelial cell,CL:0000066,nasopharyngeal epithelial cell,CL:1001573,-1,12,12,-1
554,554,554,Lung,2,0.25,"COTL1,S100A8",Monocytes,monocyte,CL:0000576,macrophage/monocyte,Granulocytes,Neutrophils,Neutrophils,"Neutrophils, Macrophages",neutrophil,CL:0000775,granulocyte,CL:0000094,neutrophil,CL:0000775,macrophage,CL:0000235,-1,6,-1,2
555,555,555,Lung,2,0.25,"AZGP1,LTF",Submucosal Secretory,,,secretory cell,Adipocyte,"Breast epithelial cell, Myoepithelial cell",Epithelial cells,"Alveolar macrophages, Lung epithelial cells",myoepithelial cell,CL:0000185,adipocyte,CL:0000136,epithelial cell,CL:0000066,pulmonary alveolar epithelial cell,CL:0000322,-1,-1,-1,-1
556,556,556,Lung,2,0.25,"CDH5,TM4SF1",EC capillary,capillary endothelial cell,CL:0002144,endothelial cell,Endothelial cell,Endothelial cell,Endothelial cells,"Endothelial cells, Vascular cells",endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,colon endothelial cell,CL:1001572,2,2,2,-1
557,557,557,Lung,2,0.25,"CCL21,MMRN1",Lymphatic EC mature,,,endothelial cell,Lymphatic endothelial cell,Follicular dendritic cell,Lymphatic endothelial cells,"Dendritic cells, Fibroblasts",follicular dendritic cell,CL:0000442,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell of lymphatic vessel,CL:0002138,subepithelial intestinal fibroblast,CL:4052007,-1,-1,-1,-1
558,558,558,Lung,2,0.25,"GNG11,TFF3",Lymphatic EC differentiating,,,endothelial cell,Enterocyte,Goblet Cell,Endothelial cells,"Neuroendocrine cells, Goblet cells",goblet cell,CL:0000160,enterocyte,CL:0000584,endothelial cell,CL:0000115,respiratory goblet cell,CL:0002370,-1,-1,-1,-1
559,559,559,Lung,2,0.25,"HLA-DPB1,HLA-DRB1",Dendritic cells,dendritic cell,CL:0000451,dendritic cell,Antigen-presenting cell,"Dendritic cell, B cell",Dendritic cells,"Antigen presenting cells, T cells",dendritic cell,CL:0000451,professional antigen presenting cell,CL:0000145,dendritic cell,CL:0000451,professional antigen presenting cell,CL:0000145,0,1,0,1
560,560,560,Lung,2,0.25,"IGFBP5,CALD1",Myofibroblasts,myofibroblast cell,CL:0000186,myofibroblast cell,Fibroblast,"Fibroblast, Myofibroblast",Fibroblast,Fibroblasts,pulmonary interstitial fibroblast,CL:0002241,fibroblast,CL:0000057,fibroblast,CL:0000057,fibroblast,CL:0000057,-1,-1,-1,-1
561,561,561,Lung,2,0.25,"CPA3,MS4A2",Mast cells,mast cell,CL:0000097,granulocyte,Mast cell,Mast cell,Mast cell,Mast cells,mast cell,CL:0000097,mast cell,CL:0000097,mast cell,CL:0000097,mast cell,CL:0000097,0,0,0,0
562,562,562,Lung,2,0.25,"FLNA,TPM2",Fibromyocytes,,,muscle cell,Muscle cell,"Smooth muscle cell, Myofibroblast",Smooth muscle cell,Smooth muscle cells,myofibroblast cell,CL:0000186,muscle cell,CL:0000187,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,-1,-1,-1,-1
563,563,563,Lung,2,0.25,"MARCKS,HMGN2",Lymphatic EC proliferating,,,endothelial cell,Neuron,Neurons,Epithelial cell,Alveolar epithelial cells,neuron,CL:0000540,neuron,CL:0000540,epithelial cell,CL:0000066,pulmonary alveolar epithelial cell,CL:0000322,-1,-1,-1,-1
564,564,564,Lung,2,0.25,"PKHD1L1,ST6GALNAC3",Endothelial cell (lymphatic),endothelial cell of lymphatic vessel,CL:0002138,endothelial cell,Cholangiocyte,Kidney cell,Ciliated cell,Ciliated epithelial cells,kidney cell,CL:1000497,cholangiocyte,CL:1000488,ciliated cell,CL:0000064,ciliated epithelial cell,CL:0000067,-1,-1,-1,-1
565,565,565,Lung,2,0.25,"LMO7,LAMA3",Epithelial cell (alveolar type I),type I pneumocyte,CL:0002062,epithelial cell,Epithelial cell,Epidermal cell,Basal cell,Basal cells,epidermal cell,CL:0000362,epithelial cell,CL:0000066,basal cell,CL:0000646,basal cell,CL:0000646,-1,3,-1,-1
566,566,566,Lung,2,0.25,"AUTS2,ZNF385B",Epithelial cell (alveolar type II),type II pneumocyte,CL:0002063,epithelial cell,Neuronal cell,Neurons,Neuroendocrine cell,Neuronal cells,neuron,CL:0000540,neuronal receptor cell,CL:0000006,neuroendocrine cell,CL:0000165,neuronal receptor cell,CL:0000006,9,-1,-1,-1
567,567,567,Lung,2,0.25,"CACHD1,TP63",Epithelial cell (basal),basal cell,CL:0000646,stem cell,Basal cell,Epithelial cell,Basal cell,Pseudostratified columnar epithelial cells,epithelial cell,CL:0000066,basal cell,CL:0000646,basal cell,CL:0000646,columnar/cuboidal epithelial cell,CL:0000075,17,0,0,-1
568,568,568,Lung,2,0.25,"DNAH7,DNAH12",Epithelial cell (ciliated),ciliated epithelial cell,CL:0000067,epithelial cell,Ciliated epithelial cell,Ciliated cell,Ciliated cell,Ciliated epithelial cells,ciliated cell,CL:0000064,ciliated epithelial cell,CL:0000067,ciliated cell,CL:0000064,ciliated epithelial cell,CL:0000067,1,0,1,0
569,569,569,Lung,2,0.25,"KIAA1324,SFTPB",Epithelial cell (club),club cell,CL:0000158,epithelial cell,Alveolar type II cell,Alveolar type II cell,Alveolar Type II cell,Type II alveolar cells,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 2 cell,CL:0002063,-1,-1,-1,-1
570,570,570,Lung,2,0.25,"ST6GAL1,MEF2C",Immune (B cell),B cell,CL:0000236,b cell,Hematopoietic stem cell,B cell,Epithelial cell,Bronchial epithelial cells,b cell,CL:0000236,hematopoietic stem cell,CL:0000037,epithelial cell,CL:0000066,bronchial epithelial cell,CL:0002328,0,5,13,-1
571,571,571,Lung,2,0.25,"CD247,PRKCH",Immune (NK cell),natural killer cell,CL:0000623,t/nk cell,T cell,T cell,T cell,T lymphocytes,t cell,CL:0000084,t cell,CL:0000084,t cell,CL:0000084,T cell,CL:0000084,-1,-1,-1,-1
572,572,572,Lung,2,0.25,"PARP8,BCL2",Immune (T cell),T cell,CL:0000084,t/nk cell,Apoptotic cell,B cell,Basal cell,Epithelial cells,b cell,CL:0000236,apoptotic cell clearance,GO:0043277,basal cell,CL:0000646,epithelial cell,CL:0000066,-1,-1,-1,12
573,573,573,Lung,2,0.25,"ZEB2,SLC11A1",Immune (alveolar macrophage),alveolar macrophage,CL:0000583,macrophage/monocyte,Dendritic cell,Dendritic cell,Macrophage,Mesenchymal cells,dendritic cell,CL:0000451,dendritic cell,CL:0000451,macrophage,CL:0000235,mesenchymal cell,CL:0008019,6,6,2,8
574,574,574,Lung,2,0.25,"SYTL3,FER",Immune (mast cell),mast cell,CL:0000097,granulocyte,Synaptic vesicle,Platelet,Endothelial cell,Neuronal cells,platelet,CL:0000233,synaptic vesicle exocytosis,GO:0016079,endothelial cell,CL:0000115,neuronal receptor cell,CL:0000006,-1,-1,-1,-1
575,575,575,Lung,2,0.25,"CACNA1C,CALD1",Pericyte/SMC,"pericyte,smooth muscle cell","CL:0000669,CL:0000192","pericyte,muscle cell",Cardiomyocyte,Cardiomyocyte,Smooth muscle cell,Smooth muscle cells,fetal cardiomyocyte,CL:0002495,fetal cardiomyocyte,CL:0002495,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,-1,-1,-1,-1
576,576,576,Lung,2,0.25,"EGFL7,LDB2",Endothelial cell (vascular),endothelial cell of vascular tree,CL:0002139,endothelial cell,Endothelial progenitor cell,Endothelial cell,Endothelial cell,Endothelial cells,endothelial cell,CL:0000115,adult endothelial progenitor cell,CL:0002619,endothelial cell,CL:0000115,endothelial cell,CL:0000115,1,-1,1,1
577,577,577,Lung,2,0.25,"PLEKHH2,PLXDC2",Fibroblast,fibroblast,CL:0000057,fibroblast,Endothelial cell,Pericyte,Mesothelial cell,Inflammatory cells,pericyte,CL:0000669,endothelial cell,CL:0000115,mesothelial cell,CL:0000077,inflammatory cell,CL:0009002,-1,-1,-1,-1
578,578,578,Lung,2,0.25,"SRGN,FKBP5",Immune (DC/macrophage),"dendritic cell,macrophage","CL:0000451,CL:0000235","dendritic cell,macrophage/monocyte",Immature dendritic cell,Macrophage,Dendritic cell,Fibroblasts,macrophage,CL:0000235,immature conventional dendritic cell,CL:0000840,dendritic cell,CL:0000451,fibroblast,CL:0000057,-1,-1,-1,-1
