,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,tissue,simuround,subset,marker,manual_annotation,manual_CLname,manual_CLID,manual_broadtype,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_annotation,gpt-4o-2024-08-06_annotation,gpt-4o-mini-2024-07-18_annotation,gpt-4o-2024-08-06_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified_new,gpt-4o-mini-2024-07-18_aggrement_modified,gpt-4o-mini-2024-07-18_aggrement_modified_new,gpt-4-0613_aggrement_modified,gpt-4-0613_aggrement_modified_new,gpt-4-turbo-2024-04-09_aggrement_modified,gpt-4-turbo-2024-04-09_aggrement_modified_new
13,513,513,513,513,Lung,2,0.25,"ACP5,SLCO2B1",Macrophage,macrophage,CL:0000235,macrophage/monocyte,Macrophage,"Signaling Alveolar Epithelial Type 2, Alveolar Fibroblast, Lipofibroblast, Macrophage, Proliferating Macrophage, TREM2+ Dendritic, Lymphatic, Macrophage, IGSF21+ Dendritic, EREG+ Dendritic",Macrophage,"Macrophage, IGSF21+ Dendritic, EREG+ Dendritic",0,1.0000,4,0.5000,-1,0.7143,0,1.0000
14,514,514,514,514,Lung,2,0.25,"KLRF1,PRF1",Natural Killer,natural killer cell,CL:0000623,t/nk cell,Natural Killer,"CD8+ Naive T, Natural Killer, Proliferating NK/T, CD8+ Memory/Effector T, Natural Killer T, Natural Killer",Natural Killer,"CD8+ Naive T, Natural Killer, Proliferating NK/T",0,1.0000,-1,0.4545,0,1.0000,0,1.0000
15,515,515,515,515,Lung,2,0.25,"XBP1,POU2AF1",Plasma,plasma cell,CL:0000786,b cell,Plasma,"Goblet, Mucous, Serous, Alveolar Epithelial Type 2, Vein, Lymphatic, Adventitial Fibroblast, Lipofibroblast, Plasma, Natural Killer, Plasmacytoid Dendritic, OLR1+ Classical Monocyte, B, Plasma",Plasma,"Plasma, B",0,1.0000,0,1.0000,-1,0.1818,0,1.0000
16,516,516,516,516,Lung,2,0.25,"ABCA3,SFTPB",Alveolar Epithelial Type 2,type II pneumocyte,CL:0002063,epithelial cell,Alveolar Epithelial Type 2,"Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Club, Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Plasma, Platelet/Megakaryocyte",Alveolar Epithelial Type 2,"Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2",0,1.0000,0,1.0000,1,0.8333,0,1.0000
17,517,517,517,517,Lung,2,0.25,"KIT,TPSAB1",Basophil/Mast,"basophil,mast cell","CL:0000767,CL:0000097",granulocyte,Basophil/Mast,"Ionocyte, Basophil/Mast 1, Basophil/Mast 2, Bronchial Vessel 2, Basophil/Mast 1, Basophil/Mast 2",Basophil/Mast,"Ionocyte, Basophil/Mast 1",0,1.0000,0,1.0000,0,1.0000,0,1.0000
18,518,518,518,518,Lung,2,0.25,"FCN1,LST1",CD16+ Monocyte,,,macrophage/monocyte,Classical Monocyte,"EREG+ Dendritic, Classical Monocyte, OLR1+ Classical Monocyte, Nonclassical Monocyte, Intermediate Monocyte, Myeloid Dendritic Type 2, EREG+ Dendritic, Classical Monocyte, OLR1+ Classical Monocyte, Nonclassical Monocyte, Intermediate Monocyte",Classical Monocyte,"Classical Monocyte, OLR1+ Classical Monocyte, Intermediate Monocyte, EREG+ Dendritic",3,0.5714,3,0.5714,3,0.5714,3,0.5714
19,519,519,519,519,Lung,2,0.25,"FLNB,PODXL",Capillary,,,blood vessel cell,Mesothelial,"Ciliated, Neuroendocrine, Alveolar Epithelial Type 1, Artery, Vein, Mesothelial, Plasmacytoid Dendritic, Goblet, Capillary, Mesothelial",Alveolar Epithelial Type 1,"Mesothelial, Goblet",-1,-1,-1,-1,-1,-1,-1,-1
20,520,520,520,520,Lung,2,0.25,"CD8A,RPL34",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,t/nk cell,CD8+ Naive T,"Alveolar Fibroblast, CD8+ Memory/Effector T, CD8+ Naive T, Natural Killer T, Club, Basal, Proximal Basal, Differentiating Basal, Signaling Alveolar Epithelial Type 2, Capillary Intermediate 2, Bronchial Vessel 1, Lymphatic, Airway Smooth Muscle, Lipofibroblast, Mesothelial, B, CD4+ Naive T, Basophil/Mast 1, Basophil/Mast 2",Alveolar Fibroblast,"CD8+ Memory/Effector T, Alveolar Fibroblast, Basal",-1,0.1667,-1,0.7500,-1,0.7000,-1,0.7000
21,521,521,521,521,Lung,2,0.25,"KIAA1324,SFTPB",Club,club cell,CL:0000158,epithelial cell,Club,"Club, Differentiating Basal, Goblet, Serous, Ionocyte, Neuroendocrine, Signaling Alveolar Epithelial Type 2, Club, Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Plasma, Platelet/Megakaryocyte",Club,"Club, Alveolar Epithelial Type 2",0,1.0000,-1,0.5455,-1,0.6000,0,1.0000
22,522,522,522,522,Lung,2,0.25,"LTBP1,POSTN",Myofibroblast,myofibroblast cell,CL:0000186,myofibroblast cell,Myofibroblast,"Artery, Vein, Myofibroblast, Fibromyocyte, Platelet/Megakaryocyte, Proximal Basal, Proliferating Basal, Ionocyte, Bronchial Vessel 1, Myofibroblast",Myofibroblast,"Artery, Vein, Myofibroblast",0,1.0000,0,1.0000,0,1.0000,0,1.0000
23,523,523,523,523,Lung,2,0.25,"IRF7,SEC61B",Plasmacytoid Dendritic,plasmacytoid dendritic cell,CL:0000784,dendritic cell,Plasmacytoid Dendritic,"Ciliated, Bronchial Vessel 2, Plasmacytoid Dendritic, OLR1+ Classical Monocyte, Serous, Lymphatic, Mesothelial, Plasma, Plasmacytoid Dendritic, Myeloid Dendritic Type 1, OLR1+ Classical Monocyte",Plasmacytoid Dendritic,"Ciliated, Plasma, Lymphatic, Plasmacytoid Dendritic",0,1.0000,0,1.0000,0,1.0000,0,1.0000
24,524,524,524,524,Lung,2,0.25,"H2AFZ,TYMS",Proliferating Macrophage,,,macrophage/monocyte,Proliferating Basal,"Proximal Basal, Differentiating Basal, Proliferating Basal, Goblet, Ionocyte, Neuroendocrine, Bronchial Vessel 2, Airway Smooth Muscle, Fibromyocyte, Proliferating NK/T, Proliferating Macrophage, Proliferating Basal, Signaling Alveolar Epithelial Type 2, Lipofibroblast, Proliferating NK/T, Proliferating Macrophage",Proliferating Basal,"Proliferating Basal, Lipofibroblast, Neuroendocrine",-1,0.2222,-1,0.2222,-1,-1,-1,0.2222
25,525,525,525,525,Lung,2,0.25,"BIRC5,SMC4",Proliferating NK/T,,,t/nk cell,Proliferating Macrophage,"Proliferating Basal, Proliferating NK/T, Proliferating Macrophage, Proliferating Basal, Signaling Alveolar Epithelial Type 2, Proliferating NK/T, Proliferating Macrophage",Proliferating NK/T,"Proliferating Basal, Proliferating NK/T, Proliferating Macrophage",0,1.0000,-1,-1,-1,-1,-1,0.3333
26,526,526,526,526,Lung,2,0.25,"SPRY1,ENPP2",Bronchial Vessel,,,bronchial cell,Bronchial Vessel 1,"Proximal Basal, Proliferating Basal, Bronchial Vessel 1, Bronchial Vessel 2, Pericyte, Artery, Bronchial Vessel 1, Bronchial Vessel 2, Myofibroblast, Alveolar Fibroblast, Plasmacytoid Dendritic, IGSF21+ Dendritic",Bronchial Vessel 1,"Mucous, Goblet, Natural Killer",0,1.0000,-1,0.1667,-1,-1,0,1.0000
27,527,527,527,527,Lung,2,0.25,"SCGB3A1,MUC5B",Mucous,,,mucosal cell,Mucous,"Mucous, Serous, Capillary, Capillary Intermediate 1, Capillary Intermediate 2, Pericyte, Natural Killer, Proliferating NK/T, Basophil/Mast 1, Platelet/Megakaryocyte, Macrophage, Proliferating Macrophage, IGSF21+ Dendritic, Goblet, Mucous",Mucous,"Vein, Artery",<generator object all_pairs_shortest_path_length at 0x161472540>,-1,"{'CL:0002543': 0, 'CL:0002618': 1, 'CL:0009094': 1, 'CL:1001036': 1, 'CL:1001220': 1, 'CL:1001223': 1, 'CL:2000076': 1, 'CL:4033008': 1, 'CL:4033061': 1, 'CL:4047011': 1, 'GO:0060843': 1, 'CL:1001126': 2, 'CL:1001127': 2, 'CL:1001131': 2, 'CL:1001285': 2, 'CL:1001209': 3, 'CL:1001286': 3, 'CL:1001210': 3, 'CL:1001287': 3}",-1,"{'CL:4033076': 0, 'CL:4033077': 1}",-1,<generator object all_pairs_shortest_path_length at 0x160e56d40>,-1
28,528,528,528,528,Lung,2,0.25,"VWF,PTPRB",Vein,,,blood vessel cell,Vein,"Vein, Artery, Vein, Capillary",Vein,"Vascular Smooth Muscle, Pericyte, Basal",0,-1,-1,-1,-1,-1,0,-1
29,529,529,529,529,Lung,2,0.25,"COX4I2,CALD1",Pericyte,pericyte,CL:0000669,pericyte,Pericyte,"Vascular Smooth Muscle, Pericyte, Basal, Proliferating Basal, Neuroendocrine, Vascular Smooth Muscle, Pericyte, Platelet/Megakaryocyte",Pericyte,"Pericyte, Vascular Smooth Muscle",0,1.0000,-1,0.2857,-1,0.2857,0,1.0000
30,530,530,530,530,Lung,2,0.25,"DSTN,CNN1",Smooth Muscle,smooth muscle cell,CL:0000192,muscle cell,"Airway Smooth Muscle, Vascular Smooth Muscle","Airway Smooth Muscle, Vascular Smooth Muscle, Fibromyocyte",Fibromyocyte,Airway Smooth Muscle,"{'CL:0000192': 0, 'CL:0008000': 1, 'CL:0008007': 1, 'CL:0000514': 1, 'CL:0000187': 2, 'UBERON:8600004': 2, 'CL:0000056': 2, 'BFO:0000002': 3, 'CL:0000183': 3, 'CL:0000255': 3, 'CL:0000393': 3, 'UBERON:0002385': 3, 'CL:0000680': 3, 'CL:0000000': 4, 'NCBITaxon:2759': 4, 'CL:0000211': 4, 'UBERON:0000479': 4, 'UBERON:0004120': 4, 'GO:0006936': 4, 'UBERON:0001015': 4, 'NCBITaxon:6072': 4, 'CL:0000055': 4, 'CL:0000222': 4, 'UBERON:0000061': 5, 'GO:0005634': 5, 'NCBITaxon:131567': 5, 'UBERON:0010000': 5, 'GO:0031012': 5, 'UBERON:0000468': 5, 'UBERON:0000926': 5, 'BFO:0000003': 5, 'GO:0003012': 5, 'UBERON:0011216': 5, 'UBERON:0000383': 5, 'UBERON:0001630': 5, 'NCBITaxon:33208': 5, 'CL:0011115': 5, 'CL:0002321': 5, 'BFO:0000004': 6, 'UBERON:0000465': 6, 'UBERON:0000106': 6, 'UBERON:0000071': 6, 'GO:0043231': 6, 'NCBITaxon:1': 6, 'PATO:0001993': 6, 'GO:0030312': 6, 'UBERON:0000923': 6, 'UBERON:0006603': 6, 'GO:0003008': 6, 'UBERON:0000467': 6, 'UBERON:0000062': 6, 'UBERON:0005090': 6, 'NCBITaxon:33154': 6, 'GO:0030154': 6, 'BFO:0000040': 7, 'UBERON:0001062': 7, 'UBERON:0000105': 7, 'UBERON:0000068': 7, 'UBERON:0000104': 7, 'GO:0043227': 7, 'GO:0043229': 7, 'PATO:0001992': 7, 'GO:0110165': 7, 'GO:0071944': 7, 'UBERON:0010316': 7, 'UBERON:0006598': 7, 'UBERON:0000307': 7, 'GO:0032501': 7, 'UBERON:0000111': 7, 'GO:0008150': 7, 'UBERON:0006984': 7, 'GO:0048869': 7, 'UBERON:0003942': 8, 'UBERON:0000000': 8, 'UBERON:0000066': 8, 'UBERON:0000092': 8, 'GO:0009790': 8, 'GO:0043226': 8, 'GO:0016020': 8, 'GO:0005622': 8, 'PATO:0001995': 8, 'CARO:0000000': 8, 'GO:0005575': 8, 'UBERON:0002050': 8, 'UBERON:0005291': 8, 'UBERON:0002532': 8, 'UBERON:0000922': 8, 'UBERON:0007010': 8, 'UBERON:0000108': 8, 'UBERON:0000110': 8, 'GO:0048513': 8, 'BFO:0000015': 8, 'UBERON:0010199': 8, 'GO:0009987': 8, 'GO:0032502': 8, 'UBERON:0001032': 9, 'GO:0019233': 9, 'GO:0050975': 9, 'GO:0009791': 9, 'GO:0007275': 9, 'PATO:0001241': 9, 'UBERON:0005423': 9, 'CL:0000352': 9, 'UBERON:0000107': 9, 'UBERON:0000109': 9, 'GO:0001841': 9, 'GO:0048856': 9, 'UBERON:0000466': 9, 'UBERON:0015203': 10, 'GO:0007600': 10, 'UBERON:0001016': 10, 'UBERON:0004456': 10, 'GO:0050954': 10, 'PATO:0000001': 10, 'CL:0000052': 10, 'GO:0040016': 10, 'GO:0007369': 10, 'GO:0001838': 10, 'GO:0021915': 10, 'UBERON:0001049': 10, 'BFO:0000141': 10, 'UBERON:0034923': 11, 'GO:0050877': 11, 'CL:0000540': 11, 'CL:0002319': 11, 'UBERON:0016880': 11, 'BFO:0000020': 11, 'CL:0000723': 11, 'GO:0051301': 11, 'GO:0048598': 11, 'GO:0001705': 11, 'GO:0001706': 11, 'GO:0001707': 11, 'GO:0072175': 11, 'GO:0016331': 11, 'GO:0035295': 11, 'GO:0060429': 11, 'GO:0007399': 11, 'GO:0043009': 11, 'UBERON:0003914': 11, 'UBERON:0010371': 11, 'UBERON:0016879': 11, 'UBERON:0005068': 11, 'PATO:0010001': 12, 'CL:0000404': 12, 'GO:0019226': 12, 'CL:0000031': 12, 'CL:0000034': 12, 'GO:0048103': 12, 'GO:0009653': 12, 'GO:0001704': 12, 'GO:0007398': 12, 'UBERON:0000924': 12, 'GO:0007492': 12, 'UBERON:0000925': 12, 'GO:0048332': 12, 'GO:0035148': 12, 'GO:0060562': 12, 'GO:0002009': 12, 'UBERON:0000025': 12, 'GO:0009888': 12, 'UBERON:0000483': 12, 'GO:0048731': 12, 'GO:0009792': 12, 'NCBITaxon:7711': 12, 'UBERON:0004121': 12, 'CL:0002077': 12, 'UBERON:0002346': 12, 'UBERON:0001017': 12, 'UBERON:0007135': 12, 'PATO:0000141': 13, 'GO:0001508': 13, 'GO:0007268': 13, 'GO:0007154': 13, 'NCBITaxon:7742': 13, 'GO:0017145': 13, 'GO:0048646': 13, 'CL:0000221': 13, 'UBERON:0006601': 13, 'CL:0000223': 13, 'UBERON:0006595': 13, 'GO:0048729': 13, 'GO:0007498': 13, 'GO:0035239': 13, 'UBERON:0004111': 13, 'UBERON:0013522': 13, 'PATO:0002299': 13, 'PR:000050567': 13, 'GO:0005911': 13, 'UBERON:0005769': 13, 'CL:0000066': 13, 'NCBITaxon:33511': 13, 'CL:0000133': 13, 'NCBITaxon:33213': 13, 'UBERON:0003075': 13, 'PATO:0000051': 14, 'GO:0042391': 14, 'GO:0098916': 14, 'GO:0045202': 14, 'NCBITaxon:89593': 14, 'UBERON:0013686': 14, 'UBERON:0000464': 14, 'UBERON:0000064': 14, 'UBERON:0000060': 14, 'PATO:0001873': 14, 'PATO:0002078': 14, 'PR:000000001': 14, 'GO:0070161': 14, 'UBERON:0005764': 14, 'GO:0005587': 14, 'GO:0005604': 14, 'UBERON:0002328': 14, 'UBERON:0007284': 14, 'GO:0034220': 15, 'GO:0099537': 15, 'GO:0098794': 15, 'GO:0098793': 15, 'GO:0030054': 15, 'UBERON:0002553': 15, 'UBERON:0004923': 15, 'PATO:0002007': 15, 'PATO:0000411': 15, 'PATO:0002014': 15, 'PR:000018263': 15, 'GO:0006412': 15, 'UBERON:0000476': 15, 'GO:0098642': 15, 'GO:0098651': 15, 'GO:0062023': 15, 'UBERON:0000481': 15, 'UBERON:0001555': 15, 'UBERON:0011137': 15, 'PR:000014841': 15, 'UBERON:0004880': 15, 'UBERON:0006267': 15, 'UBERON:0004734': 15, 'GO:0006811': 16, 'GO:0055085': 16, 'GO:0099536': 16, 'UBERON:0000463': 16, 'PATO:0002266': 16, 'PATO:0002006': 16, 'PATO:0000947': 16, 'CHEBI:50047': 16, 'CHEBI:33708': 16, 'GO:0009059': 16, 'GO:0019538': 16, 'GO:0006415': 16, 'GO:0006414': 16, 'CHEBI:36080': 16, 'GO:0010467': 16, 'GO:0006413': 16, 'GO:0005581': 16, 'GO:0098645': 16, 'UBERON:0001007': 16, 'UBERON:0000165': 16, 'UBERON:0007026': 16, 'UBERON:0000075': 16, 'UBERON:0000982': 16, 'UBERON:0003068': 16, 'UBERON:0000490': 16, 'UBERON:0006268': 16, 'GO:0006810': 17, 'CHEBI:24867': 17, 'GO:0007267': 17, 'PATO:0002198': 17, 'PATO:0000052': 17, 'PATO:0002318': 17, 'GO:0043170': 17, 'GO:0044249': 17, 'CHEBI:33694': 17, 'GO:0044238': 17, 'GO:0032984': 17, 'GO:0044237': 17, 'GO:0001677': 17, 'GO:0032991': 17, 'GO:0098644': 17, 'GO:0099081': 17, 'GO:0022600': 17, 'UBERON:0004921': 17, 'UBERON:0035804': 17, 'UBERON:0001434': 17, 'UBERON:0004765': 17, 'UBERON:0004905': 17, 'GO:0051234': 18, 'GO:0023052': 18, 'PATO:0001018': 18, 'GO:0008152': 18, 'GO:0009058': 18, 'GO:0022411': 18, 'GO:0043933': 18, 'GO:0022618': 18, 'GO:0044207': 18, 'GO:0099080': 18, 'PATO:0015006': 18, 'GO:0007586': 18, 'UBERON:0000930': 18, 'UBERON:0004288': 18, 'UBERON:0004770': 18, 'UBERON:0002204': 18, 'UBERON:0034921': 18, 'GO:0051179': 19, 'GO:0050789': 19, 'GO:0016043': 19, 'GO:0065003': 19, 'GO:0071826': 19, 'GO:0022613': 19, 'GO:1990904': 19, 'GO:0005737': 19, 'UBERON:0034925': 19, 'GO:0040011': 19, 'GO:0065007': 20, 'GO:0071840': 20, 'GO:0022607': 20, 'GO:0044085': 20, 'CHEBI:33697': 20}",-1,-1,-1,-1,0.8000,-1,0.8000
31,531,531,531,531,Lung,2,0.25,"ARGLU1,EFNB2",Artery,,,blood vessel cell,"Artery, Capillary","Artery, Capillary, Alveolar Fibroblast, Natural Killer",Capillary,Signaling Alveolar Epithelial Type 2,-1,-1,-1,-1,-1,-1,-1,-1
32,532,532,532,532,Lung,2,0.25,"EDNRB,EMCN",Capillary Aerocyte,,,epithelial cell,"Capillary Aerocyte, Capillary Intermediate 1","Capillary Aerocyte, Capillary Intermediate 1, Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Airway Smooth Muscle, Pericyte",Capillary Aerocyte,Capillary,0,1.0000,4,-1,0,1.0000,0,1.0000
33,533,533,533,533,Lung,2,0.25,"SH3BP5,SRSF11",Capillary Intermediate,,,blood vessel cell,"Natural Killer, Proliferating NK/T","Capillary Aerocyte, Capillary Intermediate 1, Adventitial Fibroblast, Lipofibroblast, Mesothelial, B, Natural Killer, IGSF21+ Dendritic, EREG+ Dendritic, Natural Killer T, Proliferating NK/T",Adventitial Fibroblast,Capillary Aerocyte,-1,0.2500,-1,0.2000,-1,0.3636,-1,0.3333
34,534,534,534,534,Lung,2,0.25,"FGF7,STEAP1",Lipofibroblast,alveolar type 1 fibroblast cell,CL:4028004,fibroblast,"Adventitial Fibroblast, Lipofibroblast","Adventitial Fibroblast, Alveolar Fibroblast, Lipofibroblast",Adventitial Fibroblast,Adventitial Fibroblast,-1,0.6667,-1,0.6667,-1,0.6667,-1,0.6667
35,535,535,535,535,Lung,2,0.25,"C3,MGARP",Mesothelial,mesothelial cell,CL:0000077,epithelial cell,Mesothelial,"Goblet, Mucous, Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Adventitial Fibroblast, Lipofibroblast, Mesothelial",Mesothelial,Alveolar Fibroblast,0,1.0000,-1,0.5714,-1,0.5714,0,1.0000
36,536,536,536,536,Lung,2,0.25,"TUBB1,ITGA2B",Platelet/Megakaryocyte,"platelet,megakaryocyte","CL:0000233,CL:0000556","platelet,megakaryocyte",Platelet/Megakaryocyte,Platelet/Megakaryocyte,Platelet/Megakaryocyte,Platelet/Megakaryocyte,0,1.0000,0,1.0000,0,1.0000,0,1.0000
37,537,537,537,537,Lung,2,0.25,"CCL5,GNLY",Natural Killer T,,,t/nk cell,"Natural Killer, CD8+ Naive T","CD8+ Memory/Effector T, CD8+ Naive T, CD4+ Memory/Effector T, Natural Killer T, Natural Killer, Proliferating NK/T, Platelet/Megakaryocyte",Natural Killer,CD8+ Naive T,0,1.0000,-1,0.4545,-1,0.3571,-1,0.4545
