,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,simuround,tissue,noise,marker,manual_annotation,manual_CLname,manual_CLID,gpt-4o-2024-08-06_annotation,gpt-4o-2024-08-06_CLID,gpt-4o-mini-2024-07-18_annotation,gpt-4o-mini-2024-07-18_CLID,gpt-4-0613_annotation,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_CLID,gpt-4-turbo-2024-04-09_CLID,gpt-4-0613_Clname,gpt-4-turbo-2024-04-09_Clname,gpt-4o-2024-08-06_Clname,gpt-4o-mini-2024-07-18_Clname,gpt-4-0613_aggrement_modified,gpt-4-turbo-2024-04-09_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified,gpt-4o-mini-2024-07-18_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified_new,gpt-4o-mini-2024-07-18_aggrement_modified_new,gpt-4-0613_aggrement_modified_new,gpt-4-turbo-2024-04-09_aggrement_modified_new
10,2510,2510,2510,2510,2510,5,Lung,1.0,"AL139020.1,PLD4,MZB1,LILRA4,SCT,SPIB,CLEC4C,LAMP5,FAM129C,AL357143.1,GENE54",plasmacytoid dendritic cell,plasmacytoid dendritic cell,CL:0000784,Plasmacytoid Dendritic Cells,CL:0000784,Alveolar type II cells,CL:0002063,Plasmablasts,16. Plasmacytoid dendritic cells,CL:0000980,CL:0000784,plasmablast,plasmacytoid dendritic cell,plasmacytoid dendritic cell,pulmonary alveolar type 2 cell,-1,0,0,-1,1.0000,0.2500,0.5000,1.0000
11,2511,2511,2511,2511,2511,5,Lung,1.0,"SCGB3A2,CYP2B7P,CEACAM6,WFDC2,FOLR1,GPRC5A,NEDD4L,PIGR,ELF3,SFTPB,GENE69",club cell,club cell,CL:0000158,Club Cells,CL:0000158,Clara cells,CL:0000158,Pulmonary epithelial cells,17. Club cells,CL:0000322,CL:0000158,pulmonary alveolar epithelial cell,club cell,club cell,club cell,-1,0,0,0,1.0000,1.0000,0.6000,1.0000
12,2512,2512,2512,2512,2512,5,Lung,1.0,"GENE96,ACKR1,SPARCL1,VWF,PLVAP,IGFBP7,NPDC1,CLDN5,LIFR,C7,CLU",lung microvascular endothelial cell,lung microvascular endothelial cell,CL:2000016,Endothelial Cells,CL:0000115,Endothelial cells,CL:0000115,Endothelial cells,18. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,endothelial cell,3,3,3,3,0.5000,0.5000,0.5000,0.5000
13,2513,2513,2513,2513,2513,5,Lung,1.0,"PPP1R14A,CCN5,BGN,MYH11,PDGFRB,COX4I2,C2orf40,PRELP,LMOD1,GJA4,GENE10",vascular associated smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,Smooth Muscle Cells,CL:0000192,Fibroblasts,CL:0000057,Smooth muscle cells,19. Smooth muscle cells,CL:0000192,CL:0000192,smooth muscle cell,smooth muscle cell,smooth muscle cell,fibroblast,1,1,1,8,0.8000,0.2857,0.8000,0.8000
14,2514,2514,2514,2514,2514,5,Lung,1.0,"GENE99,AC005821.1,LRRC38,MKRN9P,KCTD8,RSPO1,GPR1,SYT4,PLPPR4,LINC01902,FABP7",myofibroblast cell,myofibroblast cell,CL:0000186,Unknown,CL:0000747,Immune cells,CL:0000738,Neural stem cells,20. Neural cells or neuronal cells,CL:0000047,CL:0000047,neural stem cell,neural stem cell,cyanophore,leukocyte,-1,-1,-1,-1,0.4000,0.4000,0.3333,0.3333
15,2515,2515,2515,2515,2515,5,Lung,1.0,"GENE75,COX4I2,TPM2,BGN,PDGFRB,HIGD1B,PPP1R14A,INMT,KCNK3,RGN,NDUFA4L2",pericyte cell,pericyte,CL:0000669,Pericytes,CL:0000669,Smooth muscle cells,CL:0000192,Lung fibroblasts,21. Fibroblasts,CL:0002553,CL:0000057,fibroblast of lung,fibroblast,pericyte,smooth muscle cell,-1,10,0,-1,1.0000,0.3333,0.5000,0.6000
16,2516,2516,2516,2516,2516,5,Lung,1.0,"ITLN1,PRG4,HAS1,CPB1,BCHE,VIPR2,BNC1,SYT4,ROR2,RSPO1,GENE39",mesothelial cell,mesothelial cell,CL:0000077,Unknown,CL:0000747,Secretory cells,CL:0000151,Articular chondrocytes,22. Serous gland cells,CL:1001607,CL:4033005,articular chondrocyte,serous secreting cell of bronchus submucosal gland,cyanophore,secretory cell,-1,-1,-1,-1,0.3333,0.2000,0.1818,0.2857
17,2517,2517,2517,2517,2517,5,Lung,1.0,"AC009269.2,SCN7A,BMP5,AL135910.1,SGIP1,CARMN,CACNA1C,COL1A2,ABCA6,TARID,GENE74",fibroblast,fibroblast,CL:0000057,Unknown,CL:0000747,Macrophages,CL:0000235,Cardiomyocytes,23. Fibroblasts,CL:0002495,CL:0000057,fetal cardiomyocyte,fibroblast,cyanophore,macrophage,-1,0,-1,-1,0.4000,0.2857,0.2857,1.0000
18,2518,2518,2518,2518,2518,5,Lung,1.0,"GENE71,FCN1,RNASE2,CD300E,VCAN,FGL2,LILRB2,MPEG1,CORO1A,LILRA1,AIF1",intermediate monocyte,intermediate monocyte,CL:0002393,Macrophages,CL:0000235,Neuroendocrine cells,CL:0000165,Monocytes,24. Plasma cells,CL:0000576,CL:0000786,monocyte,plasma cell,macrophage,neuroendocrine cell,1,-1,3,-1,0.5714,0.2857,0.8000,0.3636
19,2519,2519,2519,2519,2519,5,Lung,1.0,"ASCL3,CEL,HEPACAM2,ATP6V1G3,CLCNKB,CLNK,LINC01187,TMPRSS11E,PROX1,DGKI,GENE1",pulmonary ionocyte,pulmonary ionocyte,CL:0017000,Unknown,CL:0000747,Goblet cells,CL:0000160,Salivary gland cells,25. Glandular cells or pancreas cells,CL:0009005,CL:1001599,salivary gland cell,pancreas exocrine glandular cell,cyanophore,goblet cell,-1,-1,-1,-1,0.3333,0.5000,0.3333,0.4000
