,Unnamed: 0,tissue,simuround,subset,marker,manual_annotation,manual_CLname,manual_CLID,RAG_annotation,RAG_aggrement_modified,RAG_aggrement_modified_new,RAG_clid,RAG_clname,manual_clid,manual_clname
94,2094,Lung,5,0.25,CD24,B cell_memory,memory B cell,CL:0000787,goblet cell,-1,0.2500,CL:0000819,B-1 B cell,CL:0000160,goblet cell
95,2095,Lung,5,0.25,"CDHR3,FAM92B",Ciliated Epithelial,ciliated epithelial cell,CL:0000067,goblet cell,-1,0.6000,CL:0000067,ciliated epithelial cell,CL:0000160,goblet cell
96,2096,Lung,5,0.25,SCGB3A2,Club Epithelial,club cell,CL:0000158,secretory club cell,0,1.0000,CL:0000158,club cell,CL:0000158,club cell
97,2097,Lung,5,0.25,"FN1,SLIT2,COL18A1,FBLN1,IGFBP3,IL33",Fibroblast,fibroblast,CL:0000057,cell type unidentified in provided database,-1,0.2857,CL:0000057,fibroblast,CL:0002277,type I enteroendocrine cell
98,2098,Lung,5,0.25,PROX1,Lymphatic Endothelial,endothelial cell of lymphatic vessel,CL:0002138,pulmonary alveolar type 2 cell,-1,0.2857,CL:0002138,endothelial cell of lymphatic vessel,CL:0002063,pulmonary alveolar type 2 cell
99,2099,Lung,5,0.25,"CD163,CD36,SLC11A1,LYZ,CPM",Macrophage,macrophage,CL:0000235,macrophage,0,1.0000,CL:0000235,macrophage,CL:0000235,macrophage
100,2100,Lung,5,0.25,KIT,Mast Cell,mast cell,CL:0000097,mast cell,0,1.0000,CL:0000097,mast cell,CL:0000097,mast cell
101,2101,Lung,5,0.25,"CSPG4,PDGFRB",Pericyte,pericyte,CL:0000669,fibroblast,10,0.6000,CL:0000669,pericyte,CL:0000057,fibroblast
102,2102,Lung,5,0.25,"MYOCD,GUCY1B3,CNN1",Smooth Muscle,smooth muscle cell,CL:0000192,smooth muscle cell,0,1.0000,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell
103,2103,Lung,5,0.25,"CD69,CD3E,IL7R",T cell,T cell,CL:0000084,T cell,0,1.0000,CL:0000084,t cell,CL:0000084,t cell
104,2104,Lung,5,0.25,"RAMP3,CLDN5",Vascular Endothelial,endothelial cell of vascular tree,CL:0002139,endothelial cell,1,0.7500,CL:0002139,endothelial cell of vascular tree,CL:0000115,endothelial cell
105,2105,Lung,5,0.25,"NAPSA,SFTPA1",type ii pneumocyte,type II pneumocyte,CL:0002063,alveolar type II cell,0,1.0000,CL:0002063,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 2 cell
106,2106,Lung,5,0.25,"IL1R2,FCGR3B",neutrophil,neutrophil,CL:0000775,nonclassical monocyte,-1,0.5714,CL:0000775,neutrophil,CL:0000576,monocyte
107,2107,Lung,5,0.25,"IL7R,CD2","cd4-positive, alpha-beta t cell","CD4-positive, alpha-beta T cell",CL:0000624,T cell,3,0.6667,CL:0000624,"cd4-positive, alpha-beta t cell",CL:0000084,t cell
108,2108,Lung,5,0.25,"CD3D,GZMA","cd8-positive, alpha-beta t cell","CD8-positive, alpha-beta T cell",CL:0000625,cd8+ mem/eff t cell,0,1.0000,CL:0000625,"cd8-positive, alpha-beta t cell",CL:0000625,"CD8-positive, alpha-beta T cell"
109,2109,Lung,5,0.25,"GNLY,KLRD1",nk cell,natural killer cell,CL:0000623,natural killer cell,0,1.0000,CL:0000623,natural killer cell,CL:0000623,natural killer cell
110,2110,Lung,5,0.25,"CCL14,ADAMTS4",bronchial vessel endothelial cell,,,pulmonary cell mixture,-1,0.7143,CL:0000071,blood vessel endothelial cell,CL:1001568,pulmonary artery endothelial cell
111,2111,Lung,5,0.25,"MYH11,HSPB6",smooth muscle cell,smooth muscle cell,CL:0000192,smooth muscle cell,0,1.0000,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell
112,2112,Lung,5,0.25,"MFAP5,C1S",adventitial cell,adventitial cell,CL:0002503,fibroblast,-1,0.6000,CL:0002503,adventitial cell,CL:0000057,fibroblast
113,2113,Lung,5,0.25,"MS4A7,APOE",macrophage,macrophage,CL:0000235,macrophage,0,1.0000,CL:0000235,macrophage,CL:0000235,macrophage
114,2114,Lung,5,0.25,"CD69,KIT",basophil,basophil,CL:0000767,mast cell,-1,0.5714,CL:0000767,basophil,CL:0000097,mast cell
115,2115,Lung,5,0.25,"S100A8,FGL2",classical monocyte,classical monocyte,CL:0000860,neutrophil,-1,0.5000,CL:0000860,classical monocyte,CL:0000775,neutrophil
116,2116,Lung,5,0.25,"DKK2,SERPINE2",endothelial cell of artery,endothelial cell of artery,CL:1000413,lung epithelial cell,-1,0.2222,CL:1000413,endothelial cell of artery,CL:0000082,epithelial cell of lung
117,2117,Lung,5,0.25,"TMEM190,TSPAN1",lung ciliated cell,lung ciliated cell,CL:1000271,epithelial cell,2,0.6000,CL:1000271,lung ciliated cell,CL:0000066,epithelial cell
118,2118,Lung,5,0.25,"FCER1A,CLEC5A",dendritic cell,dendritic cell,CL:0000451,basophil,-1,0.3750,CL:0000451,dendritic cell,CL:0000767,basophil
119,2119,Lung,5,0.25,"TSPAN1,SCGB3A1",respiratory goblet cell,respiratory goblet cell,CL:0002370,club cell,-1,0.5556,CL:0002370,respiratory goblet cell,CL:0000158,club cell
120,2120,Lung,5,0.25,"TACSTD2,KRT19",basal cell,basal cell,CL:0000646,epithelial cell,17,0.3333,CL:0000646,basal cell,CL:0000066,epithelial cell
121,2121,Lung,5,0.25,"DERL3,SPAG4",plasma cell,plasma cell,CL:0000786,lipofibroblast,-1,0.1818,CL:0000786,plasma cell,CL:4028004,alveolar type 1 fibroblast cell
122,2122,Lung,5,0.25,"TNFRSF13C,BLK",b cell,B cell,CL:0000236,nonclassical monocyte,-1,0.4444,CL:0000236,b cell,CL:0000576,monocyte
123,2123,Lung,5,0.25,"PRB3,LPO",serous cell of epithelium of bronchus,serous cell of epithelium of bronchus,CL:1000331,mucous cell,-1,0.4286,CL:1000331,serous cell of epithelium of bronchus,CL:0000319,mucus secreting cell
124,2124,Lung,5,0.25,"AIF1,FCGR3A",non-classical monocyte,non-classical monocyte,CL:0000875,nonclassical monocyte,1,0.8000,CL:0000875,non-classical monocyte,CL:0000576,monocyte
125,2125,Lung,5,0.25,"SLC6A4,LRRC32",capillary endothelial cell,capillary endothelial cell,CL:0002144,neuron,11,0.2857,CL:0002144,capillary endothelial cell,CL:0000540,neuron
126,2126,Lung,5,0.25,"SPARCL1,EDNRB",capillary aerocyte,,,endothelial cell,4,0.4286,CL:4028003,alveolar capillary type 2 endothelial cell,CL:0000115,endothelial cell
127,2127,Lung,5,0.25,"ITLN2,RTKN2",type i pneumocyte,type I pneumocyte,CL:0002062,goblet cell,-1,0.4286,CL:0002062,pulmonary alveolar type 1 cell,CL:0000160,goblet cell
128,2128,Lung,5,0.25,"C7,ACKR1",vein endothelial cell,vein endothelial cell,CL:0002543,endothelial cell of artery,-1,0.7143,CL:0002543,vein endothelial cell,CL:1000413,endothelial cell of artery
129,2129,Lung,5,0.25,"C1S,DCN",alveolar fibroblast,,,pulmonary alveolar type 2 cell,-1,0.2857,CL:4028006,alveolar adventitial fibroblast,CL:0002063,pulmonary alveolar type 2 cell
130,2130,Lung,5,0.25,"STAB2,GPR182",endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell of artery,-1,0.5714,CL:0002138,endothelial cell of lymphatic vessel,CL:1000413,endothelial cell of artery
131,2131,Lung,5,0.25,"MYH11,DES",bronchial smooth muscle cell,bronchial smooth muscle cell,CL:0002598,smooth muscle cell,2,0.6667,CL:0002598,bronchial smooth muscle cell,CL:0000192,smooth muscle cell
132,2132,Lung,5,0.25,"MZB1,CLEC4C",plasmacytoid dendritic cell,plasmacytoid dendritic cell,CL:0000784,macrophage,-1,0.5714,CL:0000784,plasmacytoid dendritic cell,CL:0000235,macrophage
133,2133,Lung,5,0.25,"ELF3,WFDC2",club cell,club cell,CL:0000158,pulmonary alveolar type 2 cell,-1,0.5455,CL:0000158,club cell,CL:0002063,pulmonary alveolar type 2 cell
134,2134,Lung,5,0.25,"SPARCL1,CLU",lung microvascular endothelial cell,lung microvascular endothelial cell,CL:2000016,lipofibroblast,-1,0.2222,CL:2000016,lung microvascular endothelial cell,CL:4028004,alveolar type 1 fibroblast cell
135,2135,Lung,5,0.25,"PDGFRB,CCN5",vascular associated smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,fibroblast,8,0.2857,CL:0000359,vascular associated smooth muscle cell,CL:0000057,fibroblast
136,2136,Lung,5,0.25,"GPR1,LINC01902",myofibroblast cell,myofibroblast cell,CL:0000186,unidentified cell type,-1,0.2857,CL:0000186,myofibroblast cell,CL:0002067,type A enteroendocrine cell
137,2137,Lung,5,0.25,"COX4I2,NDUFA4L2",pericyte cell,pericyte,CL:0000669,pulmonary alveolar type 2 cell,-1,0.3333,CL:0000669,pericyte,CL:0002063,pulmonary alveolar type 2 cell
138,2138,Lung,5,0.25,"HAS1,ITLN1",mesothelial cell,mesothelial cell,CL:0000077,epithelial cell,2,0.6000,CL:0000077,mesothelial cell,CL:0000066,epithelial cell
139,2139,Lung,5,0.25,"SCN7A,COL1A2",fibroblast,fibroblast,CL:0000057,fibroblast,0,1.0000,CL:0000057,fibroblast,CL:0000057,fibroblast
140,2140,Lung,5,0.25,"CD300E,RNASE2",intermediate monocyte,intermediate monocyte,CL:0002393,nonclassical monocyte,1,0.8000,CL:0002393,intermediate monocyte,CL:0000576,monocyte
141,2141,Lung,5,0.25,"HEPACAM2,LINC01187",pulmonary ionocyte,pulmonary ionocyte,CL:0017000,goblet cell,-1,0.5000,CL:0017000,pulmonary ionocyte,CL:0000160,goblet cell
142,2142,Lung,5,0.5,"EMP2,LMO7,GPRC5A,SCEL,AGER",Alveolar Epithelial Type 1,type I pneumocyte,CL:0002062,pulmonary alveolar type 1 cell,0,1.0000,CL:0002062,pulmonary alveolar type 1 cell,CL:0002062,pulmonary alveolar type 1 cell
143,2143,Lung,5,0.5,"CD22,BLK,LINC00926,BANK1,CD79B",B,B cell,CL:0000236,B cell,3,0.7000,CL:0000819,B-1 B cell,CL:0000236,b cell
144,2144,Lung,5,0.5,"FHL2,PERP,CLDN1,KRT5,KRT19",Basal,basal cell,CL:0000646,basal epithelial cell,-1,0.4286,CL:0002324,basal-myoepithelial cell of mammary gland,CL:0002236,basal epithelial cell of prostatic duct
145,2145,Lung,5,0.5,"METTL9,S100A12,S100A9,CTSS,S100A8",CD14+ Monocyte,CD14-positive monocyte,CL:0001054,neutrophil,-1,0.5000,CL:0001054,CD14-positive monocyte,CL:0000775,neutrophil
146,2146,Lung,5,0.5,"CD2,TRAT1,CD6,BCL11B,CAMK4",CD4 T,"CD4-positive, alpha-beta T cell",CL:0000624,T-cell (most likely CD4+ or CD8+ T cells),-1,0.4286,CL:0000492,CD4-positive helper T cell,CL:0011024,double negative T regulatory cell
147,2147,Lung,5,0.5,"CAPS,FANK1,RSPH1,DNAH6,FAM92B",Ciliated,ciliated cell,CL:0000064,ciliated epithelial cell,-1,-1,PATO:0001408,ciliated,CL:0000067,ciliated epithelial cell
148,2148,Lung,5,0.5,"HLA-DQA1,FCGR2B,GPR183,CLEC10A,MS4A6A",Dendritic,dendritic cell,CL:0000451,dendritic cell,-1,-1,PATO:0002045,dendritic,CL:0000451,dendritic cell
149,2149,Lung,5,0.5,"CFD,C1S,FBLN1,C3,LUM",Fibroblast,fibroblast,CL:0000057,fibroblast,0,1.0000,CL:0000057,fibroblast,CL:0000057,fibroblast
150,2150,Lung,5,0.5,"TIMP3,PKHD1L1,IGFBP7,PPFIBP1,PROX1",Lymphatic,,,unidentified cell type,-1,0.2500,CL:0002554,fibroblast of lymphatic vessel,CL:0002067,type A enteroendocrine cell
151,2151,Lung,5,0.5,"VSIG4,APOC1,MARCO,C1QB,ITGAX",Macrophage,macrophage,CL:0000235,alveolar macrophage,-1,0.7143,CL:0000235,macrophage,CL:0000583,alveolar macrophage
152,2152,Lung,5,0.5,"KLRD1,CD247,FCGR3A,KLRF1,GNLY",Natural Killer,natural killer cell,CL:0000623,natural killer (NK) cell,0,1.0000,CL:0000623,natural killer cell,CL:0000623,natural killer cell
153,2153,Lung,5,0.5,"PRDX4,MANF,HSP90B1,SSR4,POU2AF1",Plasma,plasma cell,CL:0000786,unclassified cell type,-1,0.1818,CL:0000786,plasma cell,CL:0002067,type A enteroendocrine cell
154,2154,Lung,5,0.5,"SFTPA2,LAMP3,SFTPD,SFTPA1,SFTPB",Alveolar Epithelial Type 2,type II pneumocyte,CL:0002063,alveolar epithelial cell,1,0.8333,CL:0002063,pulmonary alveolar type 2 cell,CL:0000322,pulmonary alveolar epithelial cell
155,2155,Lung,5,0.5,"HPGDS,GRAP2,TPSAB1,CPA3,VWA5A",Basophil/Mast,"basophil,mast cell","CL:0000767,CL:0000097",mast cell,2,0.5000,CL:0002028,basophil mast progenitor cell,CL:0000097,mast cell
156,2156,Lung,5,0.5,"RHOC,AIF1,LILRB2,FCGR3A,LST1",CD16+ Monocyte,,,nonclassical monocyte,2,0.6667,CL:0002396,"CD14-low, CD16-positive monocyte",CL:0000576,monocyte
157,2157,Lung,5,0.5,"EPAS1,FCN3,BTNL9,CDC42EP1,CD81",Capillary,,,Alveolar Type II Cells,-1,-1,UBERON:0001982,capillary,CL:0002063,pulmonary alveolar type 2 cell
158,2158,Lung,5,0.5,"NKG7,CCL5,CD8A,RPL34,GZMA",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,cytotoxic T lymphocyte (CTL),-1,0.6364,CL:0000625,"CD8-positive, alpha-beta T cell",CL:0000910,cytotoxic T cell
159,2159,Lung,5,0.5,"WFDC2,DSTN,CYB5A,C16orf89,SCGB3A2",Club,club cell,CL:0000158,club cell,0,1.0000,CL:0000158,club cell,CL:0000158,club cell
160,2160,Lung,5,0.5,"POSTN,COL1A2,ITGBL1,COL1A1,BGN",Myofibroblast,myofibroblast cell,CL:0000186,fibroblast,-1,0.6000,CL:0000186,myofibroblast cell,CL:0000057,fibroblast
161,2161,Lung,5,0.5,"PTPRE,IRF7,SEC61B,GZMB,IL3RA",Plasmacytoid Dendritic,plasmacytoid dendritic cell,CL:0000784,innate immune cell,-1,0.4444,CL:0000784,plasmacytoid dendritic cell,CL:0001065,innate lymphoid cell
162,2162,Lung,5,0.5,"TYMS,UBE2C,STMN1,BIRC5,H2AFZ",Proliferating Macrophage,,,proliferating cell,-1,0.3636,CL:4033076,cycling macrophage,CL:4033068,cycling B cell
163,2163,Lung,5,0.5,"TOP2A,NUSAP1,HMGB2,H2AFV,SMC4",Proliferating NK/T,,,proliferating cell,-1,0.4167,CL:0000814,mature NK T cell,CL:4033068,cycling B cell
164,2164,Lung,5,0.5,"INHBB,SPRY1,COL15A1,ZNF385D,SPARCL1",Bronchial Vessel,,,Fibroblast,10,0.2500,CL:0002328,bronchial epithelial cell,CL:0000057,fibroblast
165,2165,Lung,5,0.5,"WFDC2,MUC5B,RARRES1,SCGB1A1,LCN2",Mucous,,,goblet cell,"{'CL:0000160': 0, 'CL:0002370': 1, 'CL:0019031': 1, 'CL:1000313': 1, 'CL:1000322': 1, 'CL:2000084': 1, 'UBERON:0002392': 1, 'CL:0002480': 2, 'CL:0019003': 2, 'CL:1000143': 2, 'CL:1000320': 2, 'CL:1000495': 2, 'CL:1000314': 2, 'CL:1000315': 2, 'CL:1000323': 2, 'CL:1000437': 2, 'UBERON:0001351': 2, 'UBERON:0005043': 2, 'CL:1000312': 3, 'CL:1000329': 3, 'CL:4033009': 3, 'GO:0060480': 3, 'UBERON:0002341': 3, 'CL:0009039': 3, 'CL:0009057': 3, 'CL:1000321': 3, 'CL:1000327': 3, 'CL:1000317': 3, 'CL:1000436': 3, 'UBERON:0001770': 3, 'UBERON:0005017': 3, 'GO:1901249': 4, 'GO:1901250': 4, 'GO:1901251': 4, 'CL:1000324': 4, 'CL:1000325': 4, 'CL:1000326': 4, 'CL:1000433': 4, 'UBERON:0005029': 4}",-1,,,CL:0000160,goblet cell
166,2166,Lung,5,0.5,"PTPRB,CPE,PRSS23,LIFR,SRPX",Vein,,,fibroblast,6,-1,UBERON:0001638,vein,CL:0000057,fibroblast
167,2167,Lung,5,0.5,"PDGFRB,LAMB1,CHN1,LAMC3,NID1",Pericyte,pericyte,CL:0000669,lipofibroblast,-1,0.4286,CL:0000669,pericyte,CL:4028004,alveolar type 1 fibroblast cell
168,2168,Lung,5,0.5,"PLN,TPM2,MYL9,DES,CSRP1",Smooth Muscle,smooth muscle cell,CL:0000192,smooth muscle cell,0,1.0000,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell
169,2169,Lung,5,0.5,"GJA5,BMX,EFNB2,FBLN5,PTPRB",Artery,,,endothelial cell,4,-1,UBERON:0001637,artery,CL:0000115,endothelial cell
170,2170,Lung,5,0.5,"STXBP6,EDNRB,SOSTDC1,APP,EMCN",Capillary Aerocyte,,,Unidentified cell type,-1,0.2000,CL:4028003,alveolar capillary type 2 endothelial cell,CL:0002067,type A enteroendocrine cell
171,2171,Lung,5,0.5,"IPO7,VAT1,RALA,EPAS1,PECAM1",Capillary Intermediate,,,capillary endothelial cell,-1,0.2222,CL:0002209,intermediate epitheliocyte,CL:0002144,capillary endothelial cell
172,2172,Lung,5,0.5,"CPXM1,C3,MEDAG,C7,STEAP1",Lipofibroblast,alveolar type 1 fibroblast cell,CL:4028004,Alveolar Epithelial Cell,-1,0.2500,CL:4028004,alveolar type 1 fibroblast cell,CL:0000322,pulmonary alveolar epithelial cell
173,2173,Lung,5,0.5,"WT1,SLPI,ITLN1,GALNT9,DMKN",Mesothelial,mesothelial cell,CL:0000077,pulmonary alveolar type 2 cell,-1,0.2857,CL:4023054,mesothelial fibroblast,CL:0002063,pulmonary alveolar type 2 cell
174,2174,Lung,5,0.5,"ACRBP,TMEM40,GP9,CABP5,ITGA2B",Platelet/Megakaryocyte,"platelet,megakaryocyte","CL:0000233,CL:0000556",megakaryocyte,0,1.0000,CL:0000556,megakaryocyte,CL:0000556,megakaryocyte
