,Unnamed: 0.1,Unnamed: 0,tissue,simuround,subset,marker,manual_annotation,manual_CLname,manual_CLID,manual_broadtype,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_annotation,gpt-4o-2024-08-06_annotation,gpt-4o-mini-2024-07-18_annotation,gpt-4-0613_Clname,gpt-4-0613_CLID,gpt-4-turbo-2024-04-09_Clname,gpt-4-turbo-2024-04-09_CLID,gpt-4o-2024-08-06_Clname,gpt-4o-2024-08-06_CLID,gpt-4o-mini-2024-07-18_Clname,gpt-4o-mini-2024-07-18_CLID,gpt-4-0613_aggrement_modified,gpt-4-turbo-2024-04-09_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified,gpt-4o-mini-2024-07-18_aggrement_modified
16,16,16,Lung,1,0.25,"RPL34,RPS27",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,t/nk cell,Ribosomal proteins (likely general epithelial cells),Proliferating Cells,Ribosomal Proteins (indicative of any type of cell but often abundant in proliferating cells),Epithelial Cells,cycling B cell,CL:4033068,general ecto-epithelial cell,CL:0002159,type-6 epithelial cell of thymus,CL:0002295,epithelial cell,CL:0000066,-1,-1,-1,15
17,17,17,Lung,1,0.25,"KIAA1324,CTSE",Club,club cell,CL:0000158,epithelial cell,Epithelial Cells,Dendritic Cells,Epithelial Cells,Fibroblasts,dendritic cell,CL:0000451,epithelial cell,CL:0000066,epithelial cell,CL:0000066,fibroblast,CL:0000057,-1,2,2,12
18,18,18,Lung,1,0.25,"POSTN,CALD1",Myofibroblast,myofibroblast cell,CL:0000186,myofibroblast cell,Fibroblasts,Fibroblasts,Fibroblasts,Pneumocytes,fibroblast,CL:0000057,fibroblast,CL:0000057,fibroblast,CL:0000057,pulmonary alveolar epithelial cell,CL:0000322,-1,-1,-1,-1
19,19,19,Lung,1,0.25,"NPC2,SEC61B",Plasmacytoid Dendritic,plasmacytoid dendritic cell,CL:0000784,dendritic cell,Epithelial Cells,Alveolar Type II Cells,Alveolar Epithelial Cells,Endoplasmic Reticulum-associated Cells,pulmonary alveolar type 2 cell,CL:0002063,epithelial cell,CL:0000066,pulmonary alveolar epithelial cell,CL:0000322,neuron associated cell,CL:0000095,-1,12,-1,-1
20,20,20,Lung,1,0.25,"TPX2,NUSAP1",Proliferating Macrophage,,,macrophage/monocyte,Proliferating cells,Lung Cancer Cells,Proliferating cells,Lung cancer cells,lung goblet cell,CL:1000143,cycling B cell,CL:4033068,cycling B cell,CL:4033068,lung goblet cell,CL:1000143,-1,-1,-1,-1
21,21,21,Lung,1,0.25,"KIF2C,CENPF",Proliferating NK/T,,,t/nk cell,Proliferating cells,Lung Cancer Cells,Proliferating cells,Lung cancer cells,lung goblet cell,CL:1000143,cycling B cell,CL:4033068,cycling B cell,CL:4033068,lung goblet cell,CL:1000143,-1,-1,-1,-1
22,22,22,Lung,1,0.25,"SPRY1,VWF",Bronchial Vessel,,,bronchial cell,Endothelial cells,Endothelial Cells,Endothelial cells,Endothelial cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,-1,-1,-1,-1
23,23,23,Lung,1,0.25,"RARRES1,BPIFB1",Mucous,,,mucosal cell,Club cells,Club Cells,Club cells,Bronchial epithelial cells,club cell,CL:0000158,club cell,CL:0000158,club cell,CL:0000158,bronchial epithelial cell,CL:0002328,-1,-1,-1,-1
24,24,24,Lung,1,0.25,"SELP,PTPRB",Vein,,,blood vessel cell,Endothelial cells,Endothelial Cells,Endothelial cells,Platelet endothelial cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,-1,-1,-1,-1
25,25,25,Lung,1,0.25,"COL4A1,COX4I2",Pericyte,pericyte,CL:0000669,pericyte,Endothelial cells,Fibroblasts,Pneumocytes,Alveolar epithelial cells,fibroblast,CL:0000057,endothelial cell,CL:0000115,pulmonary alveolar epithelial cell,CL:0000322,pulmonary alveolar epithelial cell,CL:0000322,10,8,-1,-1
26,26,26,Lung,1,0.25,"MYL9,CSRP1",Smooth Muscle,smooth muscle cell,CL:0000192,muscle cell,Smooth muscle cells,Smooth Muscle Cells,Smooth muscle cells,Smooth muscle cells,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,0,0,0,0
27,27,27,Lung,1,0.25,"FBLN5,HEY1",Artery,,,blood vessel cell,Alveolar cells,Fibroblasts,Fibroblasts,Fibroblasts,fibroblast,CL:0000057,alveolar macrophage,CL:0000583,fibroblast,CL:0000057,fibroblast,CL:0000057,-1,-1,-1,-1
28,28,28,Lung,1,0.25,"CLDN5,STXBP6",Capillary Aerocyte,,,epithelial cell,Endothelial cells,Endothelial Cells,Endothelial cells,Endothelial cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,-1,-1,-1,-1
29,29,29,Lung,1,0.25,"SRSF11,ACVRL1",Capillary Intermediate,,,blood vessel cell,Endothelial cells,Endothelial Cells,Endothelial cells,Vascular cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,vascular leptomeningeal cell,CL:4023051,-1,-1,-1,-1
30,30,30,Lung,1,0.25,"WT1,OSR1",Lipofibroblast,alveolar type 1 fibroblast cell,CL:4028004,fibroblast,Mesothelial cells,Mesothelial cells,Mesothelial cells,Mesothelial cells,mesothelial cell,CL:0000077,mesothelial cell,CL:0000077,mesothelial cell,CL:0000077,mesothelial cell,CL:0000077,7,7,7,7
31,31,31,Lung,1,0.25,"DMKN,SLPI",Mesothelial,mesothelial cell,CL:0000077,epithelial cell,Club cells,Epithelial cells,Club cells,"Clara cells, Goblet cells",epithelial cell,CL:0000066,club cell,CL:0000158,club cell,CL:0000158,respiratory goblet cell,CL:0002370,2,-1,-1,-1
32,32,32,Lung,1,0.25,"GP6,ITGA2B",Platelet/Megakaryocyte,"platelet,megakaryocyte","CL:0000233,CL:0000556","platelet,megakaryocyte",Platelets,Platelets,Platelets,"Platelets, Endothelial cells",platelet,CL:0000233,platelet,CL:0000233,platelet,CL:0000233,endothelial cell,CL:0000115,-1,-1,-1,-1
33,33,33,Lung,1,0.25,"CCL5,CXCR4",Natural Killer T,,,t/nk cell,Immune cells,T cells,Lymphocytes,"T cells, Macrophages",t cell,CL:0000084,leukocyte,CL:0000738,lymphocyte,CL:0000542,TCR-positive macrophage,CL:4030058,-1,-1,-1,-1
34,34,34,Lung,1,0.25,"CNN1,SCX",Fibromyocyte,,,muscle cell,Smooth muscle cells,Smooth muscle cells,Smooth muscle cells,Smooth muscle cells,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,-1,-1,-1,-1
35,35,35,Lung,1,0.25,"WFDC2,PSCA",Goblet,goblet cell,CL:0000160,epithelial cell,Adenocarcinoma cells,Pulmonary epithelial cells,Secretory epithelial cells,"Mucus cells, Stem cells",pulmonary alveolar epithelial cell,CL:0000322,cell,CL:0000000,fallopian tube secretory epithelial cell,CL:4030006,mesenchymal stem cell,CL:0000134,-1,3,-1,-1
36,36,36,Lung,1,0.25,"PHGR1,STAC2",Ionocyte,ionocyte,CL:0005006,epithelial cell,Unknown cell type,Neuroendocrine cells,Ciliated cells,"Secretory cells, Alveolar type II cells",neuroendocrine cell,CL:0000165,type B pancreatic cell,CL:0000169,ciliated cell,CL:0000064,pulmonary alveolar type 2 cell,CL:0002063,-1,-1,-1,-1
37,37,37,Lung,1,0.25,"CHGA,SCGN",Neuroendocrine,neuroendocrine cell,CL:0000165,epithelial cell,Neuroendocrine cells,Neuroendocrine cells,Neuroendocrine cells,Neuroendocrine cells,neuroendocrine cell,CL:0000165,neuroendocrine cell,CL:0000165,neuroendocrine cell,CL:0000165,neuroendocrine cell,CL:0000165,0,0,0,0
38,38,38,Lung,1,0.25,"PRB4,PRR4",Serous,serous secreting cell,CL:0000313,secretory cell,Salivary gland-like cells in lung,Salivary gland cells,Mucous cells,"Secretory cells, Goblet cells",salivary gland cell,CL:0009005,salivary gland cell,CL:0009005,mucus secreting cell,CL:0000319,respiratory goblet cell,CL:0002370,-1,-1,-1,-1
39,39,39,Lung,1,0.25,"C1QA,CTSL",Macrophages,macrophage,CL:0000235,macrophage/monocyte,Macrophages,Macrophages,Macrophages,"Macrophages, Dendritic cells",macrophage,CL:0000235,macrophage,CL:0000235,macrophage,CL:0000235,dendritic cell,CL:0000451,0,0,0,4
40,40,40,Lung,1,0.25,"CCL4,CD7",Innate lymphoid cell NK,natural killer cell,CL:0000623,t/nk cell,T cells,T cells,T cells,"Activated T cells, Memory T cells",t cell,CL:0000084,t cell,CL:0000084,t cell,CL:0000084,memory T cell,CL:0000813,-1,-1,-1,-1
41,41,41,Lung,1,0.25,"SFTA3,NAPSA",AT2,type II pneumocyte,CL:0002063,epithelial cell,Type II pneumocytes,Alveolar type II cells,Alveolar type II cells,"Club cells, Type II pneumocytes",pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 2 cell,CL:0002063,fetal pre-type II pulmonary alveolar epithelial cell,CL:4040003,0,0,0,1
42,42,42,Lung,1,0.25,"PECAM1,CLEC14A",EC venous,vein endothelial cell,CL:0002543,endothelial cell,Endothelial cells,Endothelial cells,Endothelial cells,"Endothelial cells, Vascular smooth muscle cells",endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,vascular associated smooth muscle cell,CL:0000359,3,3,3,-1
43,43,43,Lung,1,0.25,"CD3D,TRBC2",T cell lineage,T cell,CL:0000084,t/nk cell,T cells,T cells,T cells,"T lymphocytes, Cytotoxic T cells",t cell,CL:0000084,t cell,CL:0000084,t cell,CL:0000084,cytotoxic T cell,CL:0000910,0,0,0,-1
44,44,44,Lung,1,0.25,"GIMAP7,CRIP2",EC arterial,endothelial cell of artery,CL:1000413,endothelial cell,Unknown cell type,T cells,Immune cells,"Naive T cells, Memory T cells",t cell,CL:0000084,type B pancreatic cell,CL:0000169,leukocyte,CL:0000738,naive T cell,CL:0000898,-1,-1,-1,-1
45,45,45,Lung,1,0.25,"CALD1,LUM",Fibroblasts,fibroblast,CL:0000057,fibroblast,Fibroblasts,Fibroblasts / Myofibroblasts,Fibroblasts,"Fibroblasts, Stromal cells",myofibroblast cell,CL:0000186,fibroblast,CL:0000057,fibroblast,CL:0000057,stromal cell,CL:0000499,-1,0,0,-1
46,46,46,Lung,1,0.25,"HOPX,SFTA2",AT1,type I pneumocyte,CL:0002062,epithelial cell,Type II pneumocytes,Alveolar type I cells,Alveolar epithelial cells,"Type II pneumocytes, Secretory cells",pulmonary alveolar type 1 cell,CL:0002062,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar epithelial cell,CL:0000322,type II muscle cell,CL:0002212,0,-1,1,-1
47,47,47,Lung,1,0.25,"TMEM231,RP11-295M3.4",Multiciliated lineage,multi-ciliated epithelial cell,CL:0005012,epithelial cell,Unknown cell type,Ciliated cells,Ciliated cells,"Immune cells, Possible oncogenic cells",ciliated cell,CL:0000064,type B pancreatic cell,CL:0000169,ciliated cell,CL:0000064,multinucleate cell,CL:0000228,2,-1,2,-1
48,48,48,Lung,1,0.25,"TSC22D3,IGLC2",B cell lineage,B cell,CL:0000236,b cell,T-regulatory cells,Plasma B cells,Plasma cells,"T regulatory cells, B cells",plasma cell,CL:0000786,regulatory T cell,CL:0000815,plasma cell,CL:0000786,regulatory T cell,CL:0000815,-1,-1,-1,-1
49,49,49,Lung,1,0.25,"BPIFB1,TACSTD2",Secretory,secretory cell,CL:0000151,secretory cell,Epithelial cells,Club cells,Club cells,"Ciliated epithelial cells, Goblet cells",club cell,CL:0000158,epithelial cell,CL:0000066,club cell,CL:0000158,ciliated epithelial cell,CL:0000067,-1,12,-1,-1
50,50,50,Lung,1,0.25,"FCN1,COTL1",Monocytes,monocyte,CL:0000576,macrophage/monocyte,Alveolar Epithelial Cells Type I,Alveolar Macrophages,Alveolar macrophages,Macrophages,alveolar macrophage,CL:0000583,pulmonary alveolar type 1 cell,CL:0002062,alveolar macrophage,CL:0000583,macrophage,CL:0000235,-1,-1,-1,2
51,51,51,Lung,1,0.25,"CCL28,ZG16B",Submucosal Secretory,,,secretory cell,Club Cells,Goblet Cells,Goblet cells,Goblet Cells,goblet cell,CL:0000160,club cell,CL:0000158,goblet cell,CL:0000160,goblet cell,CL:0000160,-1,-1,-1,-1
52,52,52,Lung,1,0.25,"HYAL2,CLEC14A",EC capillary,capillary endothelial cell,CL:0002144,endothelial cell,Endothelial Cells,Alveolar Type II cells,Endothelial cells,Endothelial Cells,pulmonary alveolar type 2 cell,CL:0002063,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,-1,2,2,2
53,53,53,Lung,1,0.25,"SDPR,RAMP2",Lymphatic EC mature,,,endothelial cell,Endothelial Cells,Pulmonary Endothelial Cells,Endothelial cells,Immune Cells,pulmonary artery endothelial cell,CL:1001568,endothelial cell,CL:0000115,endothelial cell,CL:0000115,leukocyte,CL:0000738,-1,-1,-1,-1
54,54,54,Lung,1,0.25,"SDPR,AKAP12",Lymphatic EC differentiating,,,endothelial cell,Endothelial Cells,Smooth Muscle Cells,Endothelial cells,Fibroblasts,smooth muscle cell,CL:0000192,endothelial cell,CL:0000115,endothelial cell,CL:0000115,fibroblast,CL:0000057,-1,-1,-1,-1
55,55,55,Lung,1,0.25,"HLA-DQA1,MS4A6A",Dendritic cells,dendritic cell,CL:0000451,dendritic cell,B Cells,B cells,Dendritic cells,Dendritic Cells,b cell,CL:0000236,b cell,CL:0000236,dendritic cell,CL:0000451,dendritic cell,CL:0000451,-1,-1,0,0
56,56,56,Lung,1,0.25,"CTGF,TPM2",Myofibroblasts,myofibroblast cell,CL:0000186,myofibroblast cell,Myofibroblasts,Fibroblasts,Myofibroblasts,Fibroblasts,fibroblast,CL:0000057,myofibroblast cell,CL:0000186,myofibroblast cell,CL:0000186,fibroblast,CL:0000057,-1,0,0,-1
57,57,57,Lung,1,0.25,"VWA5A,RGS13",Mast cells,mast cell,CL:0000097,granulocyte,Mast Cells,Mast Cells,B cells,Smooth Muscle Cells,mast cell,CL:0000097,mast cell,CL:0000097,b cell,CL:0000236,smooth muscle cell,CL:0000192,0,0,-1,-1
58,58,58,Lung,1,0.25,"FLNA,SELM",Fibromyocytes,,,muscle cell,Endothelial Cells,Platelets,Fibroblasts,Epithelial Cells,platelet,CL:0000233,endothelial cell,CL:0000115,fibroblast,CL:0000057,epithelial cell,CL:0000066,-1,-1,-1,-1
59,59,59,Lung,1,0.25,"COX20,EID1",Lymphatic EC proliferating,,,endothelial cell,Mitochondria-rich Cells,Pulmonary neuroendocrine cells,Epithelial cells,Mitochondrial Cells,lung neuroendocrine cell,CL:1000223,lysosome-rich enterocyte,CL:0011032,epithelial cell,CL:0000066,cell,CL:0000000,-1,-1,-1,-1
60,60,60,Lung,1,0.25,"SEMA3A,ST6GALNAC3",Endothelial cell (lymphatic),endothelial cell of lymphatic vessel,CL:0002138,endothelial cell,Alveolar type II cells,"Neurons, Oligodendrocytes",Endothelial Cells,Neurons,oligodendrocyte,CL:0000128,pulmonary alveolar type 2 cell,CL:0002063,endothelial cell,CL:0000115,neuron,CL:0000540,-1,-1,2,10
61,61,61,Lung,1,0.25,"RBMS3,LIMCH1",Epithelial cell (alveolar type I),type I pneumocyte,CL:0002062,epithelial cell,Fibroblasts,Fibroblasts,Fibroblasts,Mesothelial cells,fibroblast,CL:0000057,fibroblast,CL:0000057,fibroblast,CL:0000057,mesothelial cell,CL:0000077,9,9,9,9
62,62,62,Lung,1,0.25,"SFTPB,LRRK2",Epithelial cell (alveolar type II),type II pneumocyte,CL:0002063,epithelial cell,Alveolar type II cells,Alveolar epithelial cells (Type II pneumocytes),Alveolar Type II Cells,Alveolar type II cells,pulmonary alveolar type 1 cell,CL:0002062,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 2 cell,CL:0002063,3,0,0,0
63,63,63,Lung,1,0.25,"MACROD2,FAF1",Epithelial cell (basal),basal cell,CL:0000646,stem cell,Alveolar macrophages,"Immune cells, Neurons",Fibroblasts,Macrophages,lateral ventricle neuron,CL:1001582,alveolar macrophage,CL:0000583,fibroblast,CL:0000057,macrophage,CL:0000235,-1,-1,-1,-1
64,64,64,Lung,1,0.25,"CFAP54,AGBL4",Epithelial cell (ciliated),ciliated epithelial cell,CL:0000067,epithelial cell,Ciliated cells,Ciliated Epithelial Cells,Ciliated Cells,Ciliated cells,ciliated epithelial cell,CL:0000067,ciliated cell,CL:0000064,ciliated cell,CL:0000064,ciliated cell,CL:0000064,0,1,1,1
65,65,65,Lung,1,0.25,"MACROD2,KIAA1217",Epithelial cell (club),club cell,CL:0000158,epithelial cell,Alveolar macrophages,Neurons,Fibroblasts,Clara cells,neuron,CL:0000540,alveolar macrophage,CL:0000583,fibroblast,CL:0000057,club cell,CL:0000158,10,-1,12,0
66,66,66,Lung,1,0.25,"ST6GAL1,MEF2C",Immune (B cell),B cell,CL:0000236,b cell,Endothelial cells,Immune cells (B cells),Smooth Muscle Cells,Endothelial cells,multinucleate cell,CL:0000228,endothelial cell,CL:0000115,smooth muscle cell,CL:0000192,endothelial cell,CL:0000115,-1,-1,-1,-1
67,67,67,Lung,1,0.25,"ARHGAP15,PARP8",Immune (NK cell),natural killer cell,CL:0000623,t/nk cell,Alveolar macrophages,"Immune cells (Leukocytes, specifically T cells)",Immune Cells,Fibroblasts,CD27-negative gamma-delta T cell,CL:0002125,alveolar macrophage,CL:0000583,leukocyte,CL:0000738,fibroblast,CL:0000057,-1,-1,4,-1
68,68,68,Lung,1,0.25,"SKAP1,BCL2",Immune (T cell),T cell,CL:0000084,t/nk cell,T cells,Immune cells (B cells),T Cells,Lymphocytes,multinucleate cell,CL:0000228,t cell,CL:0000084,t cell,CL:0000084,lymphocyte,CL:0000542,-1,0,0,1
69,69,69,Lung,1,0.25,"GPCPD1,SLC11A1",Immune (alveolar macrophage),alveolar macrophage,CL:0000583,macrophage/monocyte,Alveolar macrophages,Macrophages,Macrophages,Dendritic cells,macrophage,CL:0000235,alveolar macrophage,CL:0000583,macrophage,CL:0000235,dendritic cell,CL:0000451,2,0,2,6
70,70,70,Lung,1,0.25,"FER,SRGN",Immune (mast cell),mast cell,CL:0000097,granulocyte,Fibroblast,Alveolar macrophages,Macrophage,Fibroblast,alveolar macrophage,CL:0000583,fibroblast,CL:0000057,macrophage,CL:0000235,fibroblast,CL:0000057,-1,10,5,10
71,71,71,Lung,1,0.25,"ACTA2,INPP4B",Pericyte/SMC,"pericyte,smooth muscle cell","CL:0000669,CL:0000192","pericyte,muscle cell",Myofibroblast,Smooth muscle cells,Smooth muscle cells,Smooth Muscle Cell,smooth muscle cell,CL:0000192,myofibroblast cell,CL:0000186,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,-1,-1,-1,-1
72,72,72,Lung,1,0.25,"PTPRB,EGFL7",Endothelial cell (vascular),endothelial cell of vascular tree,CL:0002139,endothelial cell,Endothelial cell,Endothelial cells,Endothelial cells,Endothelial Cell,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,1,1,1,1
73,73,73,Lung,1,0.25,"LAMA2,ROBO2",Fibroblast,fibroblast,CL:0000057,fibroblast,Mesenchymal cell,Fibroblasts,Fibroblasts,Basement Membrane Cell,fibroblast,CL:0000057,mesenchymal cell,CL:0008019,fibroblast,CL:0000057,chorionic membrane mesenchymal stem cell,CL:0002541,0,-1,0,-1
74,74,74,Lung,1,0.25,"FKBP5,SRGN",Immune (DC/macrophage),"dendritic cell,macrophage","CL:0000451,CL:0000235","dendritic cell,macrophage/monocyte",Fibroblast,Alveolar macrophages,Macrophage,Fibroblast,alveolar macrophage,CL:0000583,fibroblast,CL:0000057,macrophage,CL:0000235,fibroblast,CL:0000057,-1,-1,-1,-1
75,75,75,Lung,1,0.25,"EBF1,ACSL1",Adipocyte,fat cell,CL:0000136,fat cell,B cell,Acinar cells,Adipocytes,Immune Cell,acinar cell,CL:0000622,b cell,CL:0000236,adipocyte,CL:0000136,leukocyte,CL:0000738,-1,-1,0,-1
76,76,76,Lung,1,0.25,AGER,Alveolar Type I,type I pneumocyte,CL:0002062,epithelial cell,Alveolar epithelial type II cell,Alveolar type I cells,Alveolar epithelial cells,Type I Alveolar Cell,pulmonary alveolar type 1 cell,CL:0002062,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar epithelial cell,CL:0000322,pulmonary alveolar type 1 cell,CL:0002062,0,-1,1,0
77,77,77,Lung,1,0.25,LAMP3,Alveolar Type II,type II pneumocyte,CL:0002063,epithelial cell,Dendritic cell,Dendritic cells,Dendritic cells,Dendritic Cell,dendritic cell,CL:0000451,dendritic cell,CL:0000451,dendritic cell,CL:0000451,dendritic cell,CL:0000451,-1,-1,-1,-1
78,78,78,Lung,1,0.25,CR2,B cell_memory,memory B cell,CL:0000787,b cell,B cell,B cells,B cells,B Cell,b cell,CL:0000236,b cell,CL:0000236,b cell,CL:0000236,b cell,CL:0000236,3,3,3,3
79,79,79,Lung,1,0.25,"DNAH5,FOXJ1",Ciliated Epithelial,ciliated epithelial cell,CL:0000067,epithelial cell,Ciliated cell,Ciliated cells,Ciliated epithelial cells,Ciliated Cell,ciliated cell,CL:0000064,ciliated cell,CL:0000064,ciliated epithelial cell,CL:0000067,ciliated cell,CL:0000064,1,1,0,1
80,80,80,Lung,1,0.25,SCGB3A2,Club Epithelial,club cell,CL:0000158,epithelial cell,Club Cells,Club Cells,Clara Cells,Clara cells,club cell,CL:0000158,club cell,CL:0000158,club cell,CL:0000158,club cell,CL:0000158,0,0,0,0
