,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,tissue,simuround,subset,marker,manual_annotation,manual_CLname,manual_CLID,manual_broadtype,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_annotation,gpt-4o-2024-08-06_annotation,gpt-4o-mini-2024-07-18_annotation
1014,1014,1014,1014,Lung,3,0.25,"HLA-DPB1,HLA-DQA1",Dendritic,dendritic cell,CL:0000451,dendritic cell,"Macrophage, Proliferating Macrophage","Alveolar Epithelial Type 2, Macrophage, B, Myeloid Dendritic Type 2",Macrophage,"B, Macrophage, Myeloid Dendritic Type 1, Myeloid Dendritic Type 2"
1015,1015,1015,1015,Lung,3,0.25,"C1S,DCN",Fibroblast,fibroblast,CL:0000057,fibroblast,"Basal, Adventitial Fibroblast, Alveolar Fibroblast","Basal, Adventitial Fibroblast, Alveolar Fibroblast",Adventitial Fibroblast,"Basal, Adventitial Fibroblast, Alveolar Fibroblast"
1016,1016,1016,1016,Lung,3,0.25,"TIMP3,TBX1",Lymphatic,,,immune cell,Lymphatic,"Alveolar Epithelial Type 1, Alveolar Fibroblast, Vein, Lymphatic",Lymphatic,"Alveolar Epithelial Type 2, Basophil/Mast"
1017,1017,1017,1017,Lung,3,0.25,"C1QB,GPD1",Macrophage,macrophage,CL:0000235,macrophage/monocyte,"Macrophage, Proliferating Macrophage","Mesothelial, Macrophage, Proliferating Macrophage",Macrophage,"Mesothelial, Macrophage"
1018,1018,1018,1018,Lung,3,0.25,"SPON2,GNLY",Natural Killer,natural killer cell,CL:0000623,t/nk cell,"Natural Killer, Proliferating NK/T","Ciliated, Goblet, Natural Killer, CD8+ Naive T",Natural Killer,"Natural Killer, Proliferating NK/T, CD8+ Naive T"
1019,1019,1019,1019,Lung,3,0.25,"MANF,TNFRSF17",Plasma,plasma cell,CL:0000786,b cell,Plasma,"Goblet, Plasma, Plasmacytoid Dendritic",Plasma,"Ionocyte, Plasma"
1020,1020,1020,1020,Lung,3,0.25,"SFTPA1,SFTPB",Alveolar Epithelial Type 2,type II pneumocyte,CL:0002063,epithelial cell,"Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2","Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Club",Alveolar Epithelial Type 2,Alveolar Epithelial Type 2
1021,1021,1021,1021,Lung,3,0.25,"KIT,TPSAB1",Basophil/Mast,"basophil,mast cell","CL:0000767,CL:0000097",granulocyte,"Basophil/Mast 1, Basophil/Mast 2","Ionocyte, Basophil/Mast 1, Basophil/Mast 2, Bronchial Vessel 2",Basophil/Mast,Basophil/Mast 1
1022,1022,1022,1022,Lung,3,0.25,"SAT1,FCN1",CD16+ Monocyte,,,macrophage/monocyte,"Classical Monocyte, Nonclassical Monocyte, Intermediate Monocyte, EREG+ Dendritic","Ciliated, Goblet, Mucous, Vein, Adventitial Fibroblast, Alveolar Fibroblast, Lipofibroblast, Mesothelial, Platelet/Megakaryocyte, Macrophage, Myeloid Dendritic Type 1, IGSF21+ Dendritic, EREG+ Dendritic, Classical Monocyte, OLR1+ Classical Monocyte, Nonclassical Monocyte, Intermediate Monocyte, EREG+ Dendritic, Classical Monocyte, OLR1+ Classical Monocyte, Nonclassical Monocyte, Intermediate Monocyte","Adventitial Fibroblast, Classical Monocyte",Classical Monocyte
1023,1023,1023,1023,Lung,3,0.25,"CDC42EP1,CDH5",Capillary,,,blood vessel cell,"Bronchial Vessel 2, Capillary Aerocyte","Alveolar Epithelial Type 2, Bronchial Vessel 2, Capillary Aerocyte, Capillary, Capillary Intermediate 1","Alveolar Epithelial Type 2, Capillary",Capillary Intermediate 1
1024,1024,1024,1024,Lung,3,0.25,"RPS27,RPL34",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,t/nk cell,"Airway Smooth Muscle, Basal, Bronchial Vessel 1","Club, Basal, Signaling Alveolar Epithelial Type 2, Capillary Intermediate 2, Bronchial Vessel 1, Airway Smooth Muscle, Lipofibroblast, Mesothelial, B, CD8+ Memory/Effector T, CD8+ Naive T, CD4+ Memory/Effector T, CD4+ Naive T",Mixed (various types due to high significance across multiple types),Club
1025,1025,1025,1025,Lung,3,0.25,"WFDC2,CYB5A",Club,club cell,CL:0000158,epithelial cell,"Differentiating Basal, Goblet, Mucous, Serous, Mesothelial","Differentiating Basal, Goblet, Mucous, Serous, Mesothelial, Platelet/Megakaryocyte, Club, Signaling Alveolar Epithelial Type 2, Capillary Aerocyte, Capillary Intermediate 2, Alveolar Fibroblast, Mesothelial, Platelet/Megakaryocyte, Macrophage, Proliferating Macrophage, TREM2+ Dendritic","Goblet, Macrophage",Goblet
1026,1026,1026,1026,Lung,3,0.25,"COL3A1,ITGBL1",Myofibroblast,myofibroblast cell,CL:0000186,myofibroblast cell,"Myofibroblast, Alveolar Fibroblast","Ionocyte, Myofibroblast, Adventitial Fibroblast, Lipofibroblast, Mesothelial, Myofibroblast, Alveolar Fibroblast","Myofibroblast, Adventitial Fibroblast","Ionocyte, Myofibroblast"
1027,1027,1027,1027,Lung,3,0.25,"PLD4,NPC2",Plasmacytoid Dendritic,plasmacytoid dendritic cell,CL:0000784,dendritic cell,"Plasmacytoid Dendritic, Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2","Plasmacytoid Dendritic, Myeloid Dendritic Type 2, Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Vein, Bronchial Vessel 1, Myofibroblast, Lipofibroblast, Mesothelial, Macrophage, Proliferating Macrophage, Plasmacytoid Dendritic, Myeloid Dendritic Type 2, IGSF21+ Dendritic, EREG+ Dendritic, TREM2+ Dendritic, Classical Monocyte, OLR1+ Classical Monocyte, Nonclassical Monocyte, Intermediate Monocyte","Plasmacytoid Dendritic, NPC2",Myeloid Dendritic Type 2
1028,1028,1028,1028,Lung,3,0.25,"TYMS,KPNA2",Proliferating Macrophage,,,macrophage/monocyte,"Proliferating Basal, Proliferating NK/T, Proliferating Macrophage","Proliferating Basal, Signaling Alveolar Epithelial Type 2, Lipofibroblast, Proliferating NK/T, Proliferating Macrophage, Proliferating Basal, Ionocyte, Lymphatic, Adventitial Fibroblast, Lipofibroblast, Mesothelial, Proliferating NK/T, Proliferating Macrophage","Proliferating NK/T, Proliferating Basal",Proliferating Basal
1029,1029,1029,1029,Lung,3,0.25,"UBE2C,SMC4",Proliferating NK/T,,,t/nk cell,"Proliferating Basal, Proliferating NK/T, Proliferating Macrophage","Proliferating Basal, Proliferating NK/T, Proliferating Macrophage, Proliferating Basal, Signaling Alveolar Epithelial Type 2, Proliferating NK/T, Proliferating Macrophage","Proliferating Basal, Proliferating NK/T",Proliferating Macrophage
1030,1030,1030,1030,Lung,3,0.25,"SPARCL1,SPRY1",Bronchial Vessel,,,bronchial cell,Bronchial Vessel,"Bronchial Vessel 1, Bronchial Vessel 2, Airway Smooth Muscle, Fibromyocyte, Proximal Basal, Proliferating Basal, Pericyte",Bronchial Vessel,"Bronchial Vessel 1, Bronchial Vessel 2, Airway Smooth Muscle"
1031,1031,1031,1031,Lung,3,0.25,"SCGB1A1,SCGB3A1",Mucous,,,mucosal cell,Mucous,"Mucous, Capillary, Capillary Intermediate 1, Capillary Intermediate 2, Pericyte, Natural Killer, Proliferating NK/T, Basophil/Mast 1, Platelet/Megakaryocyte, Macrophage, IGSF21+ Dendritic, EREG+ Dendritic",Mucous,"Mucous, Capillary, Pericyte"
1032,1032,1032,1032,Lung,3,0.25,"LIFR,PRSS23",Vein,,,blood vessel cell,Vein,"Signaling Alveolar Epithelial Type 2, Artery, Vein, Capillary, Alveolar Fibroblast, Proximal Basal, Differentiating Basal, Proliferating Basal, Goblet, Vascular Smooth Muscle, Mesothelial, CD8+ Naive T, Natural Killer, Proliferating NK/T",Vein,"Signaling Alveolar Epithelial Type 2, Alveolar Fibroblast, Vein"
1033,1033,1033,1033,Lung,3,0.25,"LAMB1,CALD1",Pericyte,pericyte,CL:0000669,pericyte,Pericyte,"Ionocyte, Pericyte, Basal, Proliferating Basal, Neuroendocrine, Vascular Smooth Muscle, Platelet/Megakaryocyte",Pericyte,"Pericyte, Ionocyte"
1034,1034,1034,1034,Lung,3,0.25,"MYH11,MYL9",Smooth Muscle,smooth muscle cell,CL:0000192,muscle cell,Airway Smooth Muscle,"Vein, Airway Smooth Muscle, Vascular Smooth Muscle, Fibromyocyte, Alveolar Epithelial Type 1, Capillary Intermediate 2, Bronchial Vessel 1, Bronchial Vessel 2, Platelet/Megakaryocyte",Airway Smooth Muscle,"Airway Smooth Muscle, Vascular Smooth Muscle"
1035,1035,1035,1035,Lung,3,0.25,"BMX,ARGLU1",Artery,,,blood vessel cell,Artery,"Artery, Signaling Alveolar Epithelial Type 2, Capillary, Alveolar Fibroblast, Natural Killer, Proliferating NK/T",Artery,"Artery, Alveolar Fibroblast"
1036,1036,1036,1036,Lung,3,0.25,"SOSTDC1,EMCN",Capillary Aerocyte,,,epithelial cell,Capillary Aerocyte,"Capillary Aerocyte, Capillary Intermediate 1, Capillary Aerocyte, Capillary Intermediate 1",Capillary Aerocyte,"Capillary Aerocyte, Capillary Intermediate 1"
1037,1037,1037,1037,Lung,3,0.25,"IPO7,ACVRL1",Capillary Intermediate,,,blood vessel cell,OLR1+ Classical Monocyte,"Signaling Alveolar Epithelial Type 2, OLR1+ Classical Monocyte, Capillary Aerocyte, Capillary, Capillary Intermediate 1, Adventitial Fibroblast, Macrophage, Proliferating Macrophage",Signaling Alveolar Epithelial Type 2,"Signaling Alveolar Epithelial Type 2, Capillary"
1038,1038,1038,1038,Lung,3,0.25,"MEDAG,HAS1",Lipofibroblast,alveolar type 1 fibroblast cell,CL:4028004,fibroblast,Lipofibroblast,"Lymphatic, Adventitial Fibroblast, Lipofibroblast, Mesothelial, Adventitial Fibroblast, Lipofibroblast, Mesothelial",Adventitial Fibroblast,"Adventitial Fibroblast, Lipofibroblast, Mesothelial"
1039,1039,1039,1039,Lung,3,0.25,"ITLN1,MGARP",Mesothelial,mesothelial cell,CL:0000077,epithelial cell,Mesothelial,"Goblet, Mesothelial, Mesothelial",Mesothelial,Mesothelial
1040,1040,1040,1040,Lung,3,0.25,"TMEM40,GP6",Platelet/Megakaryocyte,"platelet,megakaryocyte","CL:0000233,CL:0000556","platelet,megakaryocyte",Platelet/Megakaryocyte,"Platelet/Megakaryocyte, Proximal Basal, Proximal Ciliated",Proximal Ciliated,Proximal Ciliated
1041,1041,1041,1041,Lung,3,0.25,"S100A6,GNLY",Natural Killer T,,,t/nk cell,"Natural Killer, CD8+ Naive T","Macrophage, Proliferating Macrophage, CD8+ Memory/Effector T, CD8+ Naive T, Natural Killer T, Natural Killer, Proliferating NK/T",Macrophage,Natural Killer T
1042,1042,1042,1042,Lung,3,0.25,"CNN1,FAM150A",Fibromyocyte,,,muscle cell,Fibromyocyte,"Airway Smooth Muscle, Vascular Smooth Muscle, Fibromyocyte, Fibromyocyte",Airway Smooth Muscle,Airway Smooth Muscle
1043,1043,1043,1043,Lung,3,0.25,"FAM3D,COX5A",Goblet,goblet cell,CL:0000160,epithelial cell,"Goblet, Proximal Basal","Goblet, Proximal Basal, Differentiating Basal, Proximal Ciliated, Proximal Basal, Differentiating Basal, Proliferating Basal",Goblet,"Goblet, Proximal Ciliated"
1044,1044,1044,1044,Lung,3,0.25,"BSND,MFSD6L",Ionocyte,ionocyte,CL:0005006,epithelial cell,Ionocyte,"Ionocyte, Ionocyte",Ionocyte,Ionocyte
1045,1045,1045,1045,Lung,3,0.25,"NENF,CPE",Neuroendocrine,neuroendocrine cell,CL:0000165,epithelial cell,"Neuroendocrine, Macrophage","Macrophage, Proliferating Macrophage, Neuroendocrine, Ionocyte, Vein, Airway Smooth Muscle, Vascular Smooth Muscle, Adventitial Fibroblast, Macrophage, Proliferating Macrophage",Macrophage,"Neuroendocrine, Macrophage"
1046,1046,1046,1046,Lung,3,0.25,"PRH2,PRB4",Serous,serous secreting cell,CL:0000313,secretory cell,Serous,"Serous, Serous",Serous,Serous
1047,1047,1047,1047,Lung,3,0.25,"CTSZ,LAPTM5",Macrophages,macrophage,CL:0000235,macrophage/monocyte,"Lymphatic, Macrophage","Macrophage, Proliferating Macrophage, Alveolar Epithelial Type 1,  Lymphatic, Myofibroblast, Macrophage, Proliferating Macrophage, Nonclassical Monocyte",Nonclassical Monocyte,"Lymphatic, Macrophage"
1048,1048,1048,1048,Lung,3,0.25,"CD7,CCL5",Innate lymphoid cell NK,natural killer cell,CL:0000623,t/nk cell,"CD8+ Memory/Effector T, Natural Killer T","CD8+ Memory/Effector T, CD8+ Naive T, Natural Killer T, Natural Killer, Proliferating NK/T, Mesothelial, CD8+ Memory/Effector T, CD8+ Naive T, CD4+ Memory/Effector T, Natural Killer T, Natural Killer, Proliferating NK/T",Natural Killer,"CD8+ Memory/Effector T, CD8+ Naive T"
1049,1049,1049,1049,Lung,3,0.25,"SFTPD,MUC1",AT2,type II pneumocyte,CL:0002063,epithelial cell,Alveolar Epithelial Type 2,"Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Club",Signaling Alveolar Epithelial Type 2,Alveolar Epithelial Type 2
1050,1050,1050,1050,Lung,3,0.25,"MGP,ACKR1",EC venous,vein endothelial cell,CL:0002543,endothelial cell,"Adventitial Fibroblast, Vein","Artery, Vein, Bronchial Vessel 1, Myofibroblast, Adventitial Fibroblast, Alveolar Fibroblast, IGSF21+ Dendritic, Vein, Bronchial Vessel 1, Plasma",Vein,Artery
1051,1051,1051,1051,Lung,3,0.25,"CD3E,CCL5",T cell lineage,T cell,CL:0000084,t/nk cell,"CD8+ Memory/Effector T, CD8+ Naive T, CD4+ Memory/Effector T, Natural Killer T, CD4+ Naive T, Natural Killer","CD8+ Memory/Effector T, CD8+ Naive T, CD4+ Memory/Effector T, CD4+ Naive T, Natural Killer T, CD8+ Memory/Effector T, CD8+ Naive T, CD4+ Memory/Effector T, CD4+ Naive T, Natural Killer T",CD4+ Memory/Effector T,"CD8+ Memory/Effector T, CD4+ Memory/Effector T"
1052,1052,1052,1052,Lung,3,0.25,"SPARCL1,CLDN5",EC arterial,endothelial cell of artery,CL:1000413,endothelial cell,"Bronchial Vessel 1, Capillary Intermediate 1","Bronchial Vessel 1, Bronchial Vessel 2, Airway Smooth Muscle, Fibromyocyte, Neuroendocrine, Capillary Aerocyte, Capillary, Capillary Intermediate 1, Platelet/Megakaryocyte",Bronchial Vessel 1,"Bronchial Vessel 1, Bronchial Vessel 2, Alveolar Epithelial Type 2"
1053,1053,1053,1053,Lung,3,0.25,"MGP,LUM",Fibroblasts,fibroblast,CL:0000057,fibroblast,"Adventitial Fibroblast, Alveolar Fibroblast","Club, Artery, Vein, Bronchial Vessel 1, Myofibroblast, Adventitial Fibroblast, Alveolar Fibroblast, IGSF21+ Dendritic, Adventitial Fibroblast, Alveolar Fibroblast",Adventitial Fibroblast,"Adventitial Fibroblast, Alveolar Fibroblast"
1054,1054,1054,1054,Lung,3,0.25,"AGER,CAV1",AT1,type I pneumocyte,CL:0002062,epithelial cell,"Alveolar Epithelial Type 1, Capillary Aerocyte","Alveolar Epithelial Type 1, Alveolar Epithelial Type 1, Signaling Alveolar Epithelial Type 2, Capillary Aerocyte, Airway Smooth Muscle, Vascular Smooth Muscle, Plasma",Alveolar Epithelial Type 1,Alveolar Epithelial Type 1
1055,1055,1055,1055,Lung,3,0.25,"TMEM231,C11orf97",Multiciliated lineage,multi-ciliated epithelial cell,CL:0005012,epithelial cell,"Ciliated, Proximal Ciliated","Ciliated, Proximal Ciliated, Ciliated, Proximal Ciliated",Ciliated,"Ciliated, Proximal Ciliated"
1056,1056,1056,1056,Lung,3,0.25,"IGHA1,LTB",B cell lineage,B cell,CL:0000236,b cell,B,"B, CD4+ Memory/Effector T, CD4+ Naive T, Plasmacytoid Dendritic",Plasmacytoid Dendritic,"B, Plasma"
1057,1057,1057,1057,Lung,3,0.25,"WFDC2,MUC1",Secretory,secretory cell,CL:0000151,secretory cell,"Goblet, Mucous","Differentiating Basal, Goblet, Mucous, Serous, Mesothelial, Platelet/Megakaryocyte, Club, Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Platelet/Megakaryocyte",Goblet,"Goblet, Club, Platelet/Megakaryocyte"
1058,1058,1058,1058,Lung,3,0.25,"COTL1,CD14",Monocytes,monocyte,CL:0000576,macrophage/monocyte,"Classical Monocyte, Intermediate Monocyte","Bronchial Vessel 1, Myofibroblast, Mesothelial, Myeloid Dendritic Type 1, Myeloid Dendritic Type 2, EREG+ Dendritic, Classical Monocyte, Nonclassical Monocyte, Intermediate Monocyte, Vein, Capillary, Capillary Intermediate 1, Adventitial Fibroblast, Alveolar Fibroblast, Proliferating Macrophage, IGSF21+ Dendritic, EREG+ Dendritic, TREM2+ Dendritic, Classical Monocyte, OLR1+ Classical Monocyte, Intermediate Monocyte",OLR1+ Classical Monocyte,"Bronchial Vessel 1, Myofibroblast, Classical Monocyte"
1059,1059,1059,1059,Lung,3,0.25,"MARCKSL1,SEC11C",Submucosal Secretory,,,secretory cell,"Goblet, Ionocyte","Differentiating Basal, Goblet, Serous, Ionocyte, Bronchial Vessel 1, Lymphatic, Lipofibroblast, Pericyte, Mesothelial, B, Plasmacytoid Dendritic, Myeloid Dendritic Type 1, Myeloid Dendritic Type 2, EREG+ Dendritic, OLR1+ Classical Monocyte, Nonclassical Monocyte, Serous, Ionocyte, Neuroendocrine, Artery, Plasma, Plasmacytoid Dendritic",Serous,"Differentiating Basal, Myeloid Dendritic Type 1, Plasmacytoid Dendritic"
1060,1060,1060,1060,Lung,3,0.25,"IFI27,CDH5",EC capillary,capillary endothelial cell,CL:0002144,endothelial cell,"Capillary Aerocyte, Capillary Intermediate 1","Alveolar Epithelial Type 1, Capillary",Capillary Aerocyte,"Macrophage, Capillary, Ciliated, Endothelial"
1061,1061,1061,1061,Lung,3,0.25,"CLDN5,RAMP2",Lymphatic EC mature,,,endothelial cell,Ionocyte,"Neuroendocrine, Ionocyte",Capillary Aerocyte,"Capillary Aerocyte, Ionocyte"
1062,1062,1062,1062,Lung,3,0.25,"SDPR,TFF3",Lymphatic EC differentiating,,,endothelial cell,"Club, Goblet","Club, Proximal Ciliated",Basophil/Mast,"Basal, Goblet, Proximal Ciliated, Alveolar Epithelial Type 1"
1063,1063,1063,1063,Lung,3,0.25,"HLA-DQB1,HLA-DMA",Dendritic cells,dendritic cell,CL:0000451,dendritic cell,"Alveolar Epithelial Type 2, Capillary Aerocyte, Capillary, Capillary Intermediate 1, Capillary Intermediate 2, Mesothelial, Macrophage, Proliferating Macrophage, Myeloid Dendritic Type 1, Myeloid Dendritic Type 2, IGSF21+ Dendritic, EREG+ Dendritic, TREM2+ Dendritic","Alveolar Epithelial Type 2, Macrophage",Myeloid Dendritic Type 2,"Alveolar Epithelial Type 2, Dendritic"
1064,1064,1064,1064,Lung,3,0.25,"CTGF,MT1X",Myofibroblasts,myofibroblast cell,CL:0000186,myofibroblast cell,Alveolar Fibroblast,"Ciliated, Alveolar Epithelial Type 1",Alveolar Epithelial Type 1,"Basophil/Mast 1, Basophil/Mast 2, Alveolar Epithelial Type 1, Myofibroblast"
1065,1065,1065,1065,Lung,3,0.25,"HPGDS,KIT",Mast cells,mast cell,CL:0000097,granulocyte,"Basophil/Mast 1, Basophil/Mast 2","Basophil/Mast 1, Ionocyte",Basophil/Mast,"Basophil/Mast 1, Basophil/Mast 2"
1066,1066,1066,1066,Lung,3,0.25,"LMOD1,FLNA",Fibromyocytes,,,muscle cell,"Airway Smooth Muscle, Vascular Smooth Muscle","Airway Smooth Muscle, Alveolar Epithelial Type 1",Airway Smooth Muscle,"Airway Smooth Muscle, Vascular Smooth Muscle, Fibromyocyte"
1067,1067,1067,1067,Lung,3,0.25,"EID1,ARPC1A",Lymphatic EC proliferating,,,endothelial cell,"Differentiating Basal, Proliferating Basal, OLR1+ Classical Monocyte","Ionocyte, Differentiating Basal",Proximal Basal,"Proliferating Basal, Differentiating Basal"
1068,1068,1068,1068,Lung,3,0.25,"PKHD1L1,TSHZ2",Endothelial cell (lymphatic),endothelial cell of lymphatic vessel,CL:0002138,endothelial cell,Lymphatic,"Lymphatic, Proximal Basal",Lymphatic,"Lymphatic, Alveolar Epithelial Type 1"
1069,1069,1069,1069,Lung,3,0.25,"LIMCH1,NCKAP5",Epithelial cell (alveolar type I),type I pneumocyte,CL:0002062,epithelial cell,Alveolar Epithelial Type 1,"Alveolar Epithelial Type 1, Alveolar Epithelial Type 1",Alveolar Epithelial Type 1,"Alveolar Epithelial Type 1, Dendritic"
1070,1070,1070,1070,Lung,3,0.25,"LRRK2,SFTPB",Epithelial cell (alveolar type II),type II pneumocyte,CL:0002063,epithelial cell,Alveolar Epithelial Type 2,"Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Classical Monocyte, Nonclassical Monocyte, Intermediate Monocyte, Club, Plasma, Platelet/Megakaryocyte",Alveolar Epithelial Type 2,Alveolar Epithelial Type 2
1071,1071,1071,1071,Lung,3,0.25,"XPR1,GLIS3",Epithelial cell (basal),basal cell,CL:0000646,stem cell,Platelet/Megakaryocyte,"Platelet/Megakaryocyte, Ciliated, Proximal Ciliated",Ciliated,"Platelet/Megakaryocyte, Ciliated"
1072,1072,1072,1072,Lung,3,0.25,"HYDIN,CFAP54",Epithelial cell (ciliated),ciliated epithelial cell,CL:0000067,epithelial cell,Ciliated,"Ciliated, Proximal Ciliated",Ciliated,Ciliated
1073,1073,1073,1073,Lung,3,0.25,"BMPR1B,MECOM",Epithelial cell (club),club cell,CL:0000158,epithelial cell,Goblet,"Goblet, Signaling Alveolar Epithelial Type 2, Artery",Goblet,"Goblet, Signaling Alveolar Epithelial Type 2"
