,Unnamed: 0.1,Unnamed: 0,tissue,simuround,subset,marker,manual_annotation,manual_CLname,manual_CLID,manual_broadtype,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_annotation,gpt-4o-2024-08-06_annotation,gpt-4o-mini-2024-07-18_annotation,gpt-4-0613_Clname,gpt-4-0613_CLID,gpt-4-turbo-2024-04-09_Clname,gpt-4-turbo-2024-04-09_CLID,gpt-4o-2024-08-06_Clname,gpt-4o-2024-08-06_CLID,gpt-4o-mini-2024-07-18_Clname,gpt-4o-mini-2024-07-18_CLID,gpt-4-0613_aggrement_modified,gpt-4-turbo-2024-04-09_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified,gpt-4o-mini-2024-07-18_aggrement_modified
1010,1010,1010,Lung,3,0.25,"CLDN1,DST",Basal,basal cell,CL:0000646,stem cell,Epithelial cells,Hepatocytes,Epithelial cells,Endothelial cells,hepatocyte,CL:0000182,epithelial cell,CL:0000066,epithelial cell,CL:0000066,endothelial cell,CL:0000115,-1,17,17,-1
1011,1011,1011,Lung,3,0.25,"VCAN,S100A9",CD14+ Monocyte,CD14-positive monocyte,CL:0001054,macrophage/monocyte,Macrophages,Macrophages,Immune cells,Macrophages,macrophage,CL:0000235,macrophage,CL:0000235,leukocyte,CL:0000738,macrophage,CL:0000235,3,3,3,3
1012,1012,1012,Lung,3,0.25,"LEF1,CD6",CD4 T,"CD4-positive, alpha-beta T cell",CL:0000624,t/nk cell,T cells,T cells,T cells,T cells,t cell,CL:0000084,t cell,CL:0000084,t cell,CL:0000084,t cell,CL:0000084,3,3,3,3
1013,1013,1013,Lung,3,0.25,"RSPH1,CAPS",Ciliated,ciliated cell,CL:0000064,ciliated cell,Epithelial cells,Ciliated epithelial cells,Ciliated cells,Ciliated cells,ciliated epithelial cell,CL:0000067,epithelial cell,CL:0000066,ciliated cell,CL:0000064,ciliated cell,CL:0000064,-1,13,0,0
1014,1014,1014,Lung,3,0.25,"HLA-DPB1,HLA-DQA1",Dendritic,dendritic cell,CL:0000451,dendritic cell,Antigen-presenting cells (dendritic cells),Dendritic cells,Antigen presenting cells,Antigen presenting cells,dendritic cell,CL:0000451,professional antigen presenting cell,CL:0000145,professional antigen presenting cell,CL:0000145,professional antigen presenting cell,CL:0000145,0,1,1,1
1015,1015,1015,Lung,3,0.25,"C1S,DCN",Fibroblast,fibroblast,CL:0000057,fibroblast,Fibroblasts,Fibroblasts,Fibroblasts,Fibroblasts,fibroblast,CL:0000057,fibroblast,CL:0000057,fibroblast,CL:0000057,fibroblast,CL:0000057,0,0,0,0
1016,1016,1016,Lung,3,0.25,"TIMP3,TBX1",Lymphatic,,,immune cell,Mesenchymal cells or smooth muscle cells,Heart cells,Endothelial cells,Collagen-producing cells,cardiocyte,CL:0002494,smooth muscle cell,CL:0000192,endothelial cell,CL:0000115,collagen secreting cell,CL:0000667,-1,-1,-1,-1
1017,1017,1017,Lung,3,0.25,"C1QB,GPD1",Macrophage,macrophage,CL:0000235,macrophage/monocyte,Macrophages,Phagocytes,Macrophages,Macrophages,phagocyte,CL:0000234,macrophage,CL:0000235,macrophage,CL:0000235,macrophage,CL:0000235,3,0,0,0
1018,1018,1018,Lung,3,0.25,"SPON2,GNLY",Natural Killer,natural killer cell,CL:0000623,t/nk cell,Cytotoxic cells,Natural killer cells,Natural killer cells,Natural killer cells,natural killer cell,CL:0000623,cytotoxic T cell,CL:0000910,natural killer cell,CL:0000623,natural killer cell,CL:0000623,0,-1,0,0
1019,1019,1019,Lung,3,0.25,"MANF,TNFRSF17",Plasma,plasma cell,CL:0000786,b cell,Plasma cells,Plasma cells,Plasma cells,Plasma cells,plasma cell,CL:0000786,plasma cell,CL:0000786,plasma cell,CL:0000786,plasma cell,CL:0000786,0,0,0,0
1020,1020,1020,Lung,3,0.25,"SFTPA1,SFTPB",Alveolar Epithelial Type 2,type II pneumocyte,CL:0002063,epithelial cell,Alveolar epithelial cells,Alveolar cells,Alveolar epithelial type II cells,Type II Alveolar Cells,alveolar macrophage,CL:0000583,pulmonary alveolar epithelial cell,CL:0000322,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 2 cell,CL:0002063,-1,1,0,0
1021,1021,1021,Lung,3,0.25,"KIT,TPSAB1",Basophil/Mast,"basophil,mast cell","CL:0000767,CL:0000097",granulocyte,Mast cells,Mast cells,Mast cells,Mast Cells,mast cell,CL:0000097,mast cell,CL:0000097,mast cell,CL:0000097,mast cell,CL:0000097,-1,-1,-1,-1
1022,1022,1022,Lung,3,0.25,"SAT1,FCN1",CD16+ Monocyte,,,macrophage/monocyte,Monocytes,Neutrophils,Macrophages,Dendritic Cells,neutrophil,CL:0000775,monocyte,CL:0000576,macrophage,CL:0000235,dendritic cell,CL:0000451,-1,-1,-1,-1
1023,1023,1023,Lung,3,0.25,"CDC42EP1,CDH5",Capillary,,,blood vessel cell,Endothelial cells,Endothelial cells,Endothelial cells,Endothelial Cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,-1,-1,-1,-1
1024,1024,1024,Lung,3,0.25,"RPS27,RPL34",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,t/nk cell,Ribosomal (not specific to a cell type),Ribosomal cells,Epithelial or Stromal cells,Fibroblasts,cell,CL:0000000,type A enteroendocrine cell,CL:0002067,stromal cell,CL:0000499,fibroblast,CL:0000057,8,-1,-1,-1
1025,1025,1025,Lung,3,0.25,"WFDC2,CYB5A",Club,club cell,CL:0000158,epithelial cell,Epithelial cells,Ciliated epithelial cells,Secretory cells,Clara Cells,ciliated epithelial cell,CL:0000067,epithelial cell,CL:0000066,secretory cell,CL:0000151,club cell,CL:0000158,6,2,2,0
1026,1026,1026,Lung,3,0.25,"COL3A1,ITGBL1",Myofibroblast,myofibroblast cell,CL:0000186,myofibroblast cell,Fibroblasts,Fibroblasts,Fibroblasts,Fibroblast-like Cells,fibroblast,CL:0000057,fibroblast,CL:0000057,fibroblast,CL:0000057,alveolar type 1 fibroblast cell,CL:4028004,-1,-1,-1,-1
1027,1027,1027,Lung,3,0.25,"PLD4,NPC2",Plasmacytoid Dendritic,plasmacytoid dendritic cell,CL:0000784,dendritic cell,Monocytes/Macrophages,Macrophages,Alveolar macrophages,Macrophages,macrophage,CL:0000235,macrophage,CL:0000235,alveolar macrophage,CL:0000583,macrophage,CL:0000235,-1,-1,-1,-1
1028,1028,1028,Lung,3,0.25,"TYMS,KPNA2",Proliferating Macrophage,,,macrophage/monocyte,Proliferating cells,Proliferating cells,Proliferating cells,Proliferating Cells,cycling B cell,CL:4033068,cycling B cell,CL:4033068,cycling B cell,CL:4033068,cycling B cell,CL:4033068,-1,-1,-1,-1
1029,1029,1029,Lung,3,0.25,"UBE2C,SMC4",Proliferating NK/T,,,t/nk cell,Mitotic cells,Proliferating cells,Proliferating cells,Proliferating Cells,cycling B cell,CL:4033068,basal cell,CL:0000646,cycling B cell,CL:4033068,cycling B cell,CL:4033068,-1,-1,-1,-1
1030,1030,1030,Lung,3,0.25,"SPARCL1,SPRY1",Bronchial Vessel,,,bronchial cell,Fibroblasts,Neurons,Epithelial Cells,Fibroblasts,neuron,CL:0000540,fibroblast,CL:0000057,epithelial cell,CL:0000066,fibroblast,CL:0000057,-1,-1,-1,-1
1031,1031,1031,Lung,3,0.25,"SCGB1A1,SCGB3A1",Mucous,,,mucosal cell,Club cells,Club cells,Club Cells,Clara cells,club cell,CL:0000158,club cell,CL:0000158,club cell,CL:0000158,club cell,CL:0000158,-1,-1,-1,-1
1032,1032,1032,Lung,3,0.25,"LIFR,PRSS23",Vein,,,blood vessel cell,Epithelial cells,Endometrial cells,Clara Cells,Surfactant-producing cells,endometrial microvascular endothelial cell,CL:2000091,epithelial cell,CL:0000066,club cell,CL:0000158,surfactant secreting cell,CL:0000157,-1,-1,-1,-1
1033,1033,1033,Lung,3,0.25,"LAMB1,CALD1",Pericyte,pericyte,CL:0000669,pericyte,Epithelial cells,Fibroblasts,Fibroblasts,Endothelial cells,fibroblast,CL:0000057,epithelial cell,CL:0000066,fibroblast,CL:0000057,endothelial cell,CL:0000115,10,10,10,8
1034,1034,1034,Lung,3,0.25,"MYH11,MYL9",Smooth Muscle,smooth muscle cell,CL:0000192,muscle cell,Smooth Muscle Cells,Smooth Muscle Cells,Smooth Muscle Cells,Smooth muscle cells,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,0,0,0,0
1035,1035,1035,Lung,3,0.25,"BMX,ARGLU1",Artery,,,blood vessel cell,Endothelial Cells,Endothelial Cells,Basal Cells,Macrophages,endothelial cell,CL:0000115,endothelial cell,CL:0000115,basal cell,CL:0000646,macrophage,CL:0000235,-1,-1,-1,-1
1036,1036,1036,Lung,3,0.25,"SOSTDC1,EMCN",Capillary Aerocyte,,,epithelial cell,Stromal Cells,Endothelial Cells,Endothelial Cells,Mesenchymal cells,endothelial cell,CL:0000115,stromal cell,CL:0000499,endothelial cell,CL:0000115,mesenchymal cell,CL:0008019,-1,-1,-1,-1
1037,1037,1037,Lung,3,0.25,"IPO7,ACVRL1",Capillary Intermediate,,,blood vessel cell,Endothelial Cells,Endothelial Cells,Pericytes,Vascular cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,pericyte,CL:0000669,vascular leptomeningeal cell,CL:4023051,-1,-1,-1,-1
1038,1038,1038,Lung,3,0.25,"MEDAG,HAS1",Lipofibroblast,alveolar type 1 fibroblast cell,CL:4028004,fibroblast,Mesenchymal Cells,Fibroblasts,Adipocytes,Adipocytes,fibroblast,CL:0000057,mesenchymal cell,CL:0008019,adipocyte,CL:0000136,adipocyte,CL:0000136,2,8,13,13
1039,1039,1039,Lung,3,0.25,"ITLN1,MGARP",Mesothelial,mesothelial cell,CL:0000077,epithelial cell,M2 Macrophages,Epithelial Cells,Mesothelial Cells,Mucosal cells,epithelial cell,CL:0000066,alternatively activated macrophage,CL:0000890,mesothelial cell,CL:0000077,mucosal type mast cell,CL:0000485,2,-1,0,-1
1040,1040,1040,Lung,3,0.25,"TMEM40,GP6",Platelet/Megakaryocyte,"platelet,megakaryocyte","CL:0000233,CL:0000556","platelet,megakaryocyte",Platelets,Platelets,Vascular endothelial cells,"Endothelial cells, Megakaryocytes",platelet,CL:0000233,platelet,CL:0000233,endothelial cell of vascular tree,CL:0002139,megakaryocyte,CL:0000556,-1,-1,-1,-1
1041,1041,1041,Lung,3,0.25,"S100A6,GNLY",Natural Killer T,,,t/nk cell,Cytotoxic T Cells,Natural Killer Cells,Natural killer (NK) cells,"T cells, Natural killer cells",natural killer cell,CL:0000623,cytotoxic t cell,CL:0000910,natural killer cell,CL:0000623,natural killer cell,CL:0000623,-1,-1,-1,-1
1042,1042,1042,Lung,3,0.25,"CNN1,FAM150A",Fibromyocyte,,,muscle cell,Smooth Muscle Cells,Smooth Muscle Cells,Smooth muscle cells,"Smooth muscle cells, Fibroblasts",smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,muscle fibroblast,CL:1001609,-1,-1,-1,-1
1043,1043,1043,Lung,3,0.25,"FAM3D,COX5A",Goblet,goblet cell,CL:0000160,epithelial cell,Enterocytes,Pancreatic Cells,Epithelial cells,"Type II alveolar epithelial cells, Respiratory epithelial cells",pancreatic A cell,CL:0000171,enterocyte,CL:0000584,epithelial cell,CL:0000066,fetal pre-type II pulmonary alveolar epithelial cell,CL:4040003,-1,-1,1,-1
1044,1044,1044,Lung,3,0.25,"BSND,MFSD6L",Ionocyte,ionocyte,CL:0005006,epithelial cell,Epithelial Cells,Kidney Cells,Ionocyte-like cells,"Type I alveolar epithelial cells, Secretory epithelial cells",kidney cell,CL:1000497,epithelial cell,CL:0000066,ionocyte,CL:0005006,pulmonary alveolar type 1 cell,CL:0002062,-1,1,0,-1
1045,1045,1045,Lung,3,0.25,"NENF,CPE",Neuroendocrine,neuroendocrine cell,CL:0000165,epithelial cell,Neuroendocrine Cells,Neurons,Neuroendocrine cells,"Neuroendocrine cells, Peptide-secreting cells",neuron,CL:0000540,neuroendocrine cell,CL:0000165,neuroendocrine cell,CL:0000165,peptide hormone secreting cell,CL:0000167,2,0,0,-1
1046,1046,1046,Lung,3,0.25,"PRH2,PRB4",Serous,serous secreting cell,CL:0000313,secretory cell,Salivary Gland Cells,Salivary Gland Cells,Salivary gland cells,"Ciliated epithelial cells, Secretory cells",salivary gland cell,CL:0009005,salivary gland cell,CL:0009005,salivary gland cell,CL:0009005,ciliated epithelial cell,CL:0000067,-1,-1,-1,-1
1047,1047,1047,Lung,3,0.25,"CTSZ,LAPTM5",Macrophages,macrophage,CL:0000235,macrophage/monocyte,Macrophages,Macrophages,Macrophages,"Alveolar macrophages, Antigen-presenting cells",macrophage,CL:0000235,macrophage,CL:0000235,macrophage,CL:0000235,professional antigen presenting cell,CL:0000145,0,0,0,1
1048,1048,1048,Lung,3,0.25,"CD7,CCL5",Innate lymphoid cell NK,natural killer cell,CL:0000623,t/nk cell,T Cells,T Cells,T cells,"T cells, Inflammatory cells",t cell,CL:0000084,t cell,CL:0000084,t cell,CL:0000084,inflammatory cell,CL:0009002,-1,-1,-1,-1
1049,1049,1049,Lung,3,0.25,"SFTPD,MUC1",AT2,type II pneumocyte,CL:0002063,epithelial cell,Alveolar Epithelial Cells,Alveolar Cells,Alveolar epithelial cells (Type II),"Type II alveolar epithelial cells, Club cells",alveolar macrophage,CL:0000583,pulmonary alveolar epithelial cell,CL:0000322,fetal pre-type II pulmonary alveolar epithelial cell,CL:4040003,fetal pre-type II pulmonary alveolar epithelial cell,CL:4040003,-1,1,1,1
1050,1050,1050,Lung,3,0.25,"MGP,ACKR1",EC venous,vein endothelial cell,CL:0002543,endothelial cell,Endothelial Cells,Osteoblasts,Endothelial cells,Endothelial cells,osteoblast,CL:0000062,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,-1,3,3,3
1051,1051,1051,Lung,3,0.25,"CD3E,CCL5",T cell lineage,T cell,CL:0000084,t/nk cell,T Cells,T Cells,T cells,T cells,t cell,CL:0000084,t cell,CL:0000084,t cell,CL:0000084,t cell,CL:0000084,0,0,0,0
1052,1052,1052,Lung,3,0.25,"SPARCL1,CLDN5",EC arterial,endothelial cell of artery,CL:1000413,endothelial cell,Endothelial Cells,Endothelial Cells,Endothelial cells,"Endothelial cells, pericytes",endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,pericyte,CL:0000669,3,3,3,-1
1053,1053,1053,Lung,3,0.25,"MGP,LUM",Fibroblasts,fibroblast,CL:0000057,fibroblast,Chondrocytes,Fibroblasts,Fibroblasts,Alveolar type II cells,fibroblast,CL:0000057,chondrocyte,CL:0000138,fibroblast,CL:0000057,pulmonary alveolar type 2 cell,CL:0002063,0,-1,0,-1
1054,1054,1054,Lung,3,0.25,"AGER,CAV1",AT1,type I pneumocyte,CL:0002062,epithelial cell,Mesenchymal Cells,Endothelial Cells,Type I alveolar cells,Alveolar macrophages,endothelial cell,CL:0000115,mesenchymal cell,CL:0008019,pulmonary alveolar type 1 cell,CL:0002062,alveolar macrophage,CL:0000583,16,10,0,-1
1055,1055,1055,Lung,3,0.25,"TMEM231,C11orf97",Multiciliated lineage,multi-ciliated epithelial cell,CL:0005012,epithelial cell,Unknown,Kidney Cells,Ciliated cells,"Ciliated cells, club cells",kidney cell,CL:1000497,cyanophore,CL:0000747,ciliated cell,CL:0000064,club cell,CL:0000158,-1,-1,2,-1
1056,1056,1056,Lung,3,0.25,"IGHA1,LTB",B cell lineage,B cell,CL:0000236,b cell,Plasma Cells,Plasma Cells,B cells,"B cells, plasma cells",plasma cell,CL:0000786,plasma cell,CL:0000786,b cell,CL:0000236,plasma cell,CL:0000786,-1,-1,0,-1
1057,1057,1057,Lung,3,0.25,"WFDC2,MUC1",Secretory,secretory cell,CL:0000151,secretory cell,Epithelial Cells,Epithelial Cells,Bronchial epithelial cells,"Goblet cells, Clara cells",epithelial cell,CL:0000066,epithelial cell,CL:0000066,bronchial epithelial cell,CL:0002328,respiratory goblet cell,CL:0002370,12,12,-1,-1
1058,1058,1058,Lung,3,0.25,"COTL1,CD14",Monocytes,monocyte,CL:0000576,macrophage/monocyte,Monocytes,Monocytes,Monocytes/Macrophages,"Monocytes, macrophages",monocyte,CL:0000576,monocyte,CL:0000576,macrophage,CL:0000235,macrophage,CL:0000235,0,0,2,2
1059,1059,1059,Lung,3,0.25,"MARCKSL1,SEC11C",Submucosal Secretory,,,secretory cell,1. Fibroblast,Melanocytes,Clara cells,"Macrophages, secretory cells",melanocyte,CL:0000148,fibroblast,CL:0000057,club cell,CL:0000158,secretory cell,CL:0000151,-1,-1,-1,-1
1060,1060,1060,Lung,3,0.25,"IFI27,CDH5",EC capillary,capillary endothelial cell,CL:0002144,endothelial cell,2. Endothelial cell,Endothelial Cells,Endothelial Cell,Alveolar epithelial cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,pulmonary alveolar epithelial cell,CL:0000322,2,2,2,-1
1061,1061,1061,Lung,3,0.25,"CLDN5,RAMP2",Lymphatic EC mature,,,endothelial cell,3. Endothelial cell,Endothelial Cells,Endothelial Cell,Endothelial cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,-1,-1,-1,-1
1062,1062,1062,Lung,3,0.25,"SDPR,TFF3",Lymphatic EC differentiating,,,endothelial cell,4. Epithelial cell,Epithelial cells,Alveolar Epithelial Cell,Alveolar type 2 cells,epithelial cell,CL:0000066,epithelial cell,CL:0000066,pulmonary alveolar epithelial cell,CL:0000322,pulmonary alveolar type 2 cell,CL:0002063,-1,-1,-1,-1
1063,1063,1063,Lung,3,0.25,"HLA-DQB1,HLA-DMA",Dendritic cells,dendritic cell,CL:0000451,dendritic cell,5. Antigen presenting cell (APC),B cells,Antigen Presenting Cell,Antigen presenting cells,b cell,CL:0000236,professional antigen presenting cell,CL:0000145,professional antigen presenting cell,CL:0000145,professional antigen presenting cell,CL:0000145,-1,1,1,1
1064,1064,1064,Lung,3,0.25,"CTGF,MT1X",Myofibroblasts,myofibroblast cell,CL:0000186,myofibroblast cell,6. Fibroblast,Fibroblast Cells,Fibroblast,Fibroblasts,fibroblast,CL:0000057,fibroblast,CL:0000057,fibroblast,CL:0000057,fibroblast,CL:0000057,-1,-1,-1,-1
1065,1065,1065,Lung,3,0.25,"HPGDS,KIT",Mast cells,mast cell,CL:0000097,granulocyte,7. Mast cell,Mast Cells,Mast Cell,Mast cells,mast cell,CL:0000097,mast cell,CL:0000097,mast cell,CL:0000097,mast cell,CL:0000097,0,0,0,0
1066,1066,1066,Lung,3,0.25,"LMOD1,FLNA",Fibromyocytes,,,muscle cell,8. Smooth muscle cell,Smooth Muscle Cells,Smooth Muscle Cell,Smooth muscle cells,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,-1,-1,-1,-1
1067,1067,1067,Lung,3,0.25,"EID1,ARPC1A",Lymphatic EC proliferating,,,endothelial cell,9. Fibroblast,Neuronal cells,Fibroblast,Immune cells,neuronal receptor cell,CL:0000006,fibroblast,CL:0000057,fibroblast,CL:0000057,leukocyte,CL:0000738,-1,-1,-1,-1
1068,1068,1068,Lung,3,0.25,"PKHD1L1,TSHZ2",Endothelial cell (lymphatic),endothelial cell of lymphatic vessel,CL:0002138,endothelial cell,10. Epithelial cell,Kidney Tubular Cells,Ciliated Epithelial Cell,Ciliated epithelial cells,kidney cell,CL:1000497,epithelial cell,CL:0000066,ciliated epithelial cell,CL:0000067,ciliated epithelial cell,CL:0000067,-1,8,-1,-1
1069,1069,1069,Lung,3,0.25,"LIMCH1,NCKAP5",Epithelial cell (alveolar type I),type I pneumocyte,CL:0002062,epithelial cell,11. Neuron,Neuronal cells,Neuron,Intercalated cells,neuronal receptor cell,CL:0000006,neuron,CL:0000540,neuron,CL:0000540,renal intercalated cell,CL:0005010,-1,9,9,-1
1070,1070,1070,Lung,3,0.25,"LRRK2,SFTPB",Epithelial cell (alveolar type II),type II pneumocyte,CL:0002063,epithelial cell,12. Epithelial cell (Alveolar type II pneumocytes),Alveolar Type II cells,Type II pneumocytes,Alveolar epithelial cells,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 2 cell,CL:0002063,type II pneumocyte differentiation,GO:0060510,pulmonary alveolar epithelial cell,CL:0000322,0,0,-1,1
1071,1071,1071,Lung,3,0.25,"XPR1,GLIS3",Epithelial cell (basal),basal cell,CL:0000646,stem cell,13. Renal epithelial cell,Pancreatic Beta Cells,Pulmonary alveolar epithelial cells,Bronchial epithelial cells,type B pancreatic cell,CL:0000169,renal cortical epithelial cell,CL:0002584,pulmonary alveolar epithelial cell,CL:0000322,bronchial epithelial cell,CL:0002328,-1,-1,-1,-1
1072,1072,1072,Lung,3,0.25,"HYDIN,CFAP54",Epithelial cell (ciliated),ciliated epithelial cell,CL:0000067,epithelial cell,14. Ciliated epithelial cell,Ependymal Cells,Ciliated epithelial cells,Ciliated epithelial cells,ependymal cell,CL:0000065,ciliated epithelial cell,CL:0000067,ciliated epithelial cell,CL:0000067,ciliated epithelial cell,CL:0000067,-1,0,0,0
1073,1073,1073,Lung,3,0.25,"BMPR1B,MECOM",Epithelial cell (club),club cell,CL:0000158,epithelial cell,15. Mesenchymal stem cell,Osteoblasts,Pulmonary mesenchymal stromal cells,Mesenchymal stem cells,osteoblast,CL:0000062,mesenchymal stem cell,CL:0000134,placental amniotic mesenchymal stromal cell,CL:2000061,mesenchymal stem cell,CL:0000134,-1,13,-1,13
1074,1074,1074,Lung,3,0.25,"CREB3L2,PDK1",Immune (B cell),B cell,CL:0000236,b cell,16. Endothelial cell,Fibroblast Cells,Basal cells,Immune cells,fibroblast,CL:0000057,endothelial cell,CL:0000115,basal cell,CL:0000646,leukocyte,CL:0000738,-1,-1,-1,4
1075,1075,1075,Lung,3,0.25,"FYN,SKAP1",Immune (NK cell),natural killer cell,CL:0000623,t/nk cell,17. T cell,T Cells,T cells,T-lymphocytes,t cell,CL:0000084,t cell,CL:0000084,t cell,CL:0000084,T cell,CL:0000084,-1,-1,-1,-1
1076,1076,1076,Lung,3,0.25,"FYN,PTPRC",Immune (T cell),T cell,CL:0000084,t/nk cell,18. T cell,T Cells,T cells,Endothelial cells,t cell,CL:0000084,t cell,CL:0000084,t cell,CL:0000084,endothelial cell,CL:0000115,0,0,0,-1
1077,1077,1077,Lung,3,0.25,"ZEB2,TFRC",Immune (alveolar macrophage),alveolar macrophage,CL:0000583,macrophage/monocyte,19. Immune cell,Monocyte/Macrophages,Pulmonary myofibroblasts,Mast cells,monocyte,CL:0000576,leukocyte,CL:0000738,pulmonary interstitial fibroblast,CL:0002241,mast cell,CL:0000097,3,4,-1,-1
