,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,tissue,simuround,subset,marker,manual_annotation,manual_CLname,manual_CLID,manual_broadtype,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_annotation,gpt-4o-2024-08-06_annotation,gpt-4o-mini-2024-07-18_annotation,gpt-4o-2024-08-06_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified_new,gpt-4o-mini-2024-07-18_aggrement_modified,gpt-4o-mini-2024-07-18_aggrement_modified_new,gpt-4-0613_aggrement_modified,gpt-4-0613_aggrement_modified_new,gpt-4-turbo-2024-04-09_aggrement_modified,gpt-4-turbo-2024-04-09_aggrement_modified_new
10,1010,1010,1010,1010,Lung,3,0.25,"CLDN1,DST",Basal,basal cell,CL:0000646,stem cell,Basal,"Basal, Alveolar Fibroblast, Macrophage",Basal,Ciliated,0,1.0000,-1,-1,-1,0.2222,0,1.0000
11,1011,1011,1011,1011,Lung,3,0.25,"VCAN,S100A9",CD14+ Monocyte,CD14-positive monocyte,CL:0001054,macrophage/monocyte,Classical Monocyte,"Neuroendocrine, Basal, Classical Monocyte",Classical Monocyte,"Proliferating Macrophage, Alveolar Fibroblast, Classical Monocyte",-1,0.6667,-1,0.4444,-1,0.6667,-1,0.6667
12,1012,1012,1012,1012,Lung,3,0.25,"LEF1,CD6",CD4 T,"CD4-positive, alpha-beta T cell",CL:0000624,t/nk cell,"CD4+ Memory/Effector T, CD4+ Naive T","CD4+ Naive T, CD8+ Memory/Effector T",CD4+ Memory/Effector T,"CD4+ Memory/Effector T, CD4+ Naive T",-1,0.6923,-1,0.6923,-1,0.5714,-1,0.6923
13,1013,1013,1013,1013,Lung,3,0.25,"RSPH1,CAPS",Ciliated,ciliated cell,CL:0000064,ciliated cell,Ciliated,"Ciliated, Platelet/Megakaryocyte",Ciliated,"Ciliated, Platelet/Megakaryocyte",0,-1,-1,-1,-1,-1,0,-1
14,1014,1014,1014,1014,Lung,3,0.25,"HLA-DPB1,HLA-DQA1",Dendritic,dendritic cell,CL:0000451,dendritic cell,"Macrophage, Proliferating Macrophage","Alveolar Epithelial Type 2, Macrophage, B, Myeloid Dendritic Type 2",Macrophage,"B, Macrophage, Myeloid Dendritic Type 1, Myeloid Dendritic Type 2",-1,-1,-1,-1,-1,-1,-1,-1
15,1015,1015,1015,1015,Lung,3,0.25,"C1S,DCN",Fibroblast,fibroblast,CL:0000057,fibroblast,"Basal, Adventitial Fibroblast, Alveolar Fibroblast","Basal, Adventitial Fibroblast, Alveolar Fibroblast",Adventitial Fibroblast,"Basal, Adventitial Fibroblast, Alveolar Fibroblast",-1,0.6667,-1,0.6667,-1,0.6667,-1,0.6667
16,1016,1016,1016,1016,Lung,3,0.25,"TIMP3,TBX1",Lymphatic,,,immune cell,Lymphatic,"Alveolar Epithelial Type 1, Alveolar Fibroblast, Vein, Lymphatic",Lymphatic,"Alveolar Epithelial Type 2, Basophil/Mast",0,1.0000,-1,0.2857,-1,0.5714,0,1.0000
17,1017,1017,1017,1017,Lung,3,0.25,"C1QB,GPD1",Macrophage,macrophage,CL:0000235,macrophage/monocyte,"Macrophage, Proliferating Macrophage","Mesothelial, Macrophage, Proliferating Macrophage",Macrophage,"Mesothelial, Macrophage",0,1.0000,-1,0.2500,-1,0.8333,-1,0.8333
18,1018,1018,1018,1018,Lung,3,0.25,"SPON2,GNLY",Natural Killer,natural killer cell,CL:0000623,t/nk cell,"Natural Killer, Proliferating NK/T","Ciliated, Goblet, Natural Killer, CD8+ Naive T",Natural Killer,"Natural Killer, Proliferating NK/T, CD8+ Naive T",0,1.0000,-1,0.4545,-1,0.4545,-1,0.4167
19,1019,1019,1019,1019,Lung,3,0.25,"MANF,TNFRSF17",Plasma,plasma cell,CL:0000786,b cell,Plasma,"Goblet, Plasma, Plasmacytoid Dendritic",Plasma,"Ionocyte, Plasma",0,1.0000,-1,0.2000,-1,0.3636,0,1.0000
20,1020,1020,1020,1020,Lung,3,0.25,"SFTPA1,SFTPB",Alveolar Epithelial Type 2,type II pneumocyte,CL:0002063,epithelial cell,"Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2","Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Club",Alveolar Epithelial Type 2,Alveolar Epithelial Type 2,0,1.0000,0,1.0000,0,1.0000,0,1.0000
21,1021,1021,1021,1021,Lung,3,0.25,"KIT,TPSAB1",Basophil/Mast,"basophil,mast cell","CL:0000767,CL:0000097",granulocyte,"Basophil/Mast 1, Basophil/Mast 2","Ionocyte, Basophil/Mast 1, Basophil/Mast 2, Bronchial Vessel 2",Basophil/Mast,Basophil/Mast 1,0,1.0000,0,1.0000,0,1.0000,0,1.0000
22,1022,1022,1022,1022,Lung,3,0.25,"SAT1,FCN1",CD16+ Monocyte,,,macrophage/monocyte,"Classical Monocyte, Nonclassical Monocyte, Intermediate Monocyte, EREG+ Dendritic","Ciliated, Goblet, Mucous, Vein, Adventitial Fibroblast, Alveolar Fibroblast, Lipofibroblast, Mesothelial, Platelet/Megakaryocyte, Macrophage, Myeloid Dendritic Type 1, IGSF21+ Dendritic, EREG+ Dendritic, Classical Monocyte, OLR1+ Classical Monocyte, Nonclassical Monocyte, Intermediate Monocyte, EREG+ Dendritic, Classical Monocyte, OLR1+ Classical Monocyte, Nonclassical Monocyte, Intermediate Monocyte","Adventitial Fibroblast, Classical Monocyte",Classical Monocyte,3,0.5714,3,0.5714,3,0.5714,3,0.5714
23,1023,1023,1023,1023,Lung,3,0.25,"CDC42EP1,CDH5",Capillary,,,blood vessel cell,"Bronchial Vessel 2, Capillary Aerocyte","Alveolar Epithelial Type 2, Bronchial Vessel 2, Capillary Aerocyte, Capillary, Capillary Intermediate 1","Alveolar Epithelial Type 2, Capillary",Capillary Intermediate 1,-1,-1,-1,-1,-1,-1,-1,-1
24,1024,1024,1024,1024,Lung,3,0.25,"RPS27,RPL34",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,t/nk cell,"Airway Smooth Muscle, Basal, Bronchial Vessel 1","Club, Basal, Signaling Alveolar Epithelial Type 2, Capillary Intermediate 2, Bronchial Vessel 1, Airway Smooth Muscle, Lipofibroblast, Mesothelial, B, CD8+ Memory/Effector T, CD8+ Naive T, CD4+ Memory/Effector T, CD4+ Naive T",Mixed (various types due to high significance across multiple types),Club,-1,0.1538,-1,0.1818,-1,0.7500,-1,0.1429
25,1025,1025,1025,1025,Lung,3,0.25,"WFDC2,CYB5A",Club,club cell,CL:0000158,epithelial cell,"Differentiating Basal, Goblet, Mucous, Serous, Mesothelial","Differentiating Basal, Goblet, Mucous, Serous, Mesothelial, Platelet/Megakaryocyte, Club, Signaling Alveolar Epithelial Type 2, Capillary Aerocyte, Capillary Intermediate 2, Alveolar Fibroblast, Mesothelial, Platelet/Megakaryocyte, Macrophage, Proliferating Macrophage, TREM2+ Dendritic","Goblet, Macrophage",Goblet,-1,0.4286,-1,0.4286,-1,0.2500,-1,0.3333
26,1026,1026,1026,1026,Lung,3,0.25,"COL3A1,ITGBL1",Myofibroblast,myofibroblast cell,CL:0000186,myofibroblast cell,"Myofibroblast, Alveolar Fibroblast","Ionocyte, Myofibroblast, Adventitial Fibroblast, Lipofibroblast, Mesothelial, Myofibroblast, Alveolar Fibroblast","Myofibroblast, Adventitial Fibroblast","Ionocyte, Myofibroblast",-1,0.4286,0,1.0000,-1,0.4286,-1,0.4286
27,1027,1027,1027,1027,Lung,3,0.25,"PLD4,NPC2",Plasmacytoid Dendritic,plasmacytoid dendritic cell,CL:0000784,dendritic cell,"Plasmacytoid Dendritic, Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2","Plasmacytoid Dendritic, Myeloid Dendritic Type 2, Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Vein, Bronchial Vessel 1, Myofibroblast, Lipofibroblast, Mesothelial, Macrophage, Proliferating Macrophage, Plasmacytoid Dendritic, Myeloid Dendritic Type 2, IGSF21+ Dendritic, EREG+ Dendritic, TREM2+ Dendritic, Classical Monocyte, OLR1+ Classical Monocyte, Nonclassical Monocyte, Intermediate Monocyte","Plasmacytoid Dendritic, NPC2",Myeloid Dendritic Type 2,0,1.0000,-1,0.6250,0,1.0000,-1,0.2500
28,1028,1028,1028,1028,Lung,3,0.25,"TYMS,KPNA2",Proliferating Macrophage,,,macrophage/monocyte,"Proliferating Basal, Proliferating NK/T, Proliferating Macrophage","Proliferating Basal, Signaling Alveolar Epithelial Type 2, Lipofibroblast, Proliferating NK/T, Proliferating Macrophage, Proliferating Basal, Ionocyte, Lymphatic, Adventitial Fibroblast, Lipofibroblast, Mesothelial, Proliferating NK/T, Proliferating Macrophage","Proliferating NK/T, Proliferating Basal",Proliferating Basal,-1,0.2222,-1,0.2222,-1,-1,-1,-1
29,1029,1029,1029,1029,Lung,3,0.25,"UBE2C,SMC4",Proliferating NK/T,,,t/nk cell,"Proliferating Basal, Proliferating NK/T, Proliferating Macrophage","Proliferating Basal, Proliferating NK/T, Proliferating Macrophage, Proliferating Basal, Signaling Alveolar Epithelial Type 2, Proliferating NK/T, Proliferating Macrophage","Proliferating Basal, Proliferating NK/T",Proliferating Macrophage,-1,0.1538,-1,0.3333,-1,-1,-1,-1
30,1030,1030,1030,1030,Lung,3,0.25,"SPARCL1,SPRY1",Bronchial Vessel,,,bronchial cell,Bronchial Vessel,"Bronchial Vessel 1, Bronchial Vessel 2, Airway Smooth Muscle, Fibromyocyte, Proximal Basal, Proliferating Basal, Pericyte",Bronchial Vessel,"Bronchial Vessel 1, Bronchial Vessel 2, Airway Smooth Muscle",0,1.0000,-1,0.1818,-1,0.1818,0,1.0000
