,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,tissue,simuround,subset,marker,manual_annotation,manual_CLname,manual_CLID,manual_broadtype,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_annotation,gpt-4o-2024-08-06_annotation,gpt-4o-mini-2024-07-18_annotation,gpt-4-0613_Clname,gpt-4-0613_CLID,gpt-4-turbo-2024-04-09_Clname,gpt-4-turbo-2024-04-09_CLID,gpt-4o-2024-08-06_Clname,gpt-4o-2024-08-06_CLID,gpt-4o-mini-2024-07-18_Clname,gpt-4o-mini-2024-07-18_CLID,gpt-4-0613_aggrement_modified,gpt-4-turbo-2024-04-09_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified,gpt-4o-mini-2024-07-18_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified_new,gpt-4o-mini-2024-07-18_aggrement_modified_new,gpt-4-0613_aggrement_modified_new,gpt-4-turbo-2024-04-09_aggrement_modified_new
39,539,539,539,Lung,2,0.25,"WFDC2,GABRP",Goblet,goblet cell,CL:0000160,epithelial cell,Epithelial Cells,Ovarian cancer cells,Epithelial,Neuroendocrine cells,ovarian surface epithelial cell,CL:2000064,epithelial cell,CL:0000066,epithelial cell,CL:0000066,neuroendocrine cell,CL:0000165,-1,1,1,-1,0.7500,0.4286,0.6000,0.7500
40,540,540,540,Lung,2,0.25,"TFF3,PHGR1",Ionocyte,ionocyte,CL:0005006,epithelial cell,Epithelial Cells,Goblet cells,Club Cell,"Clara cells, Club cells",goblet cell,CL:0000160,epithelial cell,CL:0000066,club cell,CL:0000158,club cell,CL:0000158,-1,1,-1,-1,0.4286,0.4286,0.6000,0.7500
41,541,541,541,Lung,2,0.25,"EGR1,SCGN",Neuroendocrine,neuroendocrine cell,CL:0000165,epithelial cell,Neurons,Neuronal cells,Neuroendocrine Cell,Neuroendocrine cells,neuronal receptor cell,CL:0000006,neuron,CL:0000540,neuroendocrine cell,CL:0000165,neuroendocrine cell,CL:0000165,-1,2,0,0,1.0000,1.0000,0.4444,0.6667
42,542,542,542,Lung,2,0.25,"PRB3,PRR4",Serous,serous secreting cell,CL:0000313,secretory cell,Salivary Gland Duct Cells,Salivary gland cells,Mucous Cell,Goblet cells,salivary gland cell,CL:0009005,intercalated cell of salivary gland,CL:4052048,mucus secreting cell,CL:0000319,goblet cell,CL:0000160,-1,-1,-1,-1,0.6000,0.1429,0.1667,0.2857
43,543,543,543,Lung,2,0.25,"C1QA,FCER1G",Macrophages,macrophage,CL:0000235,macrophage/monocyte,Macrophages,Monocytes/macrophages,Alveolar Macrophage,"Macrophages, Mast cells",macrophage,CL:0000235,macrophage,CL:0000235,alveolar macrophage,CL:0000583,mast cell,CL:0000097,0,0,-1,-1,0.7143,0.6667,1.0000,1.0000
44,544,544,544,Lung,2,0.25,"CCL5,CD7",Innate lymphoid cell NK,natural killer cell,CL:0000623,t/nk cell,T cells,T cells,Cytotoxic T Cell,T cells,t cell,CL:0000084,t cell,CL:0000084,cytotoxic t cell,CL:0000910,t cell,CL:0000084,-1,-1,-1,-1,0.4167,0.5556,0.5556,0.5556
45,545,545,545,Lung,2,0.25,"SLC34A2,S100A14",AT2,type II pneumocyte,CL:0002063,epithelial cell,Alveolar Epithelial Type II Cells,Lung epithelial cells,Type II Alveolar Cell,Alveolar type II cells,epithelial cell of lung,CL:0000082,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 2 cell,CL:0002063,2,0,0,0,1.0000,1.0000,0.7500,1.0000
46,546,546,546,Lung,2,0.25,"VWF,SPARCL1",EC venous,vein endothelial cell,CL:0002543,endothelial cell,Endothelial Cells,Endothelial cells,Pulmonary Endothelial Cell,Endothelial cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,pulmonary artery endothelial cell,CL:1001568,endothelial cell,CL:0000115,3,3,-1,3,0.6250,0.5000,0.5000,0.5000
47,547,547,547,Lung,2,0.25,"TRBC2,CD3D",T cell lineage,T cell,CL:0000084,t/nk cell,T cells,T cells,T Cell,T cells,t cell,CL:0000084,t cell,CL:0000084,t cell,CL:0000084,t cell,CL:0000084,0,0,0,0,1.0000,1.0000,1.0000,1.0000
48,548,548,548,Lung,2,0.25,"GIMAP7,A2M",EC arterial,endothelial cell of artery,CL:1000413,endothelial cell,Macrophages,Lymphocytes,B Cell,"B cells, Plasma cells",lymphocyte,CL:0000542,macrophage,CL:0000235,b cell,CL:0000236,plasma cell,CL:0000786,-1,-1,-1,-1,0.2000,0.1818,0.2500,0.2500
49,549,549,549,Lung,2,0.25,"CALD1,C1S",Fibroblasts,fibroblast,CL:0000057,fibroblast,Fibroblasts,Fibroblasts/Smooth muscle cells,Fibroblast,"Smooth muscle cells, Fibroblasts",smooth muscle cell,CL:0000192,fibroblast,CL:0000057,fibroblast,CL:0000057,muscle fibroblast,CL:1001609,-1,0,0,-1,1.0000,0.8000,0.2857,1.0000
50,550,550,550,Lung,2,0.25,"CEACAM6,CAV1",AT1,type I pneumocyte,CL:0002062,epithelial cell,Epithelial Cells,Epithelial cells,Epithelial cells,"Type II alveolar cells, Tumor cells",epithelial cell,CL:0000066,epithelial cell,CL:0000066,epithelial cell,CL:0000066,pulmonary alveolar type 2 cell,CL:0002063,3,3,3,-1,0.5000,0.7143,0.5000,0.5000
51,551,551,551,Lung,2,0.25,"GSTA1,RP11-356K23.1",Multiciliated lineage,multi-ciliated epithelial cell,CL:0005012,epithelial cell,Hepatocytes,Hepatocytes,Club cells,"Clara cells, Type II alveolar cells",hepatocyte,CL:0000182,hepatocyte,CL:0000182,club cell,CL:0000158,pulmonary alveolar type 2 cell,CL:0002063,-1,-1,-1,-1,0.3750,0.3750,0.5000,0.5000
52,552,552,552,Lung,2,0.25,"CD79A,MS4A1",B cell lineage,B cell,CL:0000236,b cell,B cells,B cells,B cells,"B cells, Plasmablasts",b cell,CL:0000236,b cell,CL:0000236,b cell,CL:0000236,plasmablast,CL:0000980,0,0,0,-1,1.0000,0.7000,1.0000,1.0000
53,553,553,553,Lung,2,0.25,"TACSTD2,CP",Secretory,secretory cell,CL:0000151,secretory cell,Epithelial Cells,Breast cancer cells,Epithelial cells,"Carcinoma cells, Epithelial cells",adipocyte of breast,CL:0002617,epithelial cell,CL:0000066,epithelial cell,CL:0000066,nasopharyngeal epithelial cell,CL:1001573,-1,12,12,-1,0.2500,0.1667,0.2000,0.2500
54,554,554,554,Lung,2,0.25,"COTL1,S100A8",Monocytes,monocyte,CL:0000576,macrophage/monocyte,Granulocytes,Neutrophils,Neutrophils,"Neutrophils, Macrophages",neutrophil,CL:0000775,granulocyte,CL:0000094,neutrophil,CL:0000775,macrophage,CL:0000235,-1,6,-1,2,0.5714,0.6667,0.5714,0.6667
55,555,555,555,Lung,2,0.25,"AZGP1,LTF",Submucosal Secretory,,,secretory cell,Adipocyte,"Breast epithelial cell, Myoepithelial cell",Epithelial cells,"Alveolar macrophages, Lung epithelial cells",myoepithelial cell,CL:0000185,adipocyte,CL:0000136,epithelial cell,CL:0000066,pulmonary alveolar epithelial cell,CL:0000322,-1,-1,12,-1,0.2500,0.1667,0.2500,0.2500
56,556,556,556,Lung,2,0.25,"CDH5,TM4SF1",EC capillary,capillary endothelial cell,CL:0002144,endothelial cell,Endothelial cell,Endothelial cell,Endothelial cells,"Endothelial cells, Vascular cells",endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,colon endothelial cell,CL:1001572,2,2,2,-1,0.6000,0.5000,0.6000,0.6000
57,557,557,557,Lung,2,0.25,"CCL21,MMRN1",Lymphatic EC mature,,,endothelial cell,Lymphatic endothelial cell,Follicular dendritic cell,Lymphatic endothelial cells,"Dendritic cells, Fibroblasts",follicular dendritic cell,CL:0000442,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell of lymphatic vessel,CL:0002138,subepithelial intestinal fibroblast,CL:4052007,-1,-1,-1,-1,0.2000,0.2000,0.1250,0.2000
58,558,558,558,Lung,2,0.25,"GNG11,TFF3",Lymphatic EC differentiating,,,endothelial cell,Enterocyte,Goblet Cell,Endothelial cells,"Neuroendocrine cells, Goblet cells",goblet cell,CL:0000160,enterocyte,CL:0000584,endothelial cell,CL:0000115,respiratory goblet cell,CL:0002370,-1,-1,-1,-1,-1,-1,-1,-1
59,559,559,559,Lung,2,0.25,"HLA-DPB1,HLA-DRB1",Dendritic cells,dendritic cell,CL:0000451,dendritic cell,Antigen-presenting cell,"Dendritic cell, B cell",Dendritic cells,"Antigen presenting cells, T cells",dendritic cell,CL:0000451,professional antigen presenting cell,CL:0000145,dendritic cell,CL:0000451,professional antigen presenting cell,CL:0000145,0,1,0,1,1.0000,0.8000,1.0000,0.8000
60,560,560,560,Lung,2,0.25,"IGFBP5,CALD1",Myofibroblasts,myofibroblast cell,CL:0000186,myofibroblast cell,Fibroblast,"Fibroblast, Myofibroblast",Fibroblast,Fibroblasts,pulmonary interstitial fibroblast,CL:0002241,fibroblast,CL:0000057,fibroblast,CL:0000057,fibroblast,CL:0000057,-1,-1,-1,-1,0.6000,0.6000,0.5000,0.6000
61,561,561,561,Lung,2,0.25,"CPA3,MS4A2",Mast cells,mast cell,CL:0000097,granulocyte,Mast cell,Mast cell,Mast cell,Mast cells,mast cell,CL:0000097,mast cell,CL:0000097,mast cell,CL:0000097,mast cell,CL:0000097,0,0,0,0,1.0000,1.0000,1.0000,1.0000
