,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,simuround,tissue,noise,marker,manual_annotation,manual_CLname,manual_CLID,gpt-4o-2024-08-06_annotation,gpt-4o-2024-08-06_CLID,gpt-4o-mini-2024-07-18_annotation,gpt-4o-mini-2024-07-18_CLID,gpt-4-0613_annotation,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_CLID,gpt-4-turbo-2024-04-09_CLID,gpt-4-0613_Clname,gpt-4-turbo-2024-04-09_Clname,gpt-4o-2024-08-06_Clname,gpt-4o-mini-2024-07-18_Clname,gpt-4-0613_aggrement_modified,gpt-4-turbo-2024-04-09_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified,gpt-4o-mini-2024-07-18_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified_new,gpt-4o-mini-2024-07-18_aggrement_modified_new,gpt-4-0613_aggrement_modified_new,gpt-4-turbo-2024-04-09_aggrement_modified_new
10,2010,2010,2010,2010,2010,4,Lung,1.0,"AC005821.1,LRRC38,MKRN9P,KCTD8,RSPO1,GPR1,SYT4,PLPPR4,LINC01902,FABP7,GENE95",myofibroblast cell,myofibroblast cell,CL:0000186,Club Cells,CL:0000158,Type II Alveolar Cells,CL:0002063,Subependymal Cells,20. Neurons,CL:0000000,CL:0000540,cell,neuron,club cell,pulmonary alveolar type 2 cell,2,9,-1,-1,0.3333,0.3333,0.3333,0.3333
11,2011,2011,2011,2011,2011,4,Lung,1.0,"GENE14,COX4I2,TPM2,BGN,PDGFRB,HIGD1B,PPP1R14A,INMT,KCNK3,RGN,NDUFA4L2",pericyte cell,pericyte,CL:0000669,Endothelial Cells,CL:0000115,Type II Alveolar Cells,CL:0002063,Smooth Muscle Cells,21. Vasculature-associated cells,CL:0000192,CL:0000095,smooth muscle cell,neuron associated cell,endothelial cell,pulmonary alveolar type 2 cell,-1,-1,8,-1,0.4000,0.3333,0.3333,0.3333
12,2012,2012,2012,2012,2012,4,Lung,1.0,"ITLN1,PRG4,HAS1,CPB1,BCHE,VIPR2,BNC1,SYT4,ROR2,RSPO1,GENE90",mesothelial cell,mesothelial cell,CL:0000077,Goblet Cells,CL:0000160,Goblet Cells,CL:0000160,Keratinocytes,22. Hyaline cartilage cells,CL:0000312,UBERON:0001994,keratinocyte,hyaline cartilage tissue,goblet cell,goblet cell,-1,-1,-1,-1,0.5000,0.5000,0.5000,-1
13,2013,2013,2013,2013,2013,4,Lung,1.0,"GENE5,AC009269.2,SCN7A,BMP5,AL135910.1,SGIP1,CARMN,CACNA1C,COL1A2,ABCA6,TARID",fibroblast,fibroblast,CL:0000057,Fibroblasts,CL:0000057,Type I Alveolar Cells,CL:0002062,Neurons,23. Fibroblast-like synoviocytes,CL:0000540,CL:0002301,neuron,type B synovial cell,fibroblast,pulmonary alveolar type 1 cell,10,-1,0,-1,1.0000,0.2500,0.3333,0.5000
14,2014,2014,2014,2014,2014,4,Lung,1.0,"GENE28,FCN1,RNASE2,CD300E,VCAN,FGL2,LILRB2,MPEG1,CORO1A,LILRA1,AIF1",intermediate monocyte,intermediate monocyte,CL:0002393,Monocytes,CL:0000576,Macrophages,CL:0000235,Monocytes/Macrophages,24. Granule containing cells,CL:0000235,CL:0000120,macrophage,granule cell,monocyte,macrophage,3,-1,1,3,0.8000,0.5714,0.5714,0.2222
15,2015,2015,2015,2015,2015,4,Lung,1.0,"ASCL3,CEL,HEPACAM2,ATP6V1G3,CLCNKB,CLNK,LINC01187,TMPRSS11E,PROX1,DGKI,GENE3",pulmonary ionocyte,pulmonary ionocyte,CL:0017000,Club Cells,CL:0000158,Basal Cells,CL:0000646,Mucus-secreting Goblet Cells,25. Mucinous gland cells,CL:0000319,CL:0000249,mucus secreting cell,hatching gland cell,club cell,basal cell,-1,-1,-1,-1,0.6000,0.2500,0.1250,0.1429
16,2016,2016,2016,2016,2016,5,Lung,0.25,"ARHGEF26,LMO7,AGER,EMP2,RTKN2,GPRC5A,SPOCK2,GENE56,DST,SCEL,GENE48,LAMA3",Alveolar Epithelial Type 1,type I pneumocyte,CL:0002062,Type I Alveolar Cells,CL:0002062,Alveolar Macrophages,CL:0000583,Keratinocytes,1. Epidermal cells,CL:0000312,CL:0000362,keratinocyte,epidermal cell,pulmonary alveolar type 1 cell,alveolar macrophage,-1,-1,0,-1,1.0000,0.2000,0.4444,0.3333
17,2017,2017,2017,2017,2017,5,Lung,0.25,"GENE21,MS4A1,LINC00926,BLK,SP140,GENE86,CD79A,BANK1,CD22,VPREB3,CD79B,ADAM28",B,B cell,CL:0000236,B Cells,CL:0000236,B Cells,CL:0000236,B cells,2. B cells,CL:0000236,CL:0000236,b cell,b cell,b cell,b cell,0,0,0,0,1.0000,1.0000,1.0000,1.0000
18,2018,2018,2018,2018,2018,5,Lung,0.25,"CLDN1,S100A2,KRT15,KRT5,FHL2,GENE92,DST,KRT17,PERP,GENE91,ITGA2,KRT19",Basal,basal cell,CL:0000646,Basal Cells,CL:0000646,Club Cells,CL:0000158,Basal cells,3. Epithelial cells,CL:0000646,CL:0000066,basal cell,epithelial cell,basal cell,club cell,0,17,0,-1,1.0000,0.2857,1.0000,0.3333
19,2019,2019,2019,2019,2019,5,Lung,0.25,"CSF3R,S100A9,S100A8,CTSS,METTL9,GENE95,GENE5,CD99,VCAN,S100A12,FCN1,CD300E",CD14+ Monocyte,CD14-positive monocyte,CL:0001054,Neutrophils,CL:0000775,Neutrophils,CL:0000775,Neutrophils,4. Neutrophils,CL:0000775,CL:0000775,neutrophil,neutrophil,neutrophil,neutrophil,-1,-1,-1,-1,0.5000,0.5000,0.5000,0.5000
20,2020,2020,2020,2020,2020,5,Lung,0.25,"CD2,MALAT1,BCL11B,GENE57,CD6,GENE86,CAMK4,LEF1,TRAT1,IL7R,ITK,MAL",CD4 T,"CD4-positive, alpha-beta T cell",CL:0000624,T cells,CL:0000084,T cells,CL:0000084,T cells,5. T cells,CL:0000084,CL:0000084,t cell,t cell,t cell,t cell,3,3,3,3,0.6667,0.6667,0.6667,0.6667
21,2021,2021,2021,2021,2021,5,Lung,0.25,"GENE65,C20orf85,DNAH6,FAM92B,GENE69,RSPH1,CCDC170,CAPS,ZMYND10,CDHR3,SNTN,FANK1",Ciliated,ciliated cell,CL:0000064,Ciliated epithelial cells,CL:0000067,B cells,CL:0000236,Ciliated cells,6. Ciliated epithelial cells,CL:0000064,CL:0000067,ciliated cell,ciliated epithelial cell,ciliated epithelial cell,b cell,0,-1,-1,-1,0.7500,0.2500,1.0000,0.7500
22,2022,2022,2022,2022,2022,5,Lung,0.25,"FCGR2B,HLA-DMB,GENE98,HLA-DQA1,CLEC10A,CSF2RA,GPR183,FPR3,HLA-DPB1,RGS1,GENE85,MS4A6A",Dendritic,dendritic cell,CL:0000451,Macrophages/Dendritic cells,CL:0000451,Antigen-presenting cells,CL:0000145,Myeloid Cells,7. Dendritic cells,CL:0000763,CL:0000451,myeloid cell,dendritic cell,dendritic cell,professional antigen presenting cell,-1,0,0,1,1.0000,0.8000,0.3333,1.0000
23,2023,2023,2023,2023,2023,5,Lung,0.25,"C1S,LUM,ABLIM1,CFD,C3,C1R,FBLN1,GENE92,DCN,SLIT2,GENE16,ADH1B",Fibroblast,fibroblast,CL:0000057,Fibroblasts,CL:0000057,Fibroblasts,CL:0000057,Fibroblasts,8. Hepatic stellate cells,CL:0000057,CL:0000632,fibroblast,hepatic stellate cell,fibroblast,fibroblast,0,-1,0,0,1.0000,1.0000,1.0000,0.8000
24,2024,2024,2024,2024,2024,5,Lung,0.25,"TFF3,GENE39,GENE100,TFPI,CCL21,IGFBP7,MMRN1,PKHD1L1,PROX1,PPFIBP1,TIMP3,TBX1",Lymphatic,,,Endothelial cells,CL:0000115,Mucus-producing cells,CL:0000319,Endothelial cells,9. Lymphatic endothelial cells,CL:0000115,CL:0002138,endothelial cell,endothelial cell of lymphatic vessel,endothelial cell,mucus secreting cell,8,-1,8,-1,0.3333,0.1250,0.3333,0.2500
25,2025,2025,2025,2025,2025,5,Lung,0.25,"APOC1,GENE58,C1QB,C1QA,VSIG4,SLCO2B1,ACP5,ITGAX,GENE38,GPD1,MARCO,OLR1",Macrophage,macrophage,CL:0000235,Macrophages,CL:0000235,Macrophages,CL:0000235,Macrophages,10. Macrophages,CL:0000235,CL:0000235,macrophage,macrophage,macrophage,macrophage,0,0,0,0,1.0000,1.0000,1.0000,1.0000
26,2026,2026,2026,2026,2026,5,Lung,0.25,"GENE45,KLRF1,GENE94,GNLY,GZMB,FCGR3A,NKG7,PYHIN1,KLRD1,SPON2,PRF1,CD247",Natural Killer,natural killer cell,CL:0000623,Natural Killer cells,CL:0000623,Natural Killer cells,CL:0000623,Natural Killer Cells,11. Natural killer cells,CL:0000623,CL:0000623,natural killer cell,natural killer cell,natural killer cell,natural killer cell,0,0,0,0,1.0000,1.0000,1.0000,1.0000
27,2027,2027,2027,2027,2027,5,Lung,0.25,"PRDX4,MANF,SSR4,GENE30,XBP1,POU2AF1,TNFRSF17,HSP90B1,MZB1,DERL3,SEC11C,GENE83",Plasma,plasma cell,CL:0000786,Plasma cells,CL:0000786,Plasma cells,CL:0000786,Plasma cells,12. Plasma cells,CL:0000786,CL:0000786,plasma cell,plasma cell,plasma cell,plasma cell,0,0,0,0,1.0000,1.0000,1.0000,1.0000
28,2028,2028,2028,2028,2028,5,Lung,0.25,"SFTPA2,GENE89,SLC34A2,SFTPC,LAMP3,ABCA3,GENE29,SFTPA1,SFTPD,SFTPB,NAPSA,LPCAT1",Alveolar Epithelial Type 2,type II pneumocyte,CL:0002063,Alveolar Type II cells,CL:0002063,Alveolar epithelial cells,CL:0000322,Type II pneumocytes,13. Alveolar Type II cells,GO:0060510,CL:0002063,type II pneumocyte differentiation,pulmonary alveolar type 2 cell,pulmonary alveolar type 2 cell,pulmonary alveolar epithelial cell,-1,0,0,1,1.0000,0.8333,-1,1.0000
29,2029,2029,2029,2029,2029,5,Lung,0.25,"KIT,VWA5A,CPA3,HPGDS,GRAP2,HDC,CD44,MS4A2,GENE91,GENE38,TPSAB1,GATA2",Basophil/Mast,"basophil,mast cell","CL:0000767,CL:0000097",Mast cells,CL:0000097,Mast cells,CL:0000097,Mast cells,14. Mast cells,CL:0000097,CL:0000097,mast cell,mast cell,mast cell,mast cell,-1,-1,-1,-1,-1,-1,-1,-1
30,2030,2030,2030,2030,2030,5,Lung,0.25,"LILRB2,GENE21,GENE86,COTL1,RPS19,LST1,AIF1,FCGR3A,SAT1,RHOC,FCN1,IFITM2",CD16+ Monocyte,,,Monocytes,CL:0000576,Immune Cells,CL:0000738,Dendritic cells,15. Monocytes,CL:0000451,CL:0000576,dendritic cell,monocyte,monocyte,leukocyte,5,2,2,4,0.6667,0.4286,0.5000,0.6667
31,2031,2031,2031,2031,2031,5,Lung,0.25,"CDC42EP1,NOSTRIN,PODXL,CDH5,RAMP3,BTNL9,GENE12,CD81,FCN3,EPAS1,FLNB,GENE55",Capillary,,,Endothelial cells,CL:0000115,Endothelial Cells,CL:0000115,Endothelial cells,16. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,endothelial cell,4,4,4,4,-1,-1,-1,-1
32,2032,2032,2032,2032,2032,5,Lung,0.25,"GENE47,CD3D,GZMH,CD3G,CD8B,CCL5,RPL34,NKG7,CD8A,GZMA,RPS27,GENE51",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,T cells,CL:0000084,Cytotoxic T Cells,CL:0000910,Cytotoxic T cells,17. Cytotoxic T cells,CL:0000910,CL:0000910,cytotoxic t cell,cytotoxic t cell,t cell,cytotoxic t cell,-1,-1,3,-1,0.6667,0.6364,0.6364,0.6364
33,2033,2033,2033,2033,2033,5,Lung,0.25,"GENE82,SCGB3A2,GENE8,DSTN,CYB5A,CEACAM6,PIGR,CTSE,SFTPB,WFDC2,C16orf89,KIAA1324",Club,club cell,CL:0000158,Club cells,CL:0000158,Clara Cells,CL:0000158,Goblet cells,18. Club cells,CL:0000160,CL:0000158,goblet cell,club cell,club cell,club cell,-1,0,0,0,1.0000,1.0000,0.4286,1.0000
34,2034,2034,2034,2034,2034,5,Lung,0.25,"CALD1,ASPN,COL6A3,POSTN,LTBP1,BGN,GENE12,COL3A1,COL1A1,COL1A2,GENE77,ITGBL1",Myofibroblast,myofibroblast cell,CL:0000186,Fibroblasts,CL:0000057,Fibroblasts,CL:0000057,Fibroblasts,19. Fibroblasts,CL:0000057,CL:0000057,fibroblast,fibroblast,fibroblast,fibroblast,-1,-1,-1,-1,0.6000,0.6000,0.6000,0.6000
35,2035,2035,2035,2035,2035,5,Lung,0.25,"PTPRE,GZMB,IRF7,GENE72,TYROBP,GENE18,PLD4,NPC2,PPP1R14B,IL3RA,IRF4,SEC61B",Plasmacytoid Dendritic,plasmacytoid dendritic cell,CL:0000784,Natural Killer cells,CL:0000623,Cytotoxic T Cells,CL:0000910,Myeloid Cells,20. Dendritic cells,CL:0000763,CL:0000451,myeloid cell,dendritic cell,natural killer cell,cytotoxic t cell,-1,1,-1,-1,0.3636,0.3333,0.2857,0.8333
36,2036,2036,2036,2036,2036,5,Lung,0.25,"TPX2,BIRC5,NUSAP1,STMN1,GENE93,UBE2C,TYMS,ANLN,KPNA2,CDK1,H2AFZ,GENE97",Proliferating Macrophage,,,Proliferating cells,CL:4033068,Proliferating Cells,CL:4033068,Mitotic cells,21. Mitotic cells,CL:0000646,CL:0000646,basal cell,basal cell,cycling B cell,cycling B cell,-1,-1,-1,-1,0.3636,0.3636,0.2500,0.2500
37,2037,2037,2037,2037,2037,5,Lung,0.25,"BIRC5,NUSAP1,KIF2C,SMC4,GENE36,GENE33,UBE2C,H2AFV,AURKB,CENPF,HMGB2,TOP2A",Proliferating NK/T,,,Proliferating cells,CL:4033068,Proliferating Cells,CL:4033068,Mitotic cells,22. Mitotic cells,CL:0000646,CL:0000646,basal cell,basal cell,cycling B cell,cycling B cell,-1,-1,-1,-1,0.4167,0.4167,0.1667,0.1667
38,2038,2038,2038,2038,2038,5,Lung,0.25,"GENE13,POSTN,GENE57,VWF,COL15A1,ZNF385D,ENPP2,PLVAP,EMCN,INHBB,SPARCL1,SPRY1",Bronchial Vessel,,,Endothelial cells,CL:0000115,Fibroblasts,CL:0000057,Endothelial cells,23. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,fibroblast,13,13,13,10,0.2857,0.2500,0.2857,0.2857
