,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,simuround,tissue,noise,marker,manual_annotation,manual_CLname,manual_CLID,gpt-4o-2024-08-06_annotation,gpt-4o-2024-08-06_CLID,gpt-4o-mini-2024-07-18_annotation,gpt-4o-mini-2024-07-18_CLID,gpt-4-0613_annotation,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_CLID,gpt-4-turbo-2024-04-09_CLID,gpt-4-0613_Clname,gpt-4-turbo-2024-04-09_Clname,gpt-4o-2024-08-06_Clname,gpt-4o-mini-2024-07-18_Clname,gpt-4-0613_aggrement_modified,gpt-4-turbo-2024-04-09_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified,gpt-4o-mini-2024-07-18_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified_new,gpt-4o-mini-2024-07-18_aggrement_modified_new,gpt-4-0613_aggrement_modified_new,gpt-4-turbo-2024-04-09_aggrement_modified_new
10,1010,1010,1010,1010,1010,3,Lung,0.25,"CLDN1,GENE47,S100A2,GENE51,KRT15,KRT5,FHL2,DST,KRT17,PERP,ITGA2,KRT19",Basal,basal cell,CL:0000646,Basal Epithelial Cells,CL:0002236,Ciliated epithelial cells,CL:0000067,Basal Cells,3. Basal epithelial cell,CL:0000646,CL:0002236,basal cell,basal epithelial cell of prostatic duct,basal epithelial cell of prostatic duct,ciliated epithelial cell,0,-1,-1,-1,0.2500,0.2857,1.0000,0.2500
11,1011,1011,1011,1011,1011,3,Lung,0.25,"CSF3R,S100A9,S100A8,CTSS,METTL9,GENE40,GENE5,CD99,VCAN,S100A12,FCN1,CD300E",CD14+ Monocyte,CD14-positive monocyte,CL:0001054,Neutrophils,CL:0000775,Neutrophils,CL:0000775,Neutrophils,4. Myeloid cell,CL:0000775,CL:0000763,neutrophil,myeloid cell,neutrophil,neutrophil,-1,3,-1,-1,0.5000,0.5000,0.5000,0.5000
12,1012,1012,1012,1012,1012,3,Lung,0.25,"CD2,MALAT1,BCL11B,GENE33,CD6,CAMK4,LEF1,TRAT1,IL7R,ITK,MAL,GENE53",CD4 T,"CD4-positive, alpha-beta T cell",CL:0000624,T Cells,CL:0000084,T lymphocytes,CL:0000084,T cells,5. T cell,CL:0000084,CL:0000084,t cell,t cell,t cell,T cell,3,3,3,3,0.6667,0.6667,0.6667,0.6667
13,1013,1013,1013,1013,1013,3,Lung,0.25,"GENE58,C20orf85,DNAH6,FAM92B,GENE60,RSPH1,CCDC170,CAPS,ZMYND10,CDHR3,SNTN,FANK1",Ciliated,ciliated cell,CL:0000064,Cilia-related Cells,CL:0000000,Clara cells,CL:0000158,Ciliated Cells,6. Ciliated epithelial cell,CL:0000064,CL:0000067,ciliated cell,ciliated epithelial cell,cell,club cell,0,-1,2,-1,0.3333,0.4000,1.0000,0.7500
14,1014,1014,1014,1014,1014,3,Lung,0.25,"FCGR2B,HLA-DMB,HLA-DQA1,CLEC10A,CSF2RA,GENE69,GPR183,FPR3,HLA-DPB1,RGS1,GENE28,MS4A6A",Dendritic,dendritic cell,CL:0000451,Dendritic Cells,CL:0000451,B cells,CL:0000236,Monocytes,7. B cell,CL:0000576,CL:0000236,monocyte,b cell,dendritic cell,b cell,-1,-1,0,-1,1.0000,0.4444,0.6667,0.4444
15,1015,1015,1015,1015,1015,3,Lung,0.25,"C1S,LUM,ABLIM1,CFD,C3,C1R,GENE20,FBLN1,DCN,SLIT2,GENE53,ADH1B",Fibroblast,fibroblast,CL:0000057,Fibroblasts,CL:0000057,Fibroblasts,CL:0000057,Fibroblasts,8. Fibroblast,CL:0000057,CL:0000057,fibroblast,fibroblast,fibroblast,fibroblast,0,0,0,0,1.0000,1.0000,1.0000,1.0000
16,1016,1016,1016,1016,1016,3,Lung,0.25,"TFF3,TFPI,CCL21,GENE70,IGFBP7,MMRN1,PKHD1L1,PROX1,PPFIBP1,GENE85,TIMP3,TBX1",Lymphatic,,,Pulmonary Epithelial Cells,CL:0000322,Goblet cells,CL:0000160,Lymphatic Endothelial Cells,9. Lymphatic endothelial cell,CL:0002138,CL:0002138,endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,pulmonary alveolar epithelial cell,goblet cell,-1,-1,-1,-1,0.2500,0.2857,0.2500,0.2500
17,1017,1017,1017,1017,1017,3,Lung,0.25,"APOC1,C1QB,GENE59,C1QA,VSIG4,SLCO2B1,GENE11,ACP5,ITGAX,GPD1,MARCO,OLR1",Macrophage,macrophage,CL:0000235,Macrophages,CL:0000235,Macrophages,CL:0000235,Macrophages,10. Macrophage,CL:0000235,CL:0000235,macrophage,macrophage,macrophage,macrophage,0,0,0,0,1.0000,1.0000,1.0000,1.0000
18,1018,1018,1018,1018,1018,3,Lung,0.25,"KLRF1,GNLY,GZMB,GENE89,GENE32,FCGR3A,NKG7,PYHIN1,KLRD1,SPON2,PRF1,CD247",Natural Killer,natural killer cell,CL:0000623,Natural Killer (NK) Cells,CL:0000623,Natural killer cells,CL:0000623,NK cells,11. Natural Killer cell,CL:0000623,CL:0000623,natural killer cell,natural killer cell,natural killer cell,natural killer cell,0,0,0,0,1.0000,1.0000,1.0000,1.0000
19,1019,1019,1019,1019,1019,3,Lung,0.25,"PRDX4,MANF,SSR4,XBP1,POU2AF1,TNFRSF17,GENE61,GENE86,HSP90B1,MZB1,DERL3,SEC11C",Plasma,plasma cell,CL:0000786,Plasma Cells,CL:0000786,Plasma cells,CL:0000786,Plasma cells,12. Plasma cell,CL:0000786,CL:0000786,plasma cell,plasma cell,plasma cell,plasma cell,0,0,0,0,1.0000,1.0000,1.0000,1.0000
20,1020,1020,1020,1020,1020,3,Lung,0.25,"SFTPA2,SLC34A2,SFTPC,LAMP3,ABCA3,GENE42,SFTPA1,SFTPD,GENE85,SFTPB,NAPSA,LPCAT1",Alveolar Epithelial Type 2,type II pneumocyte,CL:0002063,Alveolar type II cells,CL:0002063,Alveolar epithelial cells,CL:0000322,Alveolar Type II Cells,13. Alveolar Type II cell,CL:0002063,CL:0002063,pulmonary alveolar type 2 cell,pulmonary alveolar type 2 cell,pulmonary alveolar type 2 cell,pulmonary alveolar epithelial cell,0,0,0,1,1.0000,0.8333,1.0000,1.0000
21,1021,1021,1021,1021,1021,3,Lung,0.25,"KIT,GENE58,VWA5A,CPA3,HPGDS,GRAP2,HDC,GENE69,CD44,MS4A2,TPSAB1,GATA2",Basophil/Mast,"basophil,mast cell","CL:0000767,CL:0000097",Mast cells,CL:0000097,Mast cells,CL:0000097,Mast cells,14. Mast cell,CL:0000097,CL:0000097,mast cell,mast cell,mast cell,mast cell,-1,-1,-1,-1,-1,-1,-1,-1
22,1022,1022,1022,1022,1022,3,Lung,0.25,"LILRB2,GENE27,COTL1,RPS19,LST1,AIF1,FCGR3A,SAT1,RHOC,FCN1,GENE53,IFITM2",CD16+ Monocyte,,,Macrophages,CL:0000235,Macrophages,CL:0000235,Monocytes,15. Macrophage,CL:0000576,CL:0000235,monocyte,macrophage,macrophage,macrophage,2,4,4,4,0.5000,0.5000,0.6667,0.5000
23,1023,1023,1023,1023,1023,3,Lung,0.25,"CDC42EP1,NOSTRIN,PODXL,CDH5,RAMP3,BTNL9,GENE71,CD81,FCN3,EPAS1,FLNB,GENE55",Capillary,,,Endothelial cells,CL:0000115,Endothelial cells,CL:0000115,Endothelial Cells,16. Endothelial cell,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,endothelial cell,4,4,4,4,-1,-1,-1,-1
24,1024,1024,1024,1024,1024,3,Lung,0.25,"CD3D,GZMH,CD3G,CD8B,CCL5,RPL34,NKG7,CD8A,GZMA,RPS27,GENE2,GENE64",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,Cytotoxic T cells,CL:0000910,CD8+ T cells,CL:0000625,T cells,17. Cytotoxic T cell,CL:0000084,CL:0000910,t cell,cytotoxic t cell,cytotoxic t cell,"CD8-positive, alpha-beta T cell",3,-1,-1,0,0.6364,1.0000,0.6667,0.6364
25,1025,1025,1025,1025,1025,3,Lung,0.25,"SCGB3A2,GENE61,DSTN,CYB5A,CEACAM6,PIGR,GENE85,CTSE,SFTPB,WFDC2,C16orf89,KIAA1324",Club,club cell,CL:0000158,Club cells,CL:0000158,Clara cells,CL:0000158,Club Cells,18. Alveolar Type II cell,CL:0000158,CL:0002063,club cell,pulmonary alveolar type 2 cell,club cell,club cell,0,-1,0,0,1.0000,1.0000,1.0000,0.5455
26,1026,1026,1026,1026,1026,3,Lung,0.25,"CALD1,GENE52,ASPN,COL6A3,POSTN,LTBP1,BGN,GENE72,COL3A1,COL1A1,COL1A2,ITGBL1",Myofibroblast,myofibroblast cell,CL:0000186,Fibroblasts,CL:0000057,Fibroblasts,CL:0000057,Fibroblasts,19. Fibroblast,CL:0000057,CL:0000057,fibroblast,fibroblast,fibroblast,fibroblast,-1,-1,-1,-1,0.6000,0.6000,0.6000,0.6000
27,1027,1027,1027,1027,1027,3,Lung,0.25,"GENE13,PTPRE,GZMB,IRF7,TYROBP,GENE37,PLD4,NPC2,PPP1R14B,IL3RA,IRF4,SEC61B",Plasmacytoid Dendritic,plasmacytoid dendritic cell,CL:0000784,Natural killer cells,CL:0000623,Natural killer T cells,CL:0000623,Dendritic Cells,20. Dendritic cell,CL:0000451,CL:0000451,dendritic cell,dendritic cell,natural killer cell,natural killer cell,1,1,-1,-1,0.3636,0.3636,0.8333,0.8333
28,1028,1028,1028,1028,1028,3,Lung,0.25,"TPX2,BIRC5,GENE26,NUSAP1,STMN1,UBE2C,TYMS,ANLN,KPNA2,CDK1,H2AFZ,GENE20",Proliferating Macrophage,,,Proliferating cells,CL:4033068,Proliferating epithelial cells,CL:0000066,Cycling Cells,21. Mitotic cells,CL:4033068,CL:0000646,cycling B cell,basal cell,cycling B cell,epithelial cell,-1,-1,-1,12,0.3636,0.3333,0.3636,0.2500
29,1029,1029,1029,1029,1029,3,Lung,0.25,"BIRC5,GENE94,NUSAP1,KIF2C,SMC4,UBE2C,H2AFV,AURKB,CENPF,GENE4,HMGB2,TOP2A",Proliferating NK/T,,,Proliferating cells,CL:4033068,Cancer cells,CL:0001064,Cycling Cells,22. Mitotic cells,CL:4033068,CL:0000646,cycling B cell,basal cell,cycling B cell,malignant cell,-1,-1,-1,-1,0.4167,0.0833,0.4167,0.1667
30,1030,1030,1030,1030,1030,3,Lung,0.25,"GENE22,GENE30,POSTN,VWF,COL15A1,ZNF385D,ENPP2,PLVAP,EMCN,INHBB,SPARCL1,SPRY1",Bronchial Vessel,,,Fibroblasts,CL:0000057,Endothelial cells,CL:0000115,Endothelial Cells,23. Endothelial cell,CL:0000115,CL:0000115,endothelial cell,endothelial cell,fibroblast,endothelial cell,13,13,10,13,0.2500,0.2857,0.2857,0.2857
31,1031,1031,1031,1031,1031,3,Lung,0.25,"GENE98,BPIFB1,SAA1,SCGB1A1,RARRES1,MSMB,SCGB3A1,GENE81,SLPI,LCN2,WFDC2,MUC5B",Mucous,,,Club Cells,CL:0000158,Clara cells,CL:0000158,Club Cells,24. Club cell,CL:0000158,CL:0000158,club cell,club cell,club cell,club cell,"{'CL:0000158': 0, 'GO:0060486': 1, 'UBERON:0002051': 1, 'UBERON:0002341': 1, 'CL:0002638': 2, 'UBERON:0001955': 2, 'UBERON:0001958': 2, 'UBERON:8600001': 2, 'CL:1000351': 3, 'CL:0002206': 3, 'CL:1000332': 3, 'CL:1000350': 3, 'CL:0002205': 3, 'CL:1000333': 3, 'CL:1000352': 3}","{'CL:0000158': 0, 'GO:0060486': 1, 'UBERON:0002051': 1, 'UBERON:0002341': 1, 'CL:0002638': 2, 'UBERON:0001955': 2, 'UBERON:0001958': 2, 'UBERON:8600001': 2, 'CL:1000351': 3, 'CL:0002206': 3, 'CL:1000332': 3, 'CL:1000350': 3, 'CL:0002205': 3, 'CL:1000333': 3, 'CL:1000352': 3}","{'CL:0000158': 0, 'GO:0060486': 1, 'UBERON:0002051': 1, 'UBERON:0002341': 1, 'CL:0002638': 2, 'UBERON:0001955': 2, 'UBERON:0001958': 2, 'UBERON:8600001': 2, 'CL:1000351': 3, 'CL:0002206': 3, 'CL:1000332': 3, 'CL:1000350': 3, 'CL:0002205': 3, 'CL:1000333': 3, 'CL:1000352': 3}","{'CL:0000158': 0, 'GO:0060486': 1, 'UBERON:0002051': 1, 'UBERON:0002341': 1, 'CL:0002638': 2, 'UBERON:0001955': 2, 'UBERON:0001958': 2, 'UBERON:8600001': 2, 'CL:1000351': 3, 'CL:0002206': 3, 'CL:1000332': 3, 'CL:1000350': 3, 'CL:0002205': 3, 'CL:1000333': 3, 'CL:1000352': 3}",-1,-1,-1,-1
32,1032,1032,1032,1032,1032,3,Lung,0.25,"PTPRB,GENE79,PRSS23,TGM2,VWF,LIFR,SELP,PLA1A,GENE77,CPE,SRPX,SLCO2A1",Vein,,,Endothelial Cells,CL:0000115,Alveolar type II cells,CL:0002063,Endothelial Cells,25. Endothelial cell,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,pulmonary alveolar type 2 cell,4,4,4,-1,-1,-1,-1,-1
33,1033,1033,1033,1033,1033,3,Lung,0.25,"CHN1,CALD1,COL4A2,GENE40,NID1,COL4A1,LAMB1,GENE81,COX4I2,TACC1,PDGFRB,LAMC3",Pericyte,pericyte,CL:0000669,Basal Cells,CL:0000646,Fibroblasts,CL:0000057,Astrocytes,26. Endothelial/Fibroblast,CL:0000127,CL:0000057,astrocyte,fibroblast,basal cell,fibroblast,-1,10,-1,10,0.2857,0.6000,0.2500,0.6000
34,1034,1034,1034,1034,1034,3,Lung,0.25,"CALD1,TPM2,PLN,DSTN,GENE11,CSRP1,GENE49,ACTA2,CNN1,DES,MYH11,MYL9",Smooth Muscle,smooth muscle cell,CL:0000192,Smooth Muscle Cells,CL:0000192,Smooth muscle cells,CL:0000192,Smooth Muscle Cells,1. Smooth muscle cells,CL:0000192,CL:0000192,smooth muscle cell,smooth muscle cell,smooth muscle cell,smooth muscle cell,0,0,0,0,1.0000,1.0000,1.0000,1.0000
35,1035,1035,1035,1035,1035,3,Lung,0.25,"PTPRB,DKK2,HEY1,GJA5,FBLN5,SEMA3G,GENE17,EFNB2,BMX,GENE49,EPAS1,ARGLU1",Artery,,,Endothelial Cells,CL:0000115,Macrophages,CL:0000235,Endothelial Cells,2. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,macrophage,4,4,4,-1,-1,-1,-1,-1
36,1036,1036,1036,1036,1036,3,Lung,0.25,"GENE52,HPGD,CYP3A5,CLDN5,APP,STXBP6,GENE48,TBX2,EMCN,SOSTDC1,ESAM,EDNRB",Capillary Aerocyte,,,Endothelial Cells,CL:0000115,Epithelial cells,CL:0000066,Endothelial Cells,3. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,epithelial cell,4,4,4,7,0.4286,0.2500,0.4286,0.4286
37,1037,1037,1037,1037,1037,3,Lung,0.25,"GENE82,IPO7,SH3BP5,GENE40,RALA,GALNT18,SRSF11,PECAM1,ACVRL1,EPAS1,VAT1,WWTR1",Capillary Intermediate,,,Basal Cells,CL:0000646,Immune cells,CL:0000738,Endothelial Cells,4. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,basal cell,leukocyte,-1,-1,-1,3,0.2500,0.5000,0.3333,0.3333
38,1038,1038,1038,1038,1038,3,Lung,0.25,"C7,FGF7,C3,WT1,MEDAG,STEAP1,OSR1,CCDC71L,CPXM1,GENE46,GENE48,HAS1",Lipofibroblast,alveolar type 1 fibroblast cell,CL:4028004,Mesothelial Cells,CL:0000077,Mucous cells,CL:0000319,Kidney Cells,5. Mesangial cells,CL:1000497,CL:0000650,kidney cell,mesangial cell,mesothelial cell,mucus secreting cell,-1,-1,7,-1,0.2500,0.1250,0.3333,0.3750
39,1039,1039,1039,1039,1039,3,Lung,0.25,"ALDH1A3,PRG4,GALNT9,C3,DSC3,ITLN1,MGARP,WT1,DMKN,GENE68,GENE49,SLPI",Mesothelial,mesothelial cell,CL:0000077,Goblet Cells,CL:0000160,Support cells,CL:0000852,Epithelial Cells,6. Mesothelial cells,CL:0000066,CL:0000077,epithelial cell,mesothelial cell,goblet cell,neuromast supporting cell,2,0,-1,-1,0.5000,0.3333,0.6000,1.0000
40,1040,1040,1040,1040,1040,3,Lung,0.25,"CMTM5,TUBB1,GRAP2,ITGA2B,GENE53,GENE56,CABP5,PF4,ACRBP,GP6,TMEM40,GP9",Platelet/Megakaryocyte,"platelet,megakaryocyte","CL:0000233,CL:0000556",Platelets,CL:0000233,Alveolar epithelial cells,CL:0000322,Platelets,7. Platelets,CL:0000233,CL:0000233,platelet,platelet,platelet,pulmonary alveolar epithelial cell,-1,-1,-1,-1,-1,-1,-1,-1
41,1041,1041,1041,1041,1041,3,Lung,0.25,"CD2,GENE1,GNLY,CTSW,S100A6,CCL5,CEBPB,CXCR4,CD7,LGALS1,GENE23,ZFP36L2",Natural Killer T,,,T cells,CL:0000084,T cells,CL:0000084,T Cells,8. T cells,CL:0000084,CL:0000084,t cell,t cell,t cell,t cell,-1,-1,-1,-1,0.5556,0.5556,0.5556,0.5556
