,Unnamed: 0,tissue,simuround,subset,marker,manual_annotation,manual_CLname,manual_CLID,RAG_annotation,RAG_aggrement_modified,RAG_aggrement_modified_new,RAG_clid,RAG_clname,manual_clid,manual_clname
165,165,Lung,1,0.5,"LYZ,CTSL,FCER1G,C1QA,LAPTM5",Macrophages,macrophage,CL:0000235,myeloid dendritic cell,3,0.5000,CL:0000235,macrophage,CL:0000782,myeloid dendritic cell
166,166,Lung,1,0.5,"CCL5,NKG7,CCL4,CD7,CST7",Innate lymphoid cell NK,natural killer cell,CL:0000623,cd8+ t cell,-1,0.5000,CL:0001065,innate lymphoid cell,CL:0000625,"CD8-positive, alpha-beta T cell"
167,167,Lung,1,0.5,"MUC1,NAPSA,CYB5A,SFTA3,PEBP4",AT2,type II pneumocyte,CL:0002063,alveolar type II cell,0,1.0000,CL:0002063,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 2 cell
168,168,Lung,1,0.5,"CLEC14A,GNG11,ACKR1,MGP,PECAM1",EC venous,vein endothelial cell,CL:0002543,endothelial cell,-1,0.3333,CL:0000577,type EC enteroendocrine cell,CL:0000115,endothelial cell
169,169,Lung,1,0.5,"TRBC2,CD69,CD2,CD3D,TRAC",T cell lineage,T cell,CL:0000084,cd3+ t cell,3,0.2000,CL:0002425,early T lineage precursor,CL:0000084,T cell
170,170,Lung,1,0.5,"A2M,CLDN5,IFI27,CRIP2,SOX17",EC arterial,endothelial cell of artery,CL:1000413,capillary endothelial cell,-1,0.5556,CL:4047006,fetal artery endothelial cell,CL:0002144,capillary endothelial cell
171,171,Lung,1,0.5,"SPARC,LUM,IGFBP7,C1S,BGN",Fibroblasts,fibroblast,CL:0000057,fibroblast,0,1.0000,CL:0000057,fibroblast,CL:0000057,fibroblast
172,172,Lung,1,0.5,"KRT7,CAV1,HOPX,EMP2,SFTA2",AT1,type I pneumocyte,CL:0002062,pulmonary alveolar type 1 cell,0,1.0000,CL:0002062,pulmonary alveolar type 1 cell,CL:0002062,pulmonary alveolar type 1 cell
173,173,Lung,1,0.5,"RP11-356K23.1,GSTA1,C12orf75,RP11-295M3.4,SNTN",Multiciliated lineage,multi-ciliated epithelial cell,CL:0005012,goblet cell,-1,0.4286,CL:4052001,multiciliated ependymal cell,CL:0000160,goblet cell
174,174,Lung,1,0.5,"CD37,IGLC2,ISG20,IGHA1,CORO1A",B cell lineage,B cell,CL:0000236,B cell,-1,0.2222,CL:0000764,erythroid lineage cell,CL:0000236,b cell
175,175,Lung,1,0.5,"CP,MUC1,BPIFB1,KRT19,WFDC2",Secretory,secretory cell,CL:0000151,goblet cell,-1,0.2000,CL:0000151,secretory cell,CL:0000160,goblet cell
176,176,Lung,1,0.5,"S100A12,COTL1,FCER1G,S100A9,CD14",Monocytes,monocyte,CL:0000576,nonclassical monocyte,0,1.0000,CL:0000576,monocyte,CL:0000576,monocyte
177,177,Lung,1,0.5,"AZGP1,LTF,ZG16B,MARCKSL1,TCN1",Submucosal Secretory,,,goblet cell,-1,0.2000,CL:0000151,secretory cell,CL:0000160,goblet cell
178,178,Lung,1,0.5,"CLEC14A,TM4SF1,EGFL7,HYAL2,SPARCL1",EC capillary,capillary endothelial cell,CL:0002144,endothelial cell,2,0.6000,CL:0002144,capillary endothelial cell,CL:0000115,endothelial cell
179,179,Lung,1,0.5,"CLDN5,PPFIBP1,GNG11,ECSCR,SDPR",Lymphatic EC mature,,,endothelial cell,-1,0.2500,CL:0002627,mature astrocyte,CL:0000115,endothelial cell
180,180,Lung,1,0.5,"TCF4,TFF3,IGFBP7,TIMP3,GNG11",Lymphatic EC differentiating,,,basal cell,-1,0.2500,CL:0002554,fibroblast of lymphatic vessel,CL:0000646,basal cell
181,181,Lung,1,0.5,"HLA-DQA1,HLA-DRB1,HLA-DPA1,HLA-DPB1,GPR183",Dendritic cells,dendritic cell,CL:0000451,dendritic cell,0,1.0000,CL:0000451,dendritic cell,CL:0000451,dendritic cell
182,182,Lung,1,0.5,"PRELP,SPARCL1,GPX3,CALD1,CTGF",Myofibroblasts,myofibroblast cell,CL:0000186,fibroblast,-1,0.6000,CL:0000186,myofibroblast cell,CL:0000057,fibroblast
183,183,Lung,1,0.5,"VWA5A,KIT,C1orf186,TPSB2,HPGDS",Mast cells,mast cell,CL:0000097,mast cell,0,1.0000,CL:0000097,mast cell,CL:0000097,mast cell
