,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,tissue,simuround,subset,marker,manual_annotation,manual_CLname,manual_CLID,manual_broadtype,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_annotation,gpt-4o-2024-08-06_annotation,gpt-4o-mini-2024-07-18_annotation
2510,2510,2510,2510,Lung,5,1.0,"AL357143.1,SPIB,CLEC4C,PLD4,LILRA4,MZB1,FAM129C,AL139020.1,LAMP5,SCT",plasmacytoid dendritic cell,plasmacytoid dendritic cell,CL:0000784,dendritic cell,Plasmacytoid Dendritic,"Plasmacytoid Dendritic, B",Plasmacytoid Dendritic,Plasmacytoid Dendritic
2511,2511,2511,2511,Lung,5,1.0,"NEDD4L,SFTPB,WFDC2,SCGB3A2,ELF3,CEACAM6,FOLR1,CYP2B7P,PIGR,GPRC5A",club cell,club cell,CL:0000158,epithelial cell,"Club, Signaling Alveolar Epithelial Type 2, Goblet, Platelet/Megakaryocyte","Ciliated, Club, Signaling Alveolar Epithelial Type 2, Differentiating Basal, Goblet",Alveolar Epithelial Type 2,Club
2512,2512,2512,2512,Lung,5,1.0,"IGFBP7,NPDC1,VWF,PLVAP,C7,CLU,CLDN5,LIFR,ACKR1,SPARCL1",lung microvascular endothelial cell,lung microvascular endothelial cell,CL:2000016,endothelial cell,"Vein, Bronchial Vessel 1, Adventitial Fibroblast, Alveolar Fibroblast","Vein, Bronchial Vessel 1, Adventitial Fibroblast, Lymphatic, Airway Smooth Muscle, Vascular Smooth Muscle, Natural Killer",Ciliated,Vascular Smooth Muscle
2513,2513,2513,2513,Lung,5,1.0,"MYH11,C2orf40,COX4I2,BGN,LMOD1,PRELP,CCN5,PDGFRB,GJA4,PPP1R14A",vascular associated smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,muscle cell,"Vascular Smooth Muscle, Airway Smooth Muscle, Pericyte, Fibromyocyte","Vein, Airway Smooth Muscle, Vascular Smooth Muscle, Pericyte",Vascular Smooth Muscle,Airway Smooth Muscle
2514,2514,2514,2514,Lung,5,1.0,"FABP7,KCTD8,MKRN9P,PLPPR4,RSPO1,AC005821.1,LRRC38,SYT4,LINC01902,GPR1",myofibroblast cell,myofibroblast cell,CL:0000186,myofibroblast cell,"Neuroendocrine, Lymphatic","Neuroendocrine, Alveolar Fibroblast",Neuroendocrine,Pericyte
2515,2515,2515,2515,Lung,5,1.0,"BGN,PDGFRB,NDUFA4L2,RGN,PPP1R14A,KCNK3,TPM2,INMT,COX4I2,HIGD1B",pericyte cell,pericyte,CL:0000669,pericyte,Pericyte,"Vascular Smooth Muscle, Pericyte, Airway Smooth Muscle, Artery",Pericyte,Adventitial Fibroblast
2516,2516,2516,2516,Lung,5,1.0,"BCHE,ITLN1,VIPR2,HAS1,SYT4,PRG4,ROR2,CPB1,RSPO1,BNC1",mesothelial cell,mesothelial cell,CL:0000077,epithelial cell,"Goblet, Mesothelial","Myofibroblast, Fibromyocyte, Neuroendocrine, Adventitial Fibroblast, Lipofibroblast",Goblet,Alveolar Fibroblast
2517,2517,2517,2517,Lung,5,1.0,"ABCA6,BMP5,AL135910.1,TARID,CACNA1C,SCN7A,CARMN,SGIP1,AC009269.2,COL1A2",fibroblast,fibroblast,CL:0000057,fibroblast,Alveolar Fibroblast,"Alveolar Fibroblast, Adventitial Fibroblast",Alveolar Fibroblast,Monocyte
2518,2518,2518,2518,Lung,5,1.0,"LILRA1,LILRB2,FCN1,RNASE2,AIF1,MPEG1,CD300E,VCAN,FGL2,CORO1A",intermediate monocyte,intermediate monocyte,CL:0002393,macrophage/monocyte,"EREG+ Dendritic, Classical Monocyte, OLR1+ Classical Monocyte, Nonclassical Monocyte, Intermediate Monocyte","OLR1+ Classical Monocyte, Nonclassical Monocyte, Intermediate Monocyte, Macrophage, Myeloid Dendritic Type 2, Classical Monocyte",Monocyte,Neuroendocrine
2519,2519,2519,2519,Lung,5,1.0,"PROX1,CEL,CLCNKB,DGKI,ATP6V1G3,ASCL3,CLNK,HEPACAM2,TMPRSS11E,LINC01187",pulmonary ionocyte,pulmonary ionocyte,CL:0017000,epithelial cell,Ionocyte,"Ionocyte, Neuroendocrine, Lymphatic",Ionocyte,Ionocyte
