,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,simuround,tissue,noise,marker,manual_annotation,manual_CLname,manual_CLID,gpt-4o-2024-08-06_annotation,gpt-4o-2024-08-06_CLID,gpt-4o-mini-2024-07-18_annotation,gpt-4o-mini-2024-07-18_CLID,gpt-4-0613_annotation,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_CLID,gpt-4-turbo-2024-04-09_CLID,gpt-4-0613_Clname,gpt-4-turbo-2024-04-09_Clname,gpt-4o-2024-08-06_Clname,gpt-4o-mini-2024-07-18_Clname,gpt-4-0613_aggrement_modified,gpt-4-turbo-2024-04-09_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified,gpt-4o-mini-2024-07-18_aggrement_modified
2010,2010,2010,2010,2010,4,Lung,1.0,"AC005821.1,LRRC38,MKRN9P,KCTD8,RSPO1,GPR1,SYT4,PLPPR4,LINC01902,FABP7,GENE95",myofibroblast cell,myofibroblast cell,CL:0000186,Club Cells,CL:0000158,Type II Alveolar Cells,CL:0002063,Subependymal Cells,20. Neurons,CL:0000000,CL:0000540,cell,neuron,club cell,pulmonary alveolar type 2 cell,2,9,-1,-1
2011,2011,2011,2011,2011,4,Lung,1.0,"GENE14,COX4I2,TPM2,BGN,PDGFRB,HIGD1B,PPP1R14A,INMT,KCNK3,RGN,NDUFA4L2",pericyte cell,pericyte,CL:0000669,Endothelial Cells,CL:0000115,Type II Alveolar Cells,CL:0002063,Smooth Muscle Cells,21. Vasculature-associated cells,CL:0000192,CL:0000095,smooth muscle cell,neuron associated cell,endothelial cell,pulmonary alveolar type 2 cell,-1,-1,8,-1
2012,2012,2012,2012,2012,4,Lung,1.0,"ITLN1,PRG4,HAS1,CPB1,BCHE,VIPR2,BNC1,SYT4,ROR2,RSPO1,GENE90",mesothelial cell,mesothelial cell,CL:0000077,Goblet Cells,CL:0000160,Goblet Cells,CL:0000160,Keratinocytes,22. Hyaline cartilage cells,CL:0000312,UBERON:0001994,keratinocyte,hyaline cartilage tissue,goblet cell,goblet cell,-1,-1,-1,-1
2013,2013,2013,2013,2013,4,Lung,1.0,"GENE5,AC009269.2,SCN7A,BMP5,AL135910.1,SGIP1,CARMN,CACNA1C,COL1A2,ABCA6,TARID",fibroblast,fibroblast,CL:0000057,Fibroblasts,CL:0000057,Type I Alveolar Cells,CL:0002062,Neurons,23. Fibroblast-like synoviocytes,CL:0000540,CL:0002301,neuron,type B synovial cell,fibroblast,pulmonary alveolar type 1 cell,10,-1,0,-1
2014,2014,2014,2014,2014,4,Lung,1.0,"GENE28,FCN1,RNASE2,CD300E,VCAN,FGL2,LILRB2,MPEG1,CORO1A,LILRA1,AIF1",intermediate monocyte,intermediate monocyte,CL:0002393,Monocytes,CL:0000576,Macrophages,CL:0000235,Monocytes/Macrophages,24. Granule containing cells,CL:0000235,CL:0000120,macrophage,granule cell,monocyte,macrophage,3,-1,1,3
2015,2015,2015,2015,2015,4,Lung,1.0,"ASCL3,CEL,HEPACAM2,ATP6V1G3,CLCNKB,CLNK,LINC01187,TMPRSS11E,PROX1,DGKI,GENE3",pulmonary ionocyte,pulmonary ionocyte,CL:0017000,Club Cells,CL:0000158,Basal Cells,CL:0000646,Mucus-secreting Goblet Cells,25. Mucinous gland cells,CL:0000319,CL:0000249,mucus secreting cell,hatching gland cell,club cell,basal cell,-1,-1,-1,-1
2016,2016,2016,2016,2016,5,Lung,0.25,"ARHGEF26,LMO7,AGER,EMP2,RTKN2,GPRC5A,SPOCK2,GENE56,DST,SCEL,GENE48,LAMA3",Alveolar Epithelial Type 1,type I pneumocyte,CL:0002062,Type I Alveolar Cells,CL:0002062,Alveolar Macrophages,CL:0000583,Keratinocytes,1. Epidermal cells,CL:0000312,CL:0000362,keratinocyte,epidermal cell,pulmonary alveolar type 1 cell,alveolar macrophage,-1,-1,0,-1
2017,2017,2017,2017,2017,5,Lung,0.25,"GENE21,MS4A1,LINC00926,BLK,SP140,GENE86,CD79A,BANK1,CD22,VPREB3,CD79B,ADAM28",B,B cell,CL:0000236,B Cells,CL:0000236,B Cells,CL:0000236,B cells,2. B cells,CL:0000236,CL:0000236,b cell,b cell,b cell,b cell,0,0,0,0
2018,2018,2018,2018,2018,5,Lung,0.25,"CLDN1,S100A2,KRT15,KRT5,FHL2,GENE92,DST,KRT17,PERP,GENE91,ITGA2,KRT19",Basal,basal cell,CL:0000646,Basal Cells,CL:0000646,Club Cells,CL:0000158,Basal cells,3. Epithelial cells,CL:0000646,CL:0000066,basal cell,epithelial cell,basal cell,club cell,0,17,0,-1
2019,2019,2019,2019,2019,5,Lung,0.25,"CSF3R,S100A9,S100A8,CTSS,METTL9,GENE95,GENE5,CD99,VCAN,S100A12,FCN1,CD300E",CD14+ Monocyte,CD14-positive monocyte,CL:0001054,Neutrophils,CL:0000775,Neutrophils,CL:0000775,Neutrophils,4. Neutrophils,CL:0000775,CL:0000775,neutrophil,neutrophil,neutrophil,neutrophil,-1,-1,-1,-1
2020,2020,2020,2020,2020,5,Lung,0.25,"CD2,MALAT1,BCL11B,GENE57,CD6,GENE86,CAMK4,LEF1,TRAT1,IL7R,ITK,MAL",CD4 T,"CD4-positive, alpha-beta T cell",CL:0000624,T cells,CL:0000084,T cells,CL:0000084,T cells,5. T cells,CL:0000084,CL:0000084,t cell,t cell,t cell,t cell,3,3,3,3
2021,2021,2021,2021,2021,5,Lung,0.25,"GENE65,C20orf85,DNAH6,FAM92B,GENE69,RSPH1,CCDC170,CAPS,ZMYND10,CDHR3,SNTN,FANK1",Ciliated,ciliated cell,CL:0000064,Ciliated epithelial cells,CL:0000067,B cells,CL:0000236,Ciliated cells,6. Ciliated epithelial cells,CL:0000064,CL:0000067,ciliated cell,ciliated epithelial cell,ciliated epithelial cell,b cell,0,-1,-1,-1
2022,2022,2022,2022,2022,5,Lung,0.25,"FCGR2B,HLA-DMB,GENE98,HLA-DQA1,CLEC10A,CSF2RA,GPR183,FPR3,HLA-DPB1,RGS1,GENE85,MS4A6A",Dendritic,dendritic cell,CL:0000451,Macrophages/Dendritic cells,CL:0000451,Antigen-presenting cells,CL:0000145,Myeloid Cells,7. Dendritic cells,CL:0000763,CL:0000451,myeloid cell,dendritic cell,dendritic cell,professional antigen presenting cell,-1,0,0,1
2023,2023,2023,2023,2023,5,Lung,0.25,"C1S,LUM,ABLIM1,CFD,C3,C1R,FBLN1,GENE92,DCN,SLIT2,GENE16,ADH1B",Fibroblast,fibroblast,CL:0000057,Fibroblasts,CL:0000057,Fibroblasts,CL:0000057,Fibroblasts,8. Hepatic stellate cells,CL:0000057,CL:0000632,fibroblast,hepatic stellate cell,fibroblast,fibroblast,0,-1,0,0
2024,2024,2024,2024,2024,5,Lung,0.25,"TFF3,GENE39,GENE100,TFPI,CCL21,IGFBP7,MMRN1,PKHD1L1,PROX1,PPFIBP1,TIMP3,TBX1",Lymphatic,,,Endothelial cells,CL:0000115,Mucus-producing cells,CL:0000319,Endothelial cells,9. Lymphatic endothelial cells,CL:0000115,CL:0002138,endothelial cell,endothelial cell of lymphatic vessel,endothelial cell,mucus secreting cell,-1,-1,-1,-1
2025,2025,2025,2025,2025,5,Lung,0.25,"APOC1,GENE58,C1QB,C1QA,VSIG4,SLCO2B1,ACP5,ITGAX,GENE38,GPD1,MARCO,OLR1",Macrophage,macrophage,CL:0000235,Macrophages,CL:0000235,Macrophages,CL:0000235,Macrophages,10. Macrophages,CL:0000235,CL:0000235,macrophage,macrophage,macrophage,macrophage,0,0,0,0
2026,2026,2026,2026,2026,5,Lung,0.25,"GENE45,KLRF1,GENE94,GNLY,GZMB,FCGR3A,NKG7,PYHIN1,KLRD1,SPON2,PRF1,CD247",Natural Killer,natural killer cell,CL:0000623,Natural Killer cells,CL:0000623,Natural Killer cells,CL:0000623,Natural Killer Cells,11. Natural killer cells,CL:0000623,CL:0000623,natural killer cell,natural killer cell,natural killer cell,natural killer cell,0,0,0,0
2027,2027,2027,2027,2027,5,Lung,0.25,"PRDX4,MANF,SSR4,GENE30,XBP1,POU2AF1,TNFRSF17,HSP90B1,MZB1,DERL3,SEC11C,GENE83",Plasma,plasma cell,CL:0000786,Plasma cells,CL:0000786,Plasma cells,CL:0000786,Plasma cells,12. Plasma cells,CL:0000786,CL:0000786,plasma cell,plasma cell,plasma cell,plasma cell,0,0,0,0
2028,2028,2028,2028,2028,5,Lung,0.25,"SFTPA2,GENE89,SLC34A2,SFTPC,LAMP3,ABCA3,GENE29,SFTPA1,SFTPD,SFTPB,NAPSA,LPCAT1",Alveolar Epithelial Type 2,type II pneumocyte,CL:0002063,Alveolar Type II cells,CL:0002063,Alveolar epithelial cells,CL:0000322,Type II pneumocytes,13. Alveolar Type II cells,GO:0060510,CL:0002063,type II pneumocyte differentiation,pulmonary alveolar type 2 cell,pulmonary alveolar type 2 cell,pulmonary alveolar epithelial cell,-1,0,0,1
2029,2029,2029,2029,2029,5,Lung,0.25,"KIT,VWA5A,CPA3,HPGDS,GRAP2,HDC,CD44,MS4A2,GENE91,GENE38,TPSAB1,GATA2",Basophil/Mast,"basophil,mast cell","CL:0000767,CL:0000097",Mast cells,CL:0000097,Mast cells,CL:0000097,Mast cells,14. Mast cells,CL:0000097,CL:0000097,mast cell,mast cell,mast cell,mast cell,-1,-1,-1,-1
2030,2030,2030,2030,2030,5,Lung,0.25,"LILRB2,GENE21,GENE86,COTL1,RPS19,LST1,AIF1,FCGR3A,SAT1,RHOC,FCN1,IFITM2",CD16+ Monocyte,,,Monocytes,CL:0000576,Immune Cells,CL:0000738,Dendritic cells,15. Monocytes,CL:0000451,CL:0000576,dendritic cell,monocyte,monocyte,leukocyte,-1,-1,-1,-1
2031,2031,2031,2031,2031,5,Lung,0.25,"CDC42EP1,NOSTRIN,PODXL,CDH5,RAMP3,BTNL9,GENE12,CD81,FCN3,EPAS1,FLNB,GENE55",Capillary,,,Endothelial cells,CL:0000115,Endothelial Cells,CL:0000115,Endothelial cells,16. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,endothelial cell,-1,-1,-1,-1
2032,2032,2032,2032,2032,5,Lung,0.25,"GENE47,CD3D,GZMH,CD3G,CD8B,CCL5,RPL34,NKG7,CD8A,GZMA,RPS27,GENE51",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,T cells,CL:0000084,Cytotoxic T Cells,CL:0000910,Cytotoxic T cells,17. Cytotoxic T cells,CL:0000910,CL:0000910,cytotoxic t cell,cytotoxic t cell,t cell,cytotoxic t cell,-1,-1,3,-1
2033,2033,2033,2033,2033,5,Lung,0.25,"GENE82,SCGB3A2,GENE8,DSTN,CYB5A,CEACAM6,PIGR,CTSE,SFTPB,WFDC2,C16orf89,KIAA1324",Club,club cell,CL:0000158,Club cells,CL:0000158,Clara Cells,CL:0000158,Goblet cells,18. Club cells,CL:0000160,CL:0000158,goblet cell,club cell,club cell,club cell,-1,0,0,0
2034,2034,2034,2034,2034,5,Lung,0.25,"CALD1,ASPN,COL6A3,POSTN,LTBP1,BGN,GENE12,COL3A1,COL1A1,COL1A2,GENE77,ITGBL1",Myofibroblast,myofibroblast cell,CL:0000186,Fibroblasts,CL:0000057,Fibroblasts,CL:0000057,Fibroblasts,19. Fibroblasts,CL:0000057,CL:0000057,fibroblast,fibroblast,fibroblast,fibroblast,-1,-1,-1,-1
2035,2035,2035,2035,2035,5,Lung,0.25,"PTPRE,GZMB,IRF7,GENE72,TYROBP,GENE18,PLD4,NPC2,PPP1R14B,IL3RA,IRF4,SEC61B",Plasmacytoid Dendritic,plasmacytoid dendritic cell,CL:0000784,Natural Killer cells,CL:0000623,Cytotoxic T Cells,CL:0000910,Myeloid Cells,20. Dendritic cells,CL:0000763,CL:0000451,myeloid cell,dendritic cell,natural killer cell,cytotoxic t cell,-1,1,-1,-1
2036,2036,2036,2036,2036,5,Lung,0.25,"TPX2,BIRC5,NUSAP1,STMN1,GENE93,UBE2C,TYMS,ANLN,KPNA2,CDK1,H2AFZ,GENE97",Proliferating Macrophage,,,Proliferating cells,CL:4033068,Proliferating Cells,CL:4033068,Mitotic cells,21. Mitotic cells,CL:0000646,CL:0000646,basal cell,basal cell,cycling B cell,cycling B cell,-1,-1,-1,-1
2037,2037,2037,2037,2037,5,Lung,0.25,"BIRC5,NUSAP1,KIF2C,SMC4,GENE36,GENE33,UBE2C,H2AFV,AURKB,CENPF,HMGB2,TOP2A",Proliferating NK/T,,,Proliferating cells,CL:4033068,Proliferating Cells,CL:4033068,Mitotic cells,22. Mitotic cells,CL:0000646,CL:0000646,basal cell,basal cell,cycling B cell,cycling B cell,-1,-1,-1,-1
2038,2038,2038,2038,2038,5,Lung,0.25,"GENE13,POSTN,GENE57,VWF,COL15A1,ZNF385D,ENPP2,PLVAP,EMCN,INHBB,SPARCL1,SPRY1",Bronchial Vessel,,,Endothelial cells,CL:0000115,Fibroblasts,CL:0000057,Endothelial cells,23. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,fibroblast,-1,-1,-1,-1
2039,2039,2039,2039,2039,5,Lung,0.25,"GENE20,GENE68,BPIFB1,SAA1,SCGB1A1,RARRES1,MSMB,SCGB3A1,SLPI,LCN2,WFDC2,MUC5B",Mucous,,,Club cells,CL:0000158,Clara Cells,CL:0000158,Mucous cells,24. Club cells,CL:0000319,CL:0000158,mucus secreting cell,club cell,club cell,club cell,-1,-1,-1,-1
2040,2040,2040,2040,2040,5,Lung,0.25,"PTPRB,GENE9,PRSS23,TGM2,VWF,LIFR,SELP,PLA1A,CPE,GENE74,SRPX,SLCO2A1",Vein,,,Endothelial cells,CL:0000115,Endothelial Cells,CL:0000115,Platelets,25. Endothelial cells,CL:0000233,CL:0000115,platelet,endothelial cell,endothelial cell,endothelial cell,-1,-1,-1,-1
2041,2041,2041,2041,2041,5,Lung,0.25,"CHN1,CALD1,COL4A2,GENE65,NID1,COL4A1,LAMB1,COX4I2,GENE74,TACC1,PDGFRB,LAMC3",Pericyte,pericyte,CL:0000669,Fibroblasts,CL:0000057,Fibroblasts,CL:0000057,Older fibroblasts,26. Mesangial cells,CL:0000057,CL:0000650,fibroblast,mesangial cell,fibroblast,fibroblast,10,-1,10,10
2042,2042,2042,2042,2042,5,Lung,0.25,"CALD1,TPM2,PLN,GENE79,DSTN,CSRP1,GENE42,ACTA2,CNN1,DES,MYH11,MYL9",Smooth Muscle,smooth muscle cell,CL:0000192,Smooth muscle cells,CL:0000192,Smooth Muscle Cells,CL:0000192,Smooth Muscle Cells,1. Smooth muscle cells,CL:0000192,CL:0000192,smooth muscle cell,smooth muscle cell,smooth muscle cell,smooth muscle cell,0,0,0,0
2043,2043,2043,2043,2043,5,Lung,0.25,"PTPRB,DKK2,HEY1,GENE40,GJA5,FBLN5,SEMA3G,EFNB2,BMX,GENE2,EPAS1,ARGLU1",Artery,,,Endothelial cells,CL:0000115,Endothelial Cells,CL:0000115,Endothelial Cells,2. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,endothelial cell,-1,-1,-1,-1
2044,2044,2044,2044,2044,5,Lung,0.25,"HPGD,CYP3A5,CLDN5,APP,STXBP6,TBX2,GENE83,EMCN,SOSTDC1,GENE31,ESAM,EDNRB",Capillary Aerocyte,,,Epithelial cells,CL:0000066,Epithelial Cells,CL:0000066,Endothelial Cells,3. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,epithelial cell,epithelial cell,-1,-1,-1,-1
2045,2045,2045,2045,2045,5,Lung,0.25,"IPO7,SH3BP5,GENE57,RALA,GALNT18,SRSF11,PECAM1,ACVRL1,EPAS1,VAT1,WWTR1,GENE41",Capillary Intermediate,,,Macrophages,CL:0000235,Immune Cells,CL:0000738,Endothelial Cells,4. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,macrophage,leukocyte,-1,-1,-1,-1
2046,2046,2046,2046,2046,5,Lung,0.25,"C7,FGF7,C3,WT1,MEDAG,STEAP1,OSR1,CCDC71L,GENE95,CPXM1,HAS1,GENE14",Lipofibroblast,alveolar type 1 fibroblast cell,CL:4028004,Alveolar epithelial cells,CL:0000322,Mesenchymal Stem Cells,CL:0000134,Kidney Cells,5. Podocyte cells,CL:1000497,CL:0000653,kidney cell,podocyte,pulmonary alveolar epithelial cell,mesenchymal stem cell,-1,-1,-1,3
2047,2047,2047,2047,2047,5,Lung,0.25,"ALDH1A3,PRG4,GALNT9,C3,DSC3,ITLN1,MGARP,WT1,DMKN,GENE68,GENE42,SLPI",Mesothelial,mesothelial cell,CL:0000077,Goblet cells,CL:0000160,Mucous Cells,CL:0000319,Skin Cells,6. Mesothelial cells,CL:0002308,CL:0000077,epithelial cell of skin gland,mesothelial cell,goblet cell,mucus secreting cell,-1,0,-1,-1
2048,2048,2048,2048,2048,5,Lung,0.25,"GENE1,CMTM5,TUBB1,GRAP2,ITGA2B,CABP5,GENE96,PF4,ACRBP,GP6,TMEM40,GP9",Platelet/Megakaryocyte,"platelet,megakaryocyte","CL:0000233,CL:0000556",Platelets,CL:0000233,Epithelial Cells,CL:0000066,Platelets,7. Platelets,CL:0000233,CL:0000233,platelet,platelet,platelet,epithelial cell,-1,-1,-1,-1
2049,2049,2049,2049,2049,5,Lung,0.25,"CD2,GNLY,CTSW,S100A6,GENE32,CCL5,GENE71,CEBPB,CXCR4,CD7,LGALS1,ZFP36L2",Natural Killer T,,,T cells,CL:0000084,T Cells,CL:0000084,T Cells,8. T cells,CL:0000084,CL:0000084,t cell,t cell,t cell,t cell,-1,-1,-1,-1
2050,2050,2050,2050,2050,5,Lung,0.25,"CLU,GENE94,CST5,MET,FAM150A,HSPB3,RAMP1,CSRP1,IGF1,SCX,CNN1,GENE73",Fibromyocyte,,,Clara cells,CL:0000158,Club Cells,CL:0000158,Fibrochondrocytes,9. Smooth muscle cells,,CL:0000192,,smooth muscle cell,club cell,club cell,-1,-1,-1,-1
2051,2051,2051,2051,2051,5,Lung,0.25,"CXCL17,S100P,PSCA,COX5A,TXN,GENE72,GENE27,AGR2,FAM3D,GABRP,CLIC1,WFDC2",Goblet,goblet cell,CL:0000160,MUC5B-positive cells,CL:0000999,Goblet Cells,CL:0000160,Goblet Cells,10. Goblet cells,CL:0000160,CL:0000160,goblet cell,goblet cell,CD4-positive CD11b-positive dendritic cell,goblet cell,0,0,-1,0
2052,2052,2052,2052,2052,5,Lung,0.25,"TFF3,TMPRSS11E,PHGR1,BSND,FOXI1,GENE71,HEPACAM2,ATP6V1B1,STAC2,MFSD6L,GENE31,ASCL3",Ionocyte,ionocyte,CL:0005006,Basal cells,CL:0000646,Type II Alveolar Cells,CL:0002063,Stratified Epithelial Cells,11. Intercalated cells,CL:0000079,CL:0005010,stratified epithelial cell,renal intercalated cell,basal cell,pulmonary alveolar type 2 cell,-1,-1,-1,-1
2053,2053,2053,2053,2053,5,Lung,0.25,"GENE62,PCSK1N,EGR1,FAM46A,PRDX2,CHGA,SEC11C,SCGN,CPE,GENE49,BEX1,NENF",Neuroendocrine,neuroendocrine cell,CL:0000165,Neuroendocrine cells,CL:0000165,Pulmonary Neuroendocrine Cells,CL:1000223,Beta Cells,12. Enteroendocrine cells,CL:0000639,CL:0000164,basophil cell of pars distalis of adenohypophysis,enteroendocrine cell,neuroendocrine cell,lung neuroendocrine cell,-1,2,0,-1
2054,2054,2054,2054,2054,5,Lung,0.25,"TCN1,LPO,PHB,LYZ,GENE58,GENE18,TESC,ZG16B,PRR4,PRB3,PRH2,PRB4",Serous,serous secreting cell,CL:0000313,Goblet cells,CL:0000160,Alveolar Macrophages,CL:0000583,Salivary Gland Acinar Cells,13. Salivary glands,CL:0002623,CL:0009005,acinar cell of salivary gland,salivary gland cell,goblet cell,alveolar macrophage,-1,-1,-1,-1
2055,2055,2055,2055,2055,5,Lung,0.25,"C1QB,LYZ,GENE41,FCER1G,C1QA,LAPTM5,GENE18,AIF1,C1QC,HLA-DRB1,CTSZ,CTSL",Macrophages,macrophage,CL:0000235,Monocytes/Macrophages,CL:0000235,Neutrophils,CL:0000775,Monocytes/Macrophages,14. Macrophages,CL:0000235,CL:0000235,macrophage,macrophage,macrophage,neutrophil,0,0,0,-1
2056,2056,2056,2056,2056,5,Lung,0.25,"GNLY,GZMB,GENE8,CTSW,CST7,CD7,CCL5,NKG7,GZMA,GENE49,CCL4,PRF1",Innate lymphoid cell NK,natural killer cell,CL:0000623,Natural Killer cells,CL:0000623,Natural Killer Cells,CL:0000623,Natural Killer Cells,15. NK cells,CL:0000623,CL:0000623,natural killer cell,natural killer cell,natural killer cell,natural killer cell,0,0,0,0
2057,2057,2057,2057,2057,5,Lung,0.25,"S100A14,GENE74,SLC34A2,CYB5A,SLC39A8,SFTA2,GENE80,SFTPD,NAPSA,MUC1,SFTA3,PEBP4",AT2,type II pneumocyte,CL:0002063,Pneumocytes,CL:0000322,Type I Alveolar Cells,CL:0002062,Alveolar Epithelial Cells,16. Type II pneumocytes,CL:0000322,GO:0060510,pulmonary alveolar epithelial cell,type II pneumocyte differentiation,pulmonary alveolar epithelial cell,pulmonary alveolar type 1 cell,1,-1,1,3
2058,2058,2058,2058,2058,5,Lung,0.25,"CLEC14A,ACKR1,GENE93,MGP,RAMP3,RAMP2,GENE87,IGFBP7,VWF,GNG11,PECAM1,SPARCL1",EC venous,vein endothelial cell,CL:0002543,Endothelial cells,CL:0000115,Dendritic Cells,CL:0000451,Endothelial Cells,17. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,dendritic cell,3,3,3,-1
2059,2059,2059,2059,2059,5,Lung,0.25,"CD2,GENE9,CD3D,GENE21,IL32,CD69,CCL5,TRAC,CXCR4,CD3E,TRBC2,CORO1A",T cell lineage,T cell,CL:0000084,T cells,CL:0000084,T Cells,CL:0000084,T Cells,18. T cells,CL:0000084,CL:0000084,t cell,t cell,t cell,t cell,0,0,0,0
2060,2060,2060,2060,2060,5,Lung,0.25,"CLEC14A,TM4SF1,CLDN5,GENE79,GENE33,IFI27,SOX17,A2M,CRIP2,PECAM1,SPARCL1,GIMAP7",EC arterial,endothelial cell of artery,CL:1000413,Endothelial cells,CL:0000115,Endothelial cells,CL:0000115,Endothelial Cells,19. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,endothelial cell,3,3,3,3
