,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,simuround,tissue,noise,marker,manual_annotation,manual_CLname,manual_CLID,gpt-4o-2024-08-06_annotation,gpt-4o-2024-08-06_CLID,gpt-4o-mini-2024-07-18_annotation,gpt-4o-mini-2024-07-18_CLID,gpt-4-0613_annotation,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_CLID,gpt-4-turbo-2024-04-09_CLID,gpt-4-0613_Clname,gpt-4-turbo-2024-04-09_Clname,gpt-4o-2024-08-06_Clname,gpt-4o-mini-2024-07-18_Clname,gpt-4-0613_aggrement_modified,gpt-4-turbo-2024-04-09_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified,gpt-4o-mini-2024-07-18_aggrement_modified
510,510,510,510,510,2,Lung,0.25,"FCGR2B,HLA-DMB,HLA-DQA1,CLEC10A,CSF2RA,GPR183,FPR3,HLA-DPB1,RGS1,GENE53,GENE97,MS4A6A",Dendritic,dendritic cell,CL:0000451,Dendritic cells,CL:0000451,B cells,CL:0000236,Immature Dendritic Cells,7. B cells,CL:0000840,CL:0000236,immature conventional dendritic cell,b cell,dendritic cell,b cell,-1,-1,0,-1
511,511,511,511,511,2,Lung,0.25,"C1S,LUM,ABLIM1,CFD,GENE52,C3,C1R,FBLN1,DCN,GENE42,SLIT2,ADH1B",Fibroblast,fibroblast,CL:0000057,Fibroblasts,CL:0000057,Monocytes,CL:0000576,Fibroblasts,8. Hepatocytes,CL:0000057,CL:0000182,fibroblast,hepatocyte,fibroblast,monocyte,0,-1,0,-1
512,512,512,512,512,2,Lung,0.25,"TFF3,TFPI,CCL21,GENE18,IGFBP7,MMRN1,PKHD1L1,PROX1,PPFIBP1,TIMP3,TBX1,GENE16",Lymphatic,,,Epithelial cells,CL:0000066,T cells,CL:0000084,Endothelial Cells,9. Lymphatic endothelial cells,CL:0000115,CL:0002138,endothelial cell,endothelial cell of lymphatic vessel,epithelial cell,t cell,-1,-1,-1,-1
513,513,513,513,513,2,Lung,0.25,"APOC1,C1QB,GENE90,C1QA,VSIG4,SLCO2B1,ACP5,ITGAX,GENE85,GPD1,MARCO,OLR1",Macrophage,macrophage,CL:0000235,Macrophages,CL:0000235,Macrophages,CL:0000235,Macrophages,10. Macrophages,CL:0000235,CL:0000235,macrophage,macrophage,macrophage,macrophage,0,0,0,0
514,514,514,514,514,2,Lung,0.25,"KLRF1,GENE47,GNLY,GZMB,FCGR3A,NKG7,GENE49,PYHIN1,KLRD1,SPON2,PRF1,CD247",Natural Killer,natural killer cell,CL:0000623,Natural killer (NK) cells,CL:0000623,Natural Killer cells,CL:0000623,NK Cells,11. Natural Killer (NK) cells,CL:0000623,CL:0000623,natural killer cell,natural killer cell,natural killer cell,natural killer cell,0,0,0,0
515,515,515,515,515,2,Lung,0.25,"PRDX4,MANF,SSR4,XBP1,POU2AF1,TNFRSF17,GENE64,HSP90B1,GENE31,MZB1,DERL3,SEC11C",Plasma,plasma cell,CL:0000786,Plasma cells,CL:0000786,Plasma cells,CL:0000786,Plasma Cells,12. Plasma cells,CL:0000786,CL:0000786,plasma cell,plasma cell,plasma cell,plasma cell,0,0,0,0
516,516,516,516,516,2,Lung,0.25,"SFTPA2,GENE61,SLC34A2,SFTPC,LAMP3,ABCA3,GENE12,SFTPA1,SFTPD,SFTPB,NAPSA,LPCAT1",Alveolar Epithelial Type 2,type II pneumocyte,CL:0002063,Alveolar epithelial cells (Type II),CL:4040003,Alveolar Type II cells,CL:0002063,Type II Pneumocytes,13. Type II pneumocytes,GO:0060510,GO:0060510,type II pneumocyte differentiation,type II pneumocyte differentiation,fetal pre-type II pulmonary alveolar epithelial cell,pulmonary alveolar type 2 cell,-1,-1,1,0
517,517,517,517,517,2,Lung,0.25,"KIT,VWA5A,CPA3,HPGDS,GRAP2,HDC,GENE87,CD44,MS4A2,TPSAB1,GATA2,GENE41",Basophil/Mast,"basophil,mast cell","CL:0000767,CL:0000097",Mast cells,CL:0000097,Mast cells,CL:0000097,Mast Cells,14. Mast cells,CL:0000097,CL:0000097,mast cell,mast cell,mast cell,mast cell,-1,-1,-1,-1
518,518,518,518,518,2,Lung,0.25,"LILRB2,GENE8,COTL1,RPS19,GENE32,LST1,AIF1,FCGR3A,SAT1,RHOC,FCN1,IFITM2",CD16+ Monocyte,,,Monocytes,CL:0000576,Dendritic cells,CL:0000451,Monocytes,15. Myeloid cells,CL:0000576,CL:0000763,monocyte,myeloid cell,monocyte,dendritic cell,-1,-1,-1,-1
519,519,519,519,519,2,Lung,0.25,"GENE47,CDC42EP1,NOSTRIN,PODXL,CDH5,RAMP3,BTNL9,CD81,GENE2,FCN3,EPAS1,FLNB",Capillary,,,Endothelial cells,CL:0000115,Endothelial cells,CL:0000115,Endothelial Cells,16. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,endothelial cell,-1,-1,-1,-1
520,520,520,520,520,2,Lung,0.25,"CD3D,GZMH,CD3G,GENE37,CD8B,GENE24,CCL5,RPL34,NKG7,CD8A,GZMA,RPS27",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,Cytotoxic T cells,CL:0000910,T cells,CL:0000084,Cytotoxic T Cells,17. Cytotoxic T cells,CL:0000910,CL:0000910,cytotoxic t cell,cytotoxic t cell,cytotoxic t cell,t cell,-1,-1,-1,3
521,521,521,521,521,2,Lung,0.25,"SCGB3A2,DSTN,CYB5A,GENE69,CEACAM6,PIGR,CTSE,SFTPB,GENE38,WFDC2,C16orf89,KIAA1324",Club,club cell,CL:0000158,Clara cells (bronchiolar exocrine cells),CL:1001599,Club cells,CL:0000158,Secretory Cells,18. Club cells,CL:0000151,CL:0000158,secretory cell,club cell,pancreas exocrine glandular cell,club cell,2,0,-1,0
522,522,522,522,522,2,Lung,0.25,"CALD1,ASPN,COL6A3,POSTN,LTBP1,BGN,GENE44,GENE11,COL3A1,COL1A1,COL1A2,ITGBL1",Myofibroblast,myofibroblast cell,CL:0000186,Fibroblasts,CL:0000057,Fibroblasts,CL:0000057,Fibrocytes,19. Fibroblasts,CL:0000135,CL:0000057,fibrocyte,fibroblast,fibroblast,fibroblast,-1,-1,-1,-1
523,523,523,523,523,2,Lung,0.25,"GENE9,PTPRE,GZMB,IRF7,TYROBP,GENE95,PLD4,NPC2,PPP1R14B,IL3RA,IRF4,SEC61B",Plasmacytoid Dendritic,plasmacytoid dendritic cell,CL:0000784,Natural Killer cells,CL:0000623,Cytotoxic T cells,CL:0000910,Dendritic Cells,20. Dendritic cells,CL:0000451,CL:0000451,dendritic cell,dendritic cell,natural killer cell,cytotoxic t cell,1,1,-1,-1
524,524,524,524,524,2,Lung,0.25,"TPX2,BIRC5,NUSAP1,STMN1,UBE2C,TYMS,GENE87,ANLN,KPNA2,CDK1,H2AFZ,GENE20",Proliferating Macrophage,,,Proliferating cells,CL:4033068,Proliferating cells,CL:4033068,Proliferating Cells,21. Cycling tumor cells,CL:4033068,CL:4033068,cycling B cell,cycling B cell,cycling B cell,cycling B cell,-1,-1,-1,-1
525,525,525,525,525,2,Lung,0.25,"BIRC5,GENE65,NUSAP1,KIF2C,SMC4,UBE2C,H2AFV,AURKB,GENE84,CENPF,HMGB2,TOP2A",Proliferating NK/T,,,Proliferating cells,CL:4033068,Tumor cells,CL:0001063,Mitotic Cells,22. Cycling tumor cells,CL:0000646,CL:4033068,basal cell,cycling B cell,cycling B cell,neoplastic cell,-1,-1,-1,-1
526,526,526,526,526,2,Lung,0.25,"GENE7,POSTN,GENE27,VWF,COL15A1,ZNF385D,ENPP2,PLVAP,EMCN,INHBB,SPARCL1,SPRY1",Bronchial Vessel,,,Endothelial cells,CL:0000115,Endothelial cells,CL:0000115,Endothelial Cells,23. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,endothelial cell,-1,-1,-1,-1
527,527,527,527,527,2,Lung,0.25,"GENE59,GENE3,BPIFB1,SAA1,SCGB1A1,RARRES1,MSMB,SCGB3A1,SLPI,LCN2,WFDC2,MUC5B",Mucous,,,Club cells,CL:0000158,Secretory cells,CL:0000151,Club Cells,24. Club cells,CL:0000158,CL:0000158,club cell,club cell,club cell,secretory cell,-1,-1,-1,-1
528,528,528,528,528,2,Lung,0.25,"PTPRB,GENE66,GENE36,PRSS23,TGM2,VWF,LIFR,SELP,PLA1A,CPE,SRPX,SLCO2A1",Vein,,,Endothelial cells,CL:0000115,Fibroblasts,CL:0000057,Platelets,25. Endothelial cells,CL:0000233,CL:0000115,platelet,endothelial cell,endothelial cell,fibroblast,-1,-1,-1,-1
529,529,529,529,529,2,Lung,0.25,"CHN1,CALD1,COL4A2,NID1,COL4A1,LAMB1,GENE32,COX4I2,GENE28,TACC1,PDGFRB,LAMC3",Pericyte,pericyte,CL:0000669,Vascular smooth muscle cells,CL:0000359,Mesenchymal cells,CL:0008019,Mesangial Cells,26. Endothelial cells,CL:0000650,CL:0000115,mesangial cell,endothelial cell,vascular associated smooth muscle cell,mesenchymal cell,-1,8,-1,11
530,530,530,530,530,2,Lung,0.25,"CALD1,TPM2,PLN,DSTN,CSRP1,GENE49,ACTA2,CNN1,GENE14,DES,MYH11,MYL9",Smooth Muscle,smooth muscle cell,CL:0000192,Smooth Muscle Cells,CL:0000192,Smooth Muscle Cells,CL:0000192,Vascular Smooth Muscle Cells,1. Smooth Muscle Cells,CL:0000359,CL:0000192,vascular associated smooth muscle cell,smooth muscle cell,smooth muscle cell,smooth muscle cell,-1,0,0,0
531,531,531,531,531,2,Lung,0.25,"PTPRB,DKK2,HEY1,GENE93,GJA5,FBLN5,SEMA3G,EFNB2,BMX,EPAS1,ARGLU1,GENE73",Artery,,,Endothelial Cells,CL:0000115,Endothelial Cells,CL:0000115,Endothelial Cells,2. Endothelial Cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,endothelial cell,-1,-1,-1,-1
532,532,532,532,532,2,Lung,0.25,"GENE7,HPGD,CYP3A5,CLDN5,GENE64,APP,STXBP6,TBX2,EMCN,SOSTDC1,ESAM,EDNRB",Capillary Aerocyte,,,Endothelial Cells,CL:0000115,Epithelial Cells,CL:0000066,Endothelial Cells,3. Endothelial Cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,epithelial cell,-1,-1,-1,-1
533,533,533,533,533,2,Lung,0.25,"GENE7,IPO7,SH3BP5,RALA,GALNT18,GENE81,SRSF11,PECAM1,ACVRL1,EPAS1,VAT1,WWTR1",Capillary Intermediate,,,Epithelial Cells,CL:0000066,Fibroblasts,CL:0000057,Endothelial Cells,4. Endothelial Cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,epithelial cell,fibroblast,-1,-1,-1,-1
534,534,534,534,534,2,Lung,0.25,"C7,GENE36,GENE72,FGF7,C3,WT1,MEDAG,STEAP1,OSR1,CCDC71L,CPXM1,HAS1",Lipofibroblast,alveolar type 1 fibroblast cell,CL:4028004,Mesothelial Cells,CL:0000077,Immune Cells,CL:0000738,Mesangial Cells,5. Kidney Cells,CL:0000650,CL:1000497,mesangial cell,kidney cell,mesothelial cell,leukocyte,-1,-1,7,-1
535,535,535,535,535,2,Lung,0.25,"ALDH1A3,PRG4,GENE61,GALNT9,C3,DSC3,ITLN1,MGARP,WT1,DMKN,GENE46,SLPI",Mesothelial,mesothelial cell,CL:0000077,Epithelial Cells,CL:0000066,Alveolar Type 2 Cells,CL:0002063,Mucus-secreting Goblet Cells,6. Kidney Cells,CL:0000319,CL:1000497,mucus secreting cell,kidney cell,epithelial cell,pulmonary alveolar type 2 cell,-1,-1,2,-1
536,536,536,536,536,2,Lung,0.25,"GENE13,CMTM5,TUBB1,GENE89,GRAP2,ITGA2B,CABP5,PF4,ACRBP,GP6,TMEM40,GP9",Platelet/Megakaryocyte,"platelet,megakaryocyte","CL:0000233,CL:0000556",Platelets,CL:0000233,Progenitor Cells,CL:0011026,Platelets,7. Platelets,CL:0000233,CL:0000233,platelet,platelet,platelet,progenitor cell,-1,-1,-1,-1
537,537,537,537,537,2,Lung,0.25,"CD2,GNLY,CTSW,S100A6,GENE64,CCL5,GENE84,CEBPB,CXCR4,CD7,LGALS1,ZFP36L2",Natural Killer T,,,T Cells,CL:0000084,Neuroendocrine Cells,CL:0000165,T Cells,8. T Cells,CL:0000084,CL:0000084,t cell,t cell,t cell,neuroendocrine cell,-1,-1,-1,-1
538,538,538,538,538,2,Lung,0.25,"CLU,CST5,GENE15,GENE95,MET,FAM150A,HSPB3,RAMP1,CSRP1,IGF1,SCX,CNN1",Fibromyocyte,,,Alveolar Epithelial Cells,CL:0000322,Macrophages,CL:0000235,Tenocytes,9. Tendon Cells,CL:0000388,CL:0000388,tendon cell,tendon cell,pulmonary alveolar epithelial cell,macrophage,-1,-1,-1,-1
539,539,539,539,539,2,Lung,0.25,"CXCL17,S100P,PSCA,COX5A,TXN,GENE64,AGR2,GENE96,FAM3D,GABRP,CLIC1,WFDC2",Goblet,goblet cell,CL:0000160,Epithelial Cells,CL:0000066,Bronchial Epithelial Cells,CL:0002328,Mucus-secreting Goblet Cells,"10. Glandular Cells, Epithelial Cells",CL:0000319,CL:0000150,mucus secreting cell,glandular epithelial cell,epithelial cell,bronchial epithelial cell,-1,-1,1,-1
540,540,540,540,540,2,Lung,0.25,"TFF3,GENE13,TMPRSS11E,PHGR1,BSND,FOXI1,HEPACAM2,ATP6V1B1,STAC2,MFSD6L,GENE16,ASCL3",Ionocyte,ionocyte,CL:0005006,Clara Cells,CL:0000158,"Goblet cells, Club cells, Type II alveolar cells",CL:0002062,Salivary Mucous Cells,11. Epithelial Cells,CL:0000651,CL:0000066,mucous neck cell,epithelial cell,club cell,pulmonary alveolar type 1 cell,-1,1,-1,-1
541,541,541,541,541,2,Lung,0.25,"PCSK1N,EGR1,GENE35,FAM46A,PRDX2,CHGA,SEC11C,SCGN,CPE,GENE46,BEX1,NENF",Neuroendocrine,neuroendocrine cell,CL:0000165,Neuroendocrine Cells,CL:0000165,"Pulmonary neuroendocrine cells, Neuroendocrine cells",CL:1000223,Neuroendocrine Cells,12. Neuroendocrine Cells,CL:0000165,CL:0000165,neuroendocrine cell,neuroendocrine cell,neuroendocrine cell,lung neuroendocrine cell,0,0,0,-1
542,542,542,542,542,2,Lung,0.25,"TCN1,LPO,PHB,LYZ,GENE44,TESC,ZG16B,PRR4,PRB3,PRH2,GENE64,PRB4",Serous,serous secreting cell,CL:0000313,Serous Cells,CL:0000313,"Type II alveolar cells, Clara cells",CL:0002063,Salivary Mucous Cells,13. Salivary Gland Cells,CL:0000651,CL:0009005,mucous neck cell,salivary gland cell,serous secreting cell,pulmonary alveolar type 2 cell,-1,-1,0,-1
543,543,543,543,543,2,Lung,0.25,"C1QB,LYZ,GENE41,FCER1G,C1QA,LAPTM5,GENE5,AIF1,C1QC,HLA-DRB1,CTSZ,CTSL",Macrophages,macrophage,CL:0000235,Alveolar Macrophages,CL:0000583,"Macrophages, Monocytes, Alveolar macrophages",CL:0000583,Macrophages,14. Myeloid Cells,CL:0000235,CL:0000763,macrophage,myeloid cell,alveolar macrophage,alveolar macrophage,0,2,-1,-1
544,544,544,544,544,2,Lung,0.25,"GNLY,GZMB,CTSW,CST7,CD7,CCL5,NKG7,GZMA,GENE76,GENE46,CCL4,PRF1",Innate lymphoid cell NK,natural killer cell,CL:0000623,Cytotoxic T Cells,CL:0000910,"Cytotoxic T cells, Natural killer cells",CL:0000623,Cytotoxic T cells,15. Cytotoxic T cells,CL:0000910,CL:0000910,cytotoxic t cell,cytotoxic t cell,cytotoxic t cell,natural killer cell,-1,-1,-1,0
545,545,545,545,545,2,Lung,0.25,"S100A14,SLC34A2,CYB5A,SLC39A8,SFTA2,GENE60,SFTPD,NAPSA,MUC1,GENE75,SFTA3,PEBP4",AT2,type II pneumocyte,CL:0002063,Clara Cells,CL:0000158,"Type II alveolar cells, Clara cells",CL:0002063,Alveolar Type II Cells,16. Lung Epithelial Cells,CL:0002063,CL:0000082,pulmonary alveolar type 2 cell,epithelial cell of lung,club cell,pulmonary alveolar type 2 cell,0,2,-1,0
546,546,546,546,546,2,Lung,0.25,"CLEC14A,ACKR1,MGP,RAMP3,RAMP2,GENE80,IGFBP7,GENE60,VWF,GNG11,PECAM1,SPARCL1",EC venous,vein endothelial cell,CL:0002543,Endothelial Cells,CL:0000115,"Endothelial cells, Vascular smooth muscle cells",CL:0000359,Endothelial Cells,17. Endothelial Cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,vascular associated smooth muscle cell,3,3,3,-1
547,547,547,547,547,2,Lung,0.25,"CD2,CD3D,IL32,GENE89,CD69,CCL5,TRAC,GENE77,CXCR4,CD3E,TRBC2,CORO1A",T cell lineage,T cell,CL:0000084,T Cells,CL:0000084,"T cells, Helper T cells, Effector T cells",CL:0002061,T Cells,18. T Cells,CL:0000084,CL:0000084,t cell,t cell,t cell,T-helper 9 cell,0,0,0,-1
548,548,548,548,548,2,Lung,0.25,"CLEC14A,TM4SF1,CLDN5,IFI27,SOX17,GENE17,A2M,CRIP2,GENE28,PECAM1,SPARCL1,GIMAP7",EC arterial,endothelial cell of artery,CL:1000413,Endothelial Cells,CL:0000115,"Endothelial cells, Epithelial cells",CL:1001572,Endothelial Cells,19. Endothelial Cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,colon endothelial cell,3,3,3,-1
549,549,549,549,549,2,Lung,0.25,"CALD1,LUM,C1S,BGN,MGP,IGFBP7,GENE56,GENE29,COL6A1,DCN,COL1A2,SPARC",Fibroblasts,fibroblast,CL:0000057,Fibroblasts,CL:0000057,"Fibroblasts, Myofibroblasts",CL:0000186,Fibroblasts,"20. Fibroblasts, Smooth Muscle Cells",CL:0000057,CL:0000192,fibroblast,smooth muscle cell,fibroblast,myofibroblast cell,0,-1,0,-1
550,550,550,550,550,2,Lung,0.25,"AGER,EMP2,GENE64,FXYD3,SFTA2,CEACAM6,ADIRF,CAV1,KRT7,HOPX,GENE31,TSPAN13",AT1,type I pneumocyte,CL:0002062,Type II Alveolar Cells,CL:0002063,Alveolar epithelial cells,CL:0000322,Alveolar Epithelial Cells,21. Alveolar Epithelial Cells,CL:0000322,CL:0000322,pulmonary alveolar epithelial cell,pulmonary alveolar epithelial cell,pulmonary alveolar type 2 cell,pulmonary alveolar epithelial cell,1,1,-1,1
551,551,551,551,551,2,Lung,0.25,"RP11-356K23.1,C12orf75,GSTA1,CD24,GENE57,FAM229B,TMEM231,GENE11,RP11-295M3.4,C11orf97,C5orf49,SNTN",Multiciliated lineage,multi-ciliated epithelial cell,CL:0005012,Clara Cells,CL:0000158,Club cells,CL:0000158,Hepatocytes,22. Epithelial Cells,CL:0000182,CL:0000066,hepatocyte,epithelial cell,club cell,club cell,-1,2,-1,-1
552,552,552,552,552,2,Lung,0.25,"LTB,MS4A1,GENE61,IGHA1,IGLC2,CD79A,TSC22D3,IGKC,GENE38,CORO1A,CD37,ISG20",B cell lineage,B cell,CL:0000236,B Cells,CL:0000236,B cells,CL:0000236,B Cells,23. B Cells,CL:0000236,CL:0000236,b cell,b cell,b cell,b cell,0,0,0,0
553,553,553,553,553,2,Lung,0.25,"CXCL17,KRT7,BPIFB1,GENE44,GENE10,CEACAM6,TACSTD2,PIGR,MUC1,WFDC2,CP,KRT19",Secretory,secretory cell,CL:0000151,Goblet Cells,CL:0000160,Type II alveolar cells,CL:0002063,Mucus-secreting Goblet Cells,"24. Glandular Cells, Epithelial Cells",CL:0000319,CL:0000150,mucus secreting cell,glandular epithelial cell,goblet cell,pulmonary alveolar type 2 cell,-1,-1,-1,-1
554,554,554,554,554,2,Lung,0.25,"CD14,S100A9,S100A8,FCER1G,GENE67,COTL1,LST1,AIF1,VCAN,GENE77,S100A12,FCN1",Monocytes,monocyte,CL:0000576,Monocytes,CL:0000576,Monocytes/Macrophages,CL:0000235,Monocytes,"25. Macrophages, Monocytes",CL:0000576,CL:0000576,monocyte,monocyte,monocyte,macrophage,0,0,0,2
555,555,555,555,555,2,Lung,0.25,"TCN1,SELM,MARCKSL1,LTF,ZG16B,GENE48,PIP,PIGR,GENE81,CCL28,SEC11C,AZGP1",Submucosal Secretory,,,Secretory Cells,CL:0000151,Neutrophils,CL:0000775,Gastric mucus secretory cells,1. Plasma cells,CL:0002181,CL:0000786,mucous neck cell of gastric gland,plasma cell,secretory cell,neutrophil,-1,-1,-1,-1
556,556,556,556,556,2,Lung,0.25,"CLEC14A,TM4SF1,CLDN5,AQP1,GENE67,CDH5,GENE79,IFI27,PECAM1,SPARCL1,EGFL7,HYAL2",EC capillary,capillary endothelial cell,CL:0002144,Endothelial Cells,CL:0000115,Endothelial cells,CL:0000115,Endothelial cells,2. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,endothelial cell,2,2,2,2
557,557,557,557,557,2,Lung,0.25,"SDPR,TM4SF1,CLDN5,GENE3,CCL21,RAMP2,ECSCR,IGFBP7,MMRN1,GNG11,PPFIBP1,GENE38",Lymphatic EC mature,,,Endothelial Cells,CL:0000115,Fibroblasts,CL:0000057,Lymphatic endothelial cells,3. Lymphatic endothelial cells,CL:0002138,CL:0002138,endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,endothelial cell,fibroblast,-1,-1,-1,-1
558,558,558,558,558,2,Lung,0.25,"TFF3,SDPR,AKAP12,CLDN5,TCF4,CCL21,GENE44,IGFBP7,GNG11,GENE92,TIMP3,TFPI",Lymphatic EC differentiating,,,Endothelial Cells,CL:0000115,Mucous cells,CL:0000319,Colon sensory neurons,4. Endothelial cells,CL:0000101,CL:0000115,sensory neuron,endothelial cell,endothelial cell,mucus secreting cell,-1,-1,-1,-1
559,559,559,559,559,2,Lung,0.25,"HLA-DQB1,GENE89,HLA-DQA1,GENE40,HLA-DPA1,ITGB2,GPR183,HLA-DPB1,HLA-DRB1,HLA-DMA,CORO1A,MS4A6A",Dendritic cells,dendritic cell,CL:0000451,Dendritic Cells,CL:0000451,Dendritic cells,CL:0000451,B cells,5. Dendritic cells,CL:0000236,CL:0000451,b cell,dendritic cell,dendritic cell,dendritic cell,-1,0,0,0
560,560,560,560,560,2,Lung,0.25,"GENE13,CALD1,TPM2,CYR61,MT1X,CTGF,GPX3,IGFBP5,GENE83,SPARCL1,PRELP,TAGLN",Myofibroblasts,myofibroblast cell,CL:0000186,Smooth Muscle Cells,CL:0000192,Alveolar epithelial cells,CL:0000322,Smooth muscle cells,6. Myofibroblasts,CL:0000192,CL:0000186,smooth muscle cell,myofibroblast cell,smooth muscle cell,pulmonary alveolar epithelial cell,-1,0,-1,-1
