,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,tissue,simuround,subset,marker,manual_annotation,manual_CLname,manual_CLID,manual_broadtype,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_annotation,gpt-4o-2024-08-06_annotation,gpt-4o-mini-2024-07-18_annotation
1510,1510,1510,1510,Lung,3,1.0,"FGL2,CORO1A,FCN1,LILRB2,MPEG1,VCAN,AIF1,RNASE2,CD300E,LILRA1",intermediate monocyte,intermediate monocyte,CL:0002393,macrophage/monocyte,Ionocyte,"Myeloid Dendritic Type 1, Myeloid Dendritic Type 2, IGSF21+ Dendritic, Classical Monocyte, Nonclassical Monocyte, Intermediate Monocyte",Classical Monocyte,"Adventitial Fibroblast, Myeloid Dendritic Type 1, Nonclassical Monocyte, Nonclassical Monocyte, Plasmacytoid Dendritic"
1511,1511,1511,1511,Lung,3,1.0,"CEL,ATP6V1G3,DGKI,TMPRSS11E,CLCNKB,CLNK,LINC01187,HEPACAM2,PROX1,ASCL3",pulmonary ionocyte,pulmonary ionocyte,CL:0017000,epithelial cell,Alveolar Epithelial Type 1,Ionocyte,Ionocyte,"Ionocyte, Ionocyte, Ionocyte, Ionocyte"
1512,1512,1512,1512,Lung,4,0.25,"ARHGEF26,SPOCK2",Alveolar Epithelial Type 1,type I pneumocyte,CL:0002062,epithelial cell,B,Alveolar Epithelial Type 1,Alveolar Epithelial Type 1,Alveolar Epithelial Type 1
1513,1513,1513,1513,Lung,4,0.25,"CD79B,MS4A1",B,B cell,CL:0000236,b cell,Basal,"B, Nonclassical Monocyte",B,B
1514,1514,1514,1514,Lung,4,0.25,"DST,S100A2",Basal,basal cell,CL:0000646,stem cell,Classical Monocyte,"Basal, Alveolar Epithelial Type 1, Alveolar Fibroblast",Alveolar Epithelial Type 1,"Basal, Alveolar Fibroblast"
1515,1515,1515,1515,Lung,4,0.25,"METTL9,FCN1",CD14+ Monocyte,CD14-positive monocyte,CL:0001054,macrophage/monocyte,Alveolar Epithelial Type 1,"Ionocyte, Classical Monocyte, Nonclassical Monocyte, Intermediate Monocyte",Classical Monocyte,"CD4+ Naive T, CD4+ Memory/Effector T, CD8+ Memory/Effector T, CD8+ Naive T"
1516,1516,1516,1516,Lung,4,0.25,"CD2,MALAT1",CD4 T,"CD4-positive, alpha-beta T cell",CL:0000624,t/nk cell,Ciliated,"CD8+ Memory/Effector T, CD8+ Naive T, CD4+ Memory/Effector T, CD4+ Naive T, Natural Killer T, Alveolar Epithelial Type 1, Capillary Aerocyte, Capillary, Capillary Intermediate 1, Alveolar Fibroblast, Pericyte, Basophil/Mast 2",CD4+ Memory/Effector T,Ciliated
1517,1517,1517,1517,Lung,4,0.25,"CCDC170,ZMYND10",Ciliated,ciliated cell,CL:0000064,ciliated cell,Myeloid Dendritic Type 2,"Ciliated, Proximal Ciliated, IGSF21+ Dendritic",Ciliated,"Myeloid Dendritic Type 1, Myeloid Dendritic Type 2, EREG+ Dendritic"
1518,1518,1518,1518,Lung,4,0.25,"FPR3,HLA-DPB1",Dendritic,dendritic cell,CL:0000451,dendritic cell,Adventitial Fibroblast,"Club, Alveolar Epithelial Type 2, Capillary Aerocyte, Capillary Intermediate 2, Macrophage, Myeloid Dendritic Type 1, Myeloid Dendritic Type 2, IGSF21+ Dendritic, EREG+ Dendritic, TREM2+ Dendritic, Intermediate Monocyte",Myeloid Dendritic Type 2,"Alveolar Fibroblast, Adventitial Fibroblast"
1519,1519,1519,1519,Lung,4,0.25,"LUM,ADH1B",Fibroblast,fibroblast,CL:0000057,fibroblast,Adventitial Fibroblast,"Adventitial Fibroblast, Alveolar Fibroblast",Alveolar Fibroblast,"Alveolar Fibroblast, Alveolar Fibroblast"
1520,1520,1520,1520,Lung,4,0.25,"TBX1,IGFBP7",Lymphatic,,,immune cell,Lymphatic,"Lymphatic, Ciliated, Proximal Ciliated, Basal, Alveolar Epithelial Type 1, Vein, Bronchial Vessel 1, Airway Smooth Muscle, Vascular Smooth Muscle, Natural Killer, Proliferating NK/T",Lymphatic,Lymphatic
1521,1521,1521,1521,Lung,4,0.25,"APOC1,SLCO2B1",Macrophage,macrophage,CL:0000235,macrophage/monocyte,"Macrophage, Proliferating Macrophage","Macrophage, Proliferating Macrophage, TREM2+ Dendritic, Signaling Alveolar Epithelial Type 2, Lipofibroblast, Mesothelial",Macrophage,"Macrophage, Dendritic"
1522,1522,1522,1522,Lung,4,0.25,"KLRF1,GZMB",Natural Killer,natural killer cell,CL:0000623,t/nk cell,"Natural Killer, Proliferating NK/T","CD8+ Naive T, Natural Killer, Proliferating NK/T",Natural Killer,"Proliferating NK/T, Natural Killer T"
1523,1523,1523,1523,Lung,4,0.25,"HSP90B1,POU2AF1",Plasma,plasma cell,CL:0000786,b cell,Plasma,"Ciliated, Proximal Ciliated, Goblet, Adventitial Fibroblast, Plasma, Proliferating Macrophage, Plasmacytoid Dendritic, B, Plasma",Plasma,Plasma
1524,1524,1524,1524,Lung,4,0.25,"NAPSA,SFTPA2",Alveolar Epithelial Type 2,type II pneumocyte,CL:0002063,epithelial cell,"Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2","Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2",Alveolar Epithelial Type 2,Alveolar Epithelial Type 2
1525,1525,1525,1525,Lung,4,0.25,"MS4A2,GRAP2",Basophil/Mast,"basophil,mast cell","CL:0000767,CL:0000097",granulocyte,"Basophil/Mast 1, Basophil/Mast 2, Platelet/Megakaryocyte","Basophil/Mast 1, Basophil/Mast 2, CD4+ Memory/Effector T, Platelet/Megakaryocyte",Basophil/Mast,"Basophil/Mast, Platelet/Megakaryocyte"
1526,1526,1526,1526,Lung,4,0.25,"FCGR3A,COTL1",CD16+ Monocyte,,,macrophage/monocyte,"Nonclassical Monocyte, Intermediate Monocyte","Natural Killer, Proliferating NK/T, Macrophage, Proliferating Macrophage, Nonclassical Monocyte, Intermediate Monocyte, Bronchial Vessel 1, Myofibroblast, Mesothelial, Myeloid Dendritic Type 1, Myeloid Dendritic Type 2, EREG+ Dendritic, Classical Monocyte",Macrophage,"Natural Killer, Macrophage"
1527,1527,1527,1527,Lung,4,0.25,"FLNB,NOSTRIN",Capillary,,,blood vessel cell,"Capillary Intermediate 2, Artery, Vein","Ciliated, Neuroendocrine, Alveolar Epithelial Type 1, Artery, Vein, Mesothelial, Plasmacytoid Dendritic, Capillary, Capillary Intermediate 2",Ciliated,Capillary
1528,1528,1528,1528,Lung,4,0.25,"CD3D,CCL5",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,t/nk cell,"CD8+ Naive T, CD4+ Memory/Effector T","CD8+ Memory/Effector T, CD8+ Naive T, CD4+ Memory/Effector T, CD4+ Naive T, Natural Killer T, CD8+ Memory/Effector T, CD8+ Naive T, CD4+ Memory/Effector T, Natural Killer T, Natural Killer, Proliferating NK/T, Platelet/Megakaryocyte",CD8+ T,"CD8+ Memory/Effector T, CD8+ Naive T"
1529,1529,1529,1529,Lung,4,0.25,"CEACAM6,CYB5A",Club,club cell,CL:0000158,epithelial cell,"Alveolar Epithelial Type 1, Signaling Alveolar Epithelial Type 2","Club, Goblet, Alveolar Epithelial Type 1, Signaling Alveolar Epithelial Type 2, Club, Signaling Alveolar Epithelial Type 2, Capillary Aerocyte, Capillary Intermediate 2, Alveolar Fibroblast, Mesothelial, Platelet/Megakaryocyte, Macrophage, Proliferating Macrophage, TREM2+ Dendritic",Signaling Alveolar Epithelial Type 2,"Club, Alveolar Epithelial Type 2"
1530,1530,1530,1530,Lung,4,0.25,"BGN,COL1A2",Myofibroblast,myofibroblast cell,CL:0000186,myofibroblast cell,Myofibroblast,"Vascular Smooth Muscle, Myofibroblast, Pericyte, Adventitial Fibroblast","Pericyte, Myofibroblast","Vascular Smooth Muscle, Myofibroblast"
1531,1531,1531,1531,Lung,4,0.25,"IRF4,SEC61B",Plasmacytoid Dendritic,plasmacytoid dendritic cell,CL:0000784,dendritic cell,Plasmacytoid Dendritic,"Plasmacytoid Dendritic, Myeloid Dendritic Type 1, Lymphatic, Plasma, Plasmacytoid Dendritic, OLR1+ Classical Monocyte",Plasmacytoid Dendritic,"Plasmacytoid Dendritic, Myeloid Dendritic Type 1, Lymphatic"
1532,1532,1532,1532,Lung,4,0.25,"TPX2,UBE2C",Proliferating Macrophage,,,macrophage/monocyte,"Proliferating Basal, Proliferating NK/T, Proliferating Macrophage","Proliferating Basal, Proliferating NK/T, Proliferating Macrophage","Proliferating Basal, Proliferating Macrophage","Proliferating Basal, Proliferating Macrophage, Proliferating NK/T"
1533,1533,1533,1533,Lung,4,0.25,"TOP2A,SMC4",Proliferating NK/T,,,t/nk cell,"Proliferating Basal, Proliferating NK/T, Proliferating Macrophage","Proliferating Basal, Proliferating NK/T, Proliferating Macrophage","Proliferating Basal, Proliferating Macrophage","Proliferating Basal, Natural Killer T"
1534,1534,1534,1534,Lung,4,0.25,"ENPP2,ZNF385D",Bronchial Vessel,,,bronchial cell,Bronchial Vessel 1,"Bronchial Vessel 1, Myofibroblast, Alveolar Fibroblast, Plasmacytoid Dendritic, Fibromyocyte","Fibromyocyte, Bronchial Vessel 1","Bronchial Vessel 1, Myofibroblast, Fibromyocyte"
1535,1535,1535,1535,Lung,4,0.25,"WFDC2,MSMB",Mucous,,,mucosal cell,"Goblet, Mucous","Differentiating Basal, Goblet, Mucous, Serous, Mesothelial, Platelet/Megakaryocyte","Goblet, Mucous","Goblet, Mucous, Differentiating Basal"
1536,1536,1536,1536,Lung,4,0.25,"VWF,PRSS23",Vein,,,blood vessel cell,"Vein, Vascular Smooth Muscle","Vein, Proximal Basal, Differentiating Basal, Proliferating Basal, Goblet, Vein, Vascular Smooth Muscle, Mesothelial, CD8+ Naive T, Natural Killer, Proliferating NK/T",Vein,"Vein, Vascular Smooth Muscle"
1537,1537,1537,1537,Lung,4,0.25,"LAMB1,LAMC3",Pericyte,pericyte,CL:0000669,pericyte,Pericyte,Pericyte,Pericyte,"Pericyte, Ionocyte"
1538,1538,1538,1538,Lung,4,0.25,"CNN1,DSTN",Smooth Muscle,smooth muscle cell,CL:0000192,muscle cell,"Airway Smooth Muscle, Vascular Smooth Muscle","Airway Smooth Muscle, Vascular Smooth Muscle, Fibromyocyte","Vascular Smooth Muscle, Airway Smooth Muscle","Vascular Smooth Muscle, Alveolar Epithelial Type 1, Alveolar Fibroblast, CD4+ Naive T"
1539,1539,1539,1539,Lung,4,0.25,"DKK2,FBLN5",Artery,,,blood vessel cell,Artery,"Artery, Alveolar Epithelial Type 1, CD4+ Naive T","Artery, Alveolar Fibroblast","Artery, Alveolar Epithelial Type 1"
1540,1540,1540,1540,Lung,4,0.25,"STXBP6,CLDN5",Capillary Aerocyte,,,epithelial cell,Capillary Intermediate 1,"Capillary Intermediate 1, Capillary Aerocyte, Platelet/Megakaryocyte",Capillary Aerocyte,Goblet
1541,1541,1541,1541,Lung,4,0.25,"EPAS1,PECAM1",Capillary Intermediate,,,blood vessel cell,Capillary Intermediate 1,"Airway Smooth Muscle, Vascular Smooth Muscle, Basophil/Mast 1, Capillary Intermediate 1, Capillary Aerocyte, Macrophage, Proliferating Macrophage",Nonclassical Monocyte,Basal
1542,1542,1542,1542,Lung,4,0.25,"CPXM1,C3",Lipofibroblast,alveolar type 1 fibroblast cell,CL:4028004,fibroblast,Mesothelial,"Adventitial Fibroblast, Lipofibroblast, Mesothelial, Goblet, Mucous, Adventitial Fibroblast, Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Lipofibroblast, Mesothelial",Adventitial Fibroblast,"Adventitial Fibroblast, Capillary, Vascular Smooth Muscle"
1543,1543,1543,1543,Lung,4,0.25,"GALNT9,ITLN1",Mesothelial,mesothelial cell,CL:0000077,epithelial cell,Mesothelial,"Mesothelial, Goblet, Mesothelial",Mesothelial,Mesothelial
1544,1544,1544,1544,Lung,4,0.25,"TUBB1,ACRBP",Platelet/Megakaryocyte,"platelet,megakaryocyte","CL:0000233,CL:0000556","platelet,megakaryocyte",Platelet/Megakaryocyte,Platelet/Megakaryocyte,Platelet/Megakaryocyte,Platelet/Megakaryocyte
1545,1545,1545,1545,Lung,4,0.25,"CD2,CXCR4",Natural Killer T,,,t/nk cell,"CD8+ Memory/Effector T, CD4+ Memory/Effector T","CD8+ Memory/Effector T, CD8+ Naive T, CD4+ Memory/Effector T, CD4+ Naive T, Natural Killer T",Natural Killer T,"Natural Killer T, CD8+ Naive T, CD4+ Memory/Effector T"
1546,1546,1546,1546,Lung,4,0.25,"RAMP1,CLU",Fibromyocyte,,,muscle cell,"Ciliated, Proximal Ciliated, Goblet, Signaling Alveolar Epithelial Type 2","Ciliated, Proximal Ciliated, Goblet, Airway Smooth Muscle, Fibromyocyte, Natural Killer, Myeloid Dendritic Type 1, Basal, Mucous, Vein, Lymphatic, Basophil/Mast 1, Basophil/Mast 2, Platelet/Megakaryocyte",Ciliated,"Ciliated, Mucous"
1547,1547,1547,1547,Lung,4,0.25,"AGR2,FAM3D",Goblet,goblet cell,CL:0000160,epithelial cell,Goblet,"Ciliated, Proximal Basal, Differentiating Basal, Goblet, Proliferating Basal, Differentiating Basal, Serous, Goblet",Goblet,"Ciliated, Goblet"
1548,1548,1548,1548,Lung,4,0.25,"FOXI1,BSND",Ionocyte,ionocyte,CL:0005006,epithelial cell,Ionocyte,Ionocyte,Ionocyte,"Ionocyte, Neuroendocrine"
1549,1549,1549,1549,Lung,4,0.25,"NENF,SEC11C",Neuroendocrine,neuroendocrine cell,CL:0000165,epithelial cell,"Plasma, Basophil/Mast 1, Macrophage, Proliferating Macrophage","Proliferating Basal, Neuroendocrine, Mesothelial, Plasma, Basophil/Mast 1, Platelet/Megakaryocyte, Macrophage, Proliferating Macrophage, Ionocyte, Neuroendocrine, Plasma, Plasmacytoid Dendritic",Neuroendocrine,"Neuroendocrine, Ionocyte"
1550,1550,1550,1550,Lung,4,0.25,"PHB,TESC",Serous,serous secreting cell,CL:0000313,secretory cell,"Serous, Neuroendocrine","Proliferating Basal, Serous, Neuroendocrine, Bronchial Vessel 1",Natural Killer,Proliferating Basal
1551,1551,1551,1551,Lung,4,0.25,"C1QC,C1QA",Macrophages,macrophage,CL:0000235,macrophage/monocyte,"Macrophage, Proliferating Macrophage","Macrophage, Proliferating Macrophage, IGSF21+ Dendritic, TREM2+ Dendritic",Alveolar Epithelial Type 1,Macrophage
1552,1552,1552,1552,Lung,4,0.25,"CD7,CCL5",Innate lymphoid cell NK,natural killer cell,CL:0000623,t/nk cell,"CD8+ Memory/Effector T, CD8+ Naive T, Natural Killer T","CD8+ Memory/Effector T, CD8+ Naive T, Natural Killer T, Natural Killer, Proliferating NK/T",Natural Killer,CD8+ Memory/Effector T
1553,1553,1553,1553,Lung,4,0.25,"SLC34A2,SLC39A8",AT2,type II pneumocyte,CL:0002063,epithelial cell,"Alveolar Epithelial Type 1, Signaling Alveolar Epithelial Type 2","Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Alveolar Epithelial Type 1",Alveolar Epithelial Type 2,Alveolar Epithelial Type 2
1554,1554,1554,1554,Lung,4,0.25,"VWF,CLEC14A",EC venous,vein endothelial cell,CL:0002543,endothelial cell,"Vein, Artery, Capillary","Vein, Artery, Capillary",Vascular,Vein
1555,1555,1555,1555,Lung,4,0.25,"CORO1A,CD69",T cell lineage,T cell,CL:0000084,t/nk cell,"CD4+ Memory/Effector T, Natural Killer T, Basophil/Mast 1, Basophil/Mast 2","B, CD8+ Memory/Effector T, CD8+ Naive T, CD4+ Memory/Effector T, Natural Killer T, Natural Killer, Proliferating NK/T, Nonclassical Monocyte",Natural Killer,Natural Killer
1556,1556,1556,1556,Lung,4,0.25,"PECAM1,CLEC14A",EC arterial,endothelial cell of artery,CL:1000413,endothelial cell,"Capillary, Macrophage","Capillary Aerocyte, Capillary Intermediate 1, Macrophage, Proliferating Macrophage, Classical Monocyte, Nonclassical Monocyte, Intermediate Monocyte, Artery, Capillary",Capillary,Proliferating NK/T
1557,1557,1557,1557,Lung,4,0.25,"IGFBP7,BGN",Fibroblasts,fibroblast,CL:0000057,fibroblast,"Lymphatic, Vascular Smooth Muscle","Ciliated, Proximal Ciliated, Basal, Alveolar Epithelial Type 1, Vein, Bronchial Vessel 1, Lymphatic, Airway Smooth Muscle, Vascular Smooth Muscle, Natural Killer, Proliferating NK/T, Vascular Smooth Muscle, Myofibroblast, Pericyte",Vascular Smooth Muscle,Alveolar Epithelial Type 1
1558,1558,1558,1558,Lung,4,0.25,"HOPX,SFTA2",AT1,type I pneumocyte,CL:0002062,epithelial cell,"Club, Alveolar Epithelial Type 1, Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2","Club, Alveolar Epithelial Type 1, Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Capillary Aerocyte, Capillary Intermediate 1, Vascular Smooth Muscle, Fibromyocyte, CD8+ Naive T, CD4+ Memory/Effector T, Natural Killer T, Natural Killer, Proliferating NK/T",Alveolar Epithelial Type 1,Ciliated
1559,1559,1559,1559,Lung,4,0.25,"C12orf75,SNTN",Multiciliated lineage,multi-ciliated epithelial cell,CL:0005012,epithelial cell,"Ciliated, Proximal Ciliated","Ciliated, Proximal Ciliated, Ionocyte, Airway Smooth Muscle, Vascular Smooth Muscle, CD8+ Memory/Effector T, CD8+ Naive T, Natural Killer T, Natural Killer, Proliferating NK/T, Platelet/Megakaryocyte, Plasmacytoid Dendritic",Ciliated,Ciliated
1560,1560,1560,1560,Lung,4,0.25,"MS4A1,CD79A",B cell lineage,B cell,CL:0000236,b cell,B,"B, Plasma",B,B
1561,1561,1561,1561,Lung,4,0.25,"WFDC2,KRT19",Secretory,secretory cell,CL:0000151,secretory cell,Mucous,"Differentiating Basal, Goblet, Mucous, Serous, Mesothelial, Platelet/Megakaryocyte, Proximal Basal, Alveolar Epithelial Type 1, Basophil/Mast 1, Basophil/Mast 2",Goblet,"Goblet, Basal"
1562,1562,1562,1562,Lung,4,0.25,"FCER1G,AIF1",Monocytes,monocyte,CL:0000576,macrophage/monocyte,Macrophage,"Macrophage, Proliferating Macrophage, IGSF21+ Dendritic, EREG+ Dendritic, TREM2+ Dendritic, Classical Monocyte, OLR1+ Classical Monocyte, Nonclassical Monocyte, Intermediate Monocyte",Macrophage,"Macrophage, Classical Monocyte"
1563,1563,1563,1563,Lung,4,0.25,"TCN1,PIGR",Submucosal Secretory,,,secretory cell,Serous,"Serous, Club, Goblet, Mucous, Signaling Alveolar Epithelial Type 2, Platelet/Megakaryocyte",Serous,"Serous, Mucous"
1564,1564,1564,1564,Lung,4,0.25,"TM4SF1,CLDN5",EC capillary,capillary endothelial cell,CL:0002144,endothelial cell,Capillary,"Club, Basal, Alveolar Epithelial Type 1, Artery, Bronchial Vessel 1, Bronchial Vessel 2, Airway Smooth Muscle, Vascular Smooth Muscle, Mesothelial, Plasma, Platelet/Megakaryocyte, Neuroendocrine, Capillary Aerocyte, Capillary, Capillary Intermediate 1, OLR1+ Classical Monocyte",Vascular Smooth Muscle,Mesothelial
1565,1565,1565,1565,Lung,4,0.25,"ECSCR,GNG11",Lymphatic EC mature,,,endothelial cell,Lymphatic,"Lymphatic, Macrophage, Proliferating Macrophage, Capillary Aerocyte, Pericyte, Mesothelial, Platelet/Megakaryocyte",Macrophage,"Lymphatic, Macrophage"
1566,1566,1566,1566,Lung,4,0.25,"CLDN5,CCL21",Lymphatic EC differentiating,,,endothelial cell,Lymphatic,"Neuroendocrine, Capillary Aerocyte, Capillary, Capillary Intermediate 1, Platelet/Megakaryocyte, OLR1+ Classical Monocyte, Lymphatic, Vascular Smooth Muscle, Lipofibroblast",Lymphatic,Lymphatic
1567,1567,1567,1567,Lung,4,0.25,"ITGB2,CORO1A",Dendritic cells,dendritic cell,CL:0000451,dendritic cell,Nonclassical Monocyte,"CD8+ Naive T, Natural Killer T, Natural Killer, Proliferating NK/T, Myeloid Dendritic Type 2, TREM2+ Dendritic, Nonclassical Monocyte, B, CD8+ Memory/Effector T, CD4+ Memory/Effector T",Nonclassical Monocyte,"Natural Killer, CD8+ Naive T"
1568,1568,1568,1568,Lung,4,0.25,"MT1X,GPX3",Myofibroblasts,myofibroblast cell,CL:0000186,myofibroblast cell,Pericyte,"Basal, Proximal Basal, Alveolar Epithelial Type 1, Artery, Vein, Bronchial Vessel 2, Myofibroblast, Fibromyocyte, Lipofibroblast, Mesothelial, Macrophage, Proliferating Macrophage, EREG+ Dendritic, Mucous, Neuroendocrine, Artery, Vein, Capillary Aerocyte, Capillary Intermediate 1, Pericyte, Macrophage, Proliferating Macrophage, IGSF21+ Dendritic, EREG+ Dendritic, TREM2+ Dendritic",Macrophage,"Endothelial, Capillary"
1569,1569,1569,1569,Lung,4,0.25,"GATA2,KIT",Mast cells,mast cell,CL:0000097,granulocyte,Basophil/Mast,"Capillary, Capillary Intermediate 1, Basophil/Mast 1, Basophil/Mast 2, Platelet/Megakaryocyte, Ionocyte, Basophil/Mast 1, Basophil/Mast 2",Basophil/Mast 1,"Capillary, Basophil/Mast"
1570,1570,1570,1570,Lung,4,0.25,"NEXN,PLN",Fibromyocytes,,,muscle cell,"Alveolar Epithelial Type 1, Airway Smooth Muscle","Airway Smooth Muscle, Vascular Smooth Muscle, Platelet/Megakaryocyte, Alveolar Epithelial Type 1",Airway Smooth Muscle,Vascular Smooth Muscle
1571,1571,1571,1571,Lung,4,0.25,"ARPC1A,EID1",Lymphatic EC proliferating,,,endothelial cell,"Differentiating Basal, Goblet","Proliferating Basal, Differentiating Basal, OLR1+ Classical Monocyte, Intermediate Monocyte, Nonclassical Monocyte, Proximal Basal, Ionocyte, Goblet",Basal,"Basal, Goblet, Ionocyte, Neuroendocrine"
1572,1572,1572,1572,Lung,4,0.25,"PPFIBP1,SEMA3A",Endothelial cell (lymphatic),endothelial cell of lymphatic vessel,CL:0002138,endothelial cell,"Alveolar Epithelial Type 1, Lymphatic","Alveolar Epithelial Type 1, Lymphatic, Alveolar Fibroblast",Lymphatic,"Alveolar Fibroblast, Lymphatic"
