,Unnamed: 0.1,Unnamed: 0,tissue,simuround,subset,marker,manual_annotation,manual_CLname,manual_CLID,manual_broadtype,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_annotation,gpt-4o-2024-08-06_annotation,gpt-4o-mini-2024-07-18_annotation,gpt-4-0613_Clname,gpt-4-0613_CLID,gpt-4-turbo-2024-04-09_Clname,gpt-4-turbo-2024-04-09_CLID,gpt-4o-2024-08-06_Clname,gpt-4o-2024-08-06_CLID,gpt-4o-mini-2024-07-18_Clname,gpt-4o-mini-2024-07-18_CLID,gpt-4-0613_aggrement_modified,gpt-4-turbo-2024-04-09_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified,gpt-4o-mini-2024-07-18_aggrement_modified
1525,1525,1525,Lung,4,0.25,"MS4A2,GRAP2",Basophil/Mast,"basophil,mast cell","CL:0000767,CL:0000097",granulocyte,14. Basophil,Mast cells,Mast Cells,Mast cells,mast cell,CL:0000097,basophil,CL:0000767,mast cell,CL:0000097,mast cell,CL:0000097,-1,-1,-1,-1
1526,1526,1526,Lung,4,0.25,"FCGR3A,COTL1",CD16+ Monocyte,,,macrophage/monocyte,15. Monocyte,Monocytes,Monocytes/Macrophages,Macrophages,monocyte,CL:0000576,monocyte,CL:0000576,macrophage,CL:0000235,macrophage,CL:0000235,-1,-1,-1,-1
1527,1527,1527,Lung,4,0.25,"FLNB,NOSTRIN",Capillary,,,blood vessel cell,16. Endothelial Cell,Endothelial cells,Endothelial Cells,Fibroblasts,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,fibroblast,CL:0000057,-1,-1,-1,-1
1528,1528,1528,Lung,4,0.25,"CD3D,CCL5",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,t/nk cell,17. T cell,T cells,T Cells,T helper cells,t cell,CL:0000084,t cell,CL:0000084,t cell,CL:0000084,helper T cell,CL:0000912,3,3,3,-1
1529,1529,1529,Lung,4,0.25,"CEACAM6,CYB5A",Club,club cell,CL:0000158,epithelial cell,18. Enterocyte,Pancreatic acinar cells,Epithelial Cells,Bronchial epithelial cells,pancreatic acinar cell,CL:0002064,enterocyte,CL:0000584,epithelial cell,CL:0000066,bronchial epithelial cell,CL:0002328,-1,-1,2,-1
1530,1530,1530,Lung,4,0.25,"BGN,COL1A2",Myofibroblast,myofibroblast cell,CL:0000186,myofibroblast cell,19. Fibroblast,Fibroblasts,Fibroblast,Fibroblasts,fibroblast,CL:0000057,fibroblast,CL:0000057,fibroblast,CL:0000057,fibroblast,CL:0000057,-1,-1,-1,-1
1531,1531,1531,Lung,4,0.25,"IRF4,SEC61B",Plasmacytoid Dendritic,plasmacytoid dendritic cell,CL:0000784,dendritic cell,20. Plasmacytoid Dendritic Cell,Plasma cells,B cells,Immune B cells,plasma cell,CL:0000786,plasmacytoid dendritic cell,CL:0000784,b cell,CL:0000236,B cell,CL:0000236,-1,0,-1,-1
1532,1532,1532,Lung,4,0.25,"TPX2,UBE2C",Proliferating Macrophage,,,macrophage/monocyte,21. Cancer Cell,Proliferating cells,Proliferating cells,Proliferative cells,cycling B cell,CL:4033068,malignant cell,CL:0001064,cycling B cell,CL:4033068,exhausted T cell,CL:0011025,-1,-1,-1,-1
1533,1533,1533,Lung,4,0.25,"TOP2A,SMC4",Proliferating NK/T,,,t/nk cell,22. Cancer Cell,Proliferating cells,Proliferating cells,Proliferative cells,cycling B cell,CL:4033068,malignant cell,CL:0001064,cycling B cell,CL:4033068,exhausted T cell,CL:0011025,-1,-1,-1,-1
1534,1534,1534,Lung,4,0.25,"ENPP2,ZNF385D",Bronchial Vessel,,,bronchial cell,23. Astrocyte/Neuron,Astrocytes,Stromal cells,Endothelial cells,astrocyte,CL:0000127,astrocyte,CL:0000127,stromal cell,CL:0000499,endothelial cell,CL:0000115,-1,-1,-1,-1
1535,1535,1535,Lung,4,0.25,"WFDC2,MSMB",Mucous,,,mucosal cell,24. Epithelial Cell,Prostate Epithelial Cells,Mucus secreting cells,Secretory cells,epithelial cell of prostate,CL:0002231,epithelial cell,CL:0000066,mucus secreting cell,CL:0000319,secretory cell,CL:0000151,-1,-1,-1,-1
1536,1536,1536,Lung,4,0.25,"VWF,PRSS23",Vein,,,blood vessel cell,25. Endothelial Cell,Endothelial Cells,Endothelial cells,Endothelial cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,-1,-1,-1,-1
1537,1537,1537,Lung,4,0.25,"LAMB1,LAMC3",Pericyte,pericyte,CL:0000669,pericyte,26. Nerve Cell,Neurons,Basement membrane,Basement membrane cells,neuron,CL:0000540,neuron,CL:0000540,basement membrane,GO:0005604,basement membrane,GO:0005604,9,9,11,11
1538,1538,1538,Lung,4,0.25,"CNN1,DSTN",Smooth Muscle,smooth muscle cell,CL:0000192,muscle cell,Smooth muscle cells,Smooth Muscle Cells,Smooth muscle cells,Smooth muscle cells,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,0,0,0,0
1539,1539,1539,Lung,4,0.25,"DKK2,FBLN5",Artery,,,blood vessel cell,Fibroblasts,Fibroblasts,Myofibroblasts,Extracellular matrix cells,fibroblast,CL:0000057,fibroblast,CL:0000057,myofibroblast cell,CL:0000186,extracellular matrix secreting cell,CL:0000327,-1,-1,-1,-1
1540,1540,1540,Lung,4,0.25,"STXBP6,CLDN5",Capillary Aerocyte,,,epithelial cell,Endothelial cells,Endothelial Cells,Endothelial Cell,Endothelial cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,-1,-1,-1,-1
1541,1541,1541,Lung,4,0.25,"EPAS1,PECAM1",Capillary Intermediate,,,blood vessel cell,Endothelial cells,Endothelial Cells,Endothelial Cell,Endothelial cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,-1,-1,-1,-1
1542,1542,1542,Lung,4,0.25,"CPXM1,C3",Lipofibroblast,alveolar type 1 fibroblast cell,CL:4028004,fibroblast,Chondrocytes,Monocytes,Alveolar Macrophage,"Immune cells, macrophages",monocyte,CL:0000576,chondrocyte,CL:0000138,alveolar macrophage,CL:0000583,macrophage,CL:0000235,-1,-1,-1,-1
1543,1543,1543,Lung,4,0.25,"GALNT9,ITLN1",Mesothelial,mesothelial cell,CL:0000077,epithelial cell,Intestinal epithelial cells,Enterocytes,Alveolar Epithelial Cell,"Goblet cells, epithelial cells",enterocyte,CL:0000584,intestinal epithelial cell,CL:0002563,pulmonary alveolar epithelial cell,CL:0000322,respiratory goblet cell,CL:0002370,-1,-1,-1,-1
1544,1544,1544,Lung,4,0.25,"TUBB1,ACRBP",Platelet/Megakaryocyte,"platelet,megakaryocyte","CL:0000233,CL:0000556","platelet,megakaryocyte",Platelets,Platelets,Megakaryocyte or Platelet,Epithelial cells,platelet,CL:0000233,platelet,CL:0000233,megakaryocyte,CL:0000556,epithelial cell,CL:0000066,-1,-1,-1,-1
1545,1545,1545,Lung,4,0.25,"CD2,CXCR4",Natural Killer T,,,t/nk cell,T cells,T Cells,Lymphocyte,T cells,t cell,CL:0000084,t cell,CL:0000084,lymphocyte,CL:0000542,t cell,CL:0000084,-1,-1,-1,-1
1546,1546,1546,Lung,4,0.25,"RAMP1,CLU",Fibromyocyte,,,muscle cell,Epithelial cells,Adrenocortical Cells,Smooth Muscle Cell,Neuroendocrine cells,cortical cell of adrenal gland,CL:0002097,epithelial cell,CL:0000066,smooth muscle cell,CL:0000192,neuroendocrine cell,CL:0000165,-1,-1,-1,-1
1547,1547,1547,Lung,4,0.25,"AGR2,FAM3D",Goblet,goblet cell,CL:0000160,epithelial cell,Intestinal epithelial cells,Enterocytes,Goblet Cell,Epithelial cells,enterocyte,CL:0000584,intestinal epithelial cell,CL:0002563,goblet cell,CL:0000160,epithelial cell,CL:0000066,-1,-1,0,1
1548,1548,1548,Lung,4,0.25,"FOXI1,BSND",Ionocyte,ionocyte,CL:0005006,epithelial cell,Epithelial cells,Distal Epithelial Cells,Ionocyte,Epithelial cells,epithelial cell of distal tubule,CL:0002305,epithelial cell,CL:0000066,ionocyte,CL:0005006,epithelial cell,CL:0000066,-1,1,0,1
1549,1549,1549,Lung,4,0.25,"NENF,SEC11C",Neuroendocrine,neuroendocrine cell,CL:0000165,epithelial cell,Neurons,Neurons,Club Cell,"Neurons, secretory cells",neuron,CL:0000540,neuron,CL:0000540,club cell,CL:0000158,secretory cell,CL:0000151,2,2,-1,2
1550,1550,1550,Lung,4,0.25,"PHB,TESC",Serous,serous secreting cell,CL:0000313,secretory cell,Epithelial cells,Cardiac Myocytes,Epithelial cells,Pulmonary Fibroblasts,specialized cardiac myocyte,CL:0002086,epithelial cell,CL:0000066,epithelial cell,CL:0000066,pulmonary interstitial fibroblast,CL:0002241,-1,14,14,-1
1551,1551,1551,Lung,4,0.25,"C1QC,C1QA",Macrophages,macrophage,CL:0000235,macrophage/monocyte,Macrophages,Macrophages,Alveolar macrophages,Macrophages,macrophage,CL:0000235,macrophage,CL:0000235,alveolar macrophage,CL:0000583,macrophage,CL:0000235,0,0,-1,0
1552,1552,1552,Lung,4,0.25,"CD7,CCL5",Innate lymphoid cell NK,natural killer cell,CL:0000623,t/nk cell,T cells,T Cells,Lymphocytes,T cells,t cell,CL:0000084,t cell,CL:0000084,lymphocyte,CL:0000542,t cell,CL:0000084,-1,-1,3,-1
1553,1553,1553,Lung,4,0.25,"SLC34A2,SLC39A8",AT2,type II pneumocyte,CL:0002063,epithelial cell,Alveolar epithelial cells,Alveolar Type II Cells,Alveolar type II cells,Alveolar Epithelial Cells,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar epithelial cell,CL:0000322,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar epithelial cell,CL:0000322,0,1,0,1
1554,1554,1554,Lung,4,0.25,"VWF,CLEC14A",EC venous,vein endothelial cell,CL:0002543,endothelial cell,Endothelial cells,Endothelial Cells,Endothelial cells,Endothelial Cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,3,3,3,3
1555,1555,1555,Lung,4,0.25,"CORO1A,CD69",T cell lineage,T cell,CL:0000084,t/nk cell,T cells,T Cells,T cells,"T cells, Activated Macrophages",t cell,CL:0000084,t cell,CL:0000084,t cell,CL:0000084,alternatively activated macrophage,CL:0000890,0,0,0,-1
1556,1556,1556,Lung,4,0.25,"PECAM1,CLEC14A",EC arterial,endothelial cell of artery,CL:1000413,endothelial cell,Endothelial cells,Endothelial Cells,Endothelial cells,Endothelial Cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,3,3,3,3
1557,1557,1557,Lung,4,0.25,"IGFBP7,BGN",Fibroblasts,fibroblast,CL:0000057,fibroblast,Mesenchymal stem cells,Fibroblasts,Fibroblasts,Fibroblasts,fibroblast,CL:0000057,mesenchymal stem cell,CL:0000134,fibroblast,CL:0000057,fibroblast,CL:0000057,0,1,0,0
1558,1558,1558,Lung,4,0.25,"HOPX,SFTA2",AT1,type I pneumocyte,CL:0002062,epithelial cell,Alveolar epithelial cells,Alveolar Type I Cells,Alveolar type I cells,Type II Alveolar Cells,pulmonary alveolar type 1 cell,CL:0002062,pulmonary alveolar epithelial cell,CL:0000322,pulmonary alveolar type 1 cell,CL:0002062,pulmonary alveolar type 2 cell,CL:0002063,0,1,0,-1
1559,1559,1559,Lung,4,0.25,"C12orf75,SNTN",Multiciliated lineage,multi-ciliated epithelial cell,CL:0005012,epithelial cell,Neurons,Neurons,Ciliated cells,Immune Cells,neuron,CL:0000540,neuron,CL:0000540,ciliated cell,CL:0000064,leukocyte,CL:0000738,11,11,2,-1
1560,1560,1560,Lung,4,0.25,"MS4A1,CD79A",B cell lineage,B cell,CL:0000236,b cell,B cells,B Cells,B cell,B cells,b cell,CL:0000236,b cell,CL:0000236,b cell,CL:0000236,b cell,CL:0000236,0,0,0,0
1561,1561,1561,Lung,4,0.25,"WFDC2,KRT19",Secretory,secretory cell,CL:0000151,secretory cell,Epithelial cells,Epithelial Cells,Epithelial cell,Goblet cells,epithelial cell,CL:0000066,epithelial cell,CL:0000066,epithelial cell,CL:0000066,goblet cell,CL:0000160,12,12,12,-1
1562,1562,1562,Lung,4,0.25,"FCER1G,AIF1",Monocytes,monocyte,CL:0000576,macrophage/monocyte,Myeloid cells,Monocytes,Macrophage,Mast cells,monocyte,CL:0000576,myeloid cell,CL:0000763,macrophage,CL:0000235,mast cell,CL:0000097,0,2,2,-1
1563,1563,1563,Lung,4,0.25,"TCN1,PIGR",Submucosal Secretory,,,secretory cell,B cell,"Neutrophils, Enterocytes",Secretory cell,Plasma cells,enterocyte,CL:0000584,b cell,CL:0000236,secretory cell,CL:0000151,plasma cell,CL:0000786,-1,-1,-1,-1
1564,1564,1564,Lung,4,0.25,"TM4SF1,CLDN5",EC capillary,capillary endothelial cell,CL:0002144,endothelial cell,Endothelial cell,Endothelial cells,Endothelial cell,Endothelial cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,2,2,2,2
1565,1565,1565,Lung,4,0.25,"ECSCR,GNG11",Lymphatic EC mature,,,endothelial cell,Endothelial cell,Endothelial cells,Endothelial cell,Monocytes/Macrophages,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,macrophage,CL:0000235,-1,-1,-1,-1
1566,1566,1566,Lung,4,0.25,"CLDN5,CCL21",Lymphatic EC differentiating,,,endothelial cell,"Endothelial cell, Dendritic cell","T-cells, Endothelial cells",Endothelial cell,Dendritic cells,endothelial cell,CL:0000115,dendritic cell,CL:0000451,endothelial cell,CL:0000115,dendritic cell,CL:0000451,-1,-1,-1,-1
1567,1567,1567,Lung,4,0.25,"ITGB2,CORO1A",Dendritic cells,dendritic cell,CL:0000451,dendritic cell,Neutrophil,"Neutrophils, T cells",Macrophage,NK cells/T cells,T cell,CL:0000084,neutrophil,CL:0000775,macrophage,CL:0000235,mature NK T cell,CL:0000814,3,-1,-1,-1
1568,1568,1568,Lung,4,0.25,"MT1X,GPX3",Myofibroblasts,myofibroblast cell,CL:0000186,myofibroblast cell,Unknown,Epithelial cells,Epithelial cell,Clara cells,epithelial cell,CL:0000066,cyanophore,CL:0000747,epithelial cell,CL:0000066,club cell,CL:0000158,13,-1,13,-1
1569,1569,1569,Lung,4,0.25,"GATA2,KIT",Mast cells,mast cell,CL:0000097,granulocyte,Hematopoietic stem cell,"Hematopoietic stem cells, Mast cells",Mast cell,Hematopoietic stem cells,hematopoietic stem cell,CL:0000037,hematopoietic stem cell,CL:0000037,mast cell,CL:0000097,hematopoietic stem cell,CL:0000037,3,3,0,3
1570,1570,1570,Lung,4,0.25,"NEXN,PLN",Fibromyocytes,,,muscle cell,Cardiac muscle cell,Cardiac myocytes,Cardiac Muscle Cells,Cardiomyocytes,specialized cardiac myocyte,CL:0002086,cardiac muscle cell,CL:0000746,cardiac muscle cell,CL:0000746,fetal cardiomyocyte,CL:0002495,-1,-1,-1,-1
1571,1571,1571,Lung,4,0.25,"ARPC1A,EID1",Lymphatic EC proliferating,,,endothelial cell,Unknown,Neurons,Smooth Muscle Cells,Neutrophils,neuron,CL:0000540,cyanophore,CL:0000747,smooth muscle cell,CL:0000192,neutrophil,CL:0000775,-1,-1,-1,-1
1572,1572,1572,Lung,4,0.25,"PPFIBP1,SEMA3A",Endothelial cell (lymphatic),endothelial cell of lymphatic vessel,CL:0002138,endothelial cell,Unknown,Astrocytes,Neuron-like Cells,Fibroblasts,astrocyte,CL:0000127,cyanophore,CL:0000747,neuron associated cell,CL:0000095,fibroblast,CL:0000057,-1,-1,-1,8
1573,1573,1573,Lung,4,0.25,"RAB11FIP1,EMP2",Epithelial cell (alveolar type I),type I pneumocyte,CL:0002062,epithelial cell,Unknown,Epithelial cells,Epithelial Cells,Endothelial cells,epithelial cell,CL:0000066,cyanophore,CL:0000747,epithelial cell,CL:0000066,endothelial cell,CL:0000115,3,-1,3,16
1574,1574,1574,Lung,4,0.25,"MACROD2,ERBB4",Epithelial cell (alveolar type II),type II pneumocyte,CL:0002063,epithelial cell,Neuronal cell,Neurons,Epithelial Cells,Alveolar epithelial cells,neuron,CL:0000540,neuronal receptor cell,CL:0000006,epithelial cell,CL:0000066,pulmonary alveolar epithelial cell,CL:0000322,9,-1,3,1
1575,1575,1575,Lung,4,0.25,"XPR1,RBMS3",Epithelial cell (basal),basal cell,CL:0000646,stem cell,Unknown,Neurons,Fibroblasts,Clara cells,neuron,CL:0000540,cyanophore,CL:0000747,fibroblast,CL:0000057,club cell,CL:0000158,13,-1,-1,-1
1576,1576,1576,Lung,4,0.25,"TMEM232,CDHR3",Epithelial cell (ciliated),ciliated epithelial cell,CL:0000067,epithelial cell,Unknown,Epithelial cells,Epithelial Cells,Macrophages,epithelial cell,CL:0000066,cyanophore,CL:0000747,epithelial cell,CL:0000066,macrophage,CL:0000235,1,-1,1,-1
1577,1577,1577,Lung,4,0.25,"CDK14,MACROD2",Epithelial cell (club),club cell,CL:0000158,epithelial cell,Unknown,Neurons,Epithelial Cells,Smooth muscle cells,neuron,CL:0000540,cyanophore,CL:0000747,epithelial cell,CL:0000066,smooth muscle cell,CL:0000192,10,-1,2,-1
