,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,tissue,simuround,subset,marker,manual_annotation,manual_CLname,manual_CLID,manual_broadtype,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_annotation,gpt-4o-2024-08-06_annotation,gpt-4o-mini-2024-07-18_annotation,gpt-4-0613_Clname,gpt-4-0613_CLID,gpt-4-turbo-2024-04-09_Clname,gpt-4-turbo-2024-04-09_CLID,gpt-4o-2024-08-06_Clname,gpt-4o-2024-08-06_CLID,gpt-4o-mini-2024-07-18_Clname,gpt-4o-mini-2024-07-18_CLID,gpt-4-0613_aggrement_modified,gpt-4-turbo-2024-04-09_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified,gpt-4o-mini-2024-07-18_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified_new,gpt-4o-mini-2024-07-18_aggrement_modified_new,gpt-4-0613_aggrement_modified_new,gpt-4-turbo-2024-04-09_aggrement_modified_new
24,24,24,24,Lung,1,0.25,"SELP,PTPRB",Vein,,,blood vessel cell,Endothelial cells,Platelets,Endothelial Cells,Endothelial cells,platelet,CL:0000233,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,-1,4,4,4,-1,-1,-1,-1
25,25,25,25,Lung,1,0.25,"COL4A1,COX4I2",Pericyte,pericyte,CL:0000669,pericyte,Endothelial cells,Muscle Cells,Fibroblasts,Alveolar epithelial cells,muscle cell,CL:0000187,endothelial cell,CL:0000115,fibroblast,CL:0000057,pulmonary alveolar epithelial cell,CL:0000322,14,8,10,-1,0.6000,0.2857,0.5000,0.4000
26,26,26,26,Lung,1,0.25,"MYL9,CSRP1",Smooth Muscle,smooth muscle cell,CL:0000192,muscle cell,1. Smooth muscle cells,Smooth muscle cells,Smooth Muscle Cells,Smooth muscle cells,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,0,0,0,0,1.0000,1.0000,1.0000,1.0000
27,27,27,27,Lung,1,0.25,"FBLN5,HEY1",Artery,,,blood vessel cell,2. Endothelial cells,Endothelial cells,Fibroblasts,Fibroblasts,endothelial cell,CL:0000115,endothelial cell,CL:0000115,fibroblast,CL:0000057,fibroblast,CL:0000057,4,4,6,6,-1,-1,-1,-1
28,28,28,28,Lung,1,0.25,"CLDN5,STXBP6",Capillary Aerocyte,,,epithelial cell,3. Endothelial cells,Neurons,Endothelial Cells,Endothelial cells,neuron,CL:0000540,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,7,4,4,4,0.4286,0.4286,0.2222,0.4286
29,29,29,29,Lung,1,0.25,"SRSF11,ACVRL1",Capillary Intermediate,,,blood vessel cell,4. Endothelial cells,Endothelial cells,Endothelial Cells,Smooth muscle cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,smooth muscle cell,CL:0000192,-1,-1,-1,-1,0.3333,0.2500,0.3333,0.3333
30,30,30,30,Lung,1,0.25,"WT1,OSR1",Lipofibroblast,alveolar type 1 fibroblast cell,CL:4028004,fibroblast,5. Renal cells,Kidney stromal cells,Mesothelial Cells,Mesothelial cells,stromal cell,CL:0000499,renal filtration cell,CL:0002522,mesothelial cell,CL:0000077,mesothelial cell,CL:0000077,-1,-1,7,7,0.2500,0.2500,0.4286,0.3333
31,31,31,31,Lung,1,0.25,"DMKN,SLPI",Mesothelial,mesothelial cell,CL:0000077,epithelial cell,6. Epithelial cells,Epidermal cells,Club Cells,"Club cells, Goblet cells",epidermal cell,CL:0000362,epithelial cell,CL:0000066,club cell,CL:0000158,respiratory goblet cell,CL:0002370,-1,2,-1,-1,0.3750,0.4286,0.3750,0.6000
32,32,32,32,Lung,1,0.25,"GP6,ITGA2B",Platelet/Megakaryocyte,"platelet,megakaryocyte","CL:0000233,CL:0000556","platelet,megakaryocyte",7. Platelets,Platelet cells,Platelets,Platelets,platelet,CL:0000233,platelet,CL:0000233,platelet,CL:0000233,platelet,CL:0000233,-1,-1,-1,-1,-1,-1,-1,-1
33,33,33,33,Lung,1,0.25,"CCL5,CXCR4",Natural Killer T,,,t/nk cell,8. T cells,T cells,T Lymphocytes,"T cells, Macrophages",t cell,CL:0000084,t cell,CL:0000084,T cell,CL:0000084,TCR-positive macrophage,CL:4030058,-1,-1,-1,-1,0.5556,0.3636,0.5556,0.5556
